postcode,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_HHOLD_NO,0-4yo,5-14yo,15-24yo,25-34yo,35-54yo,55-64yo,65+yo,population_2016,citizen_AU,citizen_non_AU,YARRP <1975,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,ATSI,10yBonds% 2020 Q1,10yBonds% 2020 Q2,10yBonds% 2020 Q3,10yBonds% 2020 Q4,10yBonds% 2021 Q1,2yBonds% 2020 Q1,2yBonds% 2020 Q2,2yBonds% 2020 Q3,2yBonds% 2020 Q4,2yBonds% 2021 Q1,Rate 2020 Q1,Rate 2020 Q2,Rate 2020 Q3,Rate 2020 Q4,Rate 2021 Q1,constr_index 2020 Q1,constr_index 2020 Q2,constr_index 2020 Q3,constr_index 2020 Q4,constr_index 2021 Q1
2097,1443.0,1617.0,1645.0,1684.0,1794.0,1173.0,1565.0,1605.0,1682.0,1620.0,625.0,650.0,625.0,710.0,625.0,147.0,124.0,116.0,115.0,107.0,44.0,43.0,63.0,70.0,57.0,1257.0,1257.0,1283.0,1279.0,1283.0,4120,3791,2449,1006,1646.0,900.0,1090.0,427.0,107.0,1617.0,5794.0,938.0,2183.0,1862.0,1816.0,4585.0,1726.0,2409.0,15531.0,13312.0,1230.0,902.0,804.0,709.0,1095.0,95.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2099,1138.0,1113.0,1191.0,1182.0,1371.0,980.0,891.0,950.0,920.0,1038.0,580.0,575.0,560.0,600.0,590.0,495.0,483.0,485.0,500.0,518.0,171.0,148.0,174.0,230.0,168.0,5395.0,5379.0,5446.0,5471.0,5473.0,12371,10307,4991,2414,4634.0,2464.0,2428.0,813.0,186.0,6245.0,16774.0,2677.0,4710.0,4291.0,6073.0,12254.0,4158.0,5762.0,39922.0,31545.0,5817.0,2305.0,2813.0,2842.0,5379.0,300.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2100,1453.0,1469.0,1392.0,1521.0,1711.0,1551.0,1493.0,1495.0,1588.0,1850.0,650.0,600.0,575.0,588.0,610.0,161.0,139.0,139.0,140.0,120.0,56.0,54.0,76.0,102.0,89.0,1410.0,1404.0,1443.0,1478.0,1471.0,6158,4857,3068,1452,2053.0,1193.0,1610.0,587.0,150.0,2119.0,7701.0,1379.0,3013.0,2430.0,2239.0,6366.0,2296.0,3180.0,20911.0,17832.0,2134.0,1300.0,1628.0,1302.0,1735.0,122.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2101,1320.0,1381.0,1426.0,1631.0,1707.0,1260.0,1420.0,1328.0,1655.0,1600.0,610.0,650.0,623.0,650.0,670.0,185.0,148.0,132.0,153.0,141.0,55.0,53.0,90.0,96.0,65.0,1792.0,1781.0,1791.0,1799.0,1792.0,5451,4955,2758,1078,2308.0,1083.0,1188.0,401.0,109.0,2919.0,8008.0,1269.0,2295.0,1796.0,2329.0,5529.0,2198.0,3996.0,19394.0,16738.0,1451.0,1173.0,899.0,772.0,1195.0,170.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2102,1300.0,1297.0,1406.0,1303.0,1604.0,1190.0,1300.0,1260.0,1152.0,1360.0,888.0,800.0,720.0,760.0,895.0,32.0,46.0,42.0,41.0,37.0,20.0,20.0,38.0,44.0,32.0,462.0,454.0,463.0,465.0,463.0,1993,1731,1078,480,774.0,467.0,574.0,178.0,47.0,658.0,2703.0,554.0,1152.0,827.0,725.0,2289.0,757.0,1189.0,7499.0,6531.0,537.0,398.0,439.0,418.0,554.0,61.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2103,1513.0,1721.0,1593.0,1670.0,2041.0,1460.0,1690.0,1525.0,1493.0,1785.0,678.0,600.0,650.0,680.0,673.0,88.0,69.0,76.0,83.0,66.0,20.0,20.0,57.0,62.0,36.0,899.0,900.0,921.0,927.0,919.0,3141,2626,1622,608,1300.0,582.0,693.0,260.0,66.0,1320.0,4216.0,570.0,1321.0,1146.0,963.0,2844.0,1420.0,2405.0,10674.0,9366.0,693.0,818.0,603.0,475.0,598.0,75.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2104,705.0,725.0,2623.0,3282.0,2951.0,705.0,725.0,2320.0,2255.0,2490.0,450.0,1220.0,450.0,1250.0,1500.0,5.0,20.0,5.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,73.0,76.0,74.0,78.0,78.0,1193,747,617,240,477.0,166.0,201.0,76.0,12.0,682.0,1614.0,115.0,370.0,328.0,192.0,716.0,512.0,1388.0,3620.0,3114.0,233.0,392.0,248.0,155.0,150.0,3.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2105,1528.0,725.0,2202.0,2018.0,2827.0,1208.0,725.0,2150.0,1827.0,2300.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,20.0,20.0,20.0,83.0,80.0,86.0,83.0,81.0,461,419,376,136,250.0,104.0,117.0,36.0,5.0,246.0,760.0,62.0,231.0,180.0,82.0,529.0,349.0,416.0,1848.0,1510.0,144.0,157.0,146.0,93.0,102.0,8.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2106,1702.0,2231.0,1799.0,2001.0,2227.0,1700.0,1605.0,1750.0,1849.0,1925.0,595.0,615.0,590.0,700.0,683.0,63.0,76.0,62.0,71.0,68.0,39.0,40.0,49.0,54.0,54.0,826.0,820.0,826.0,822.0,821.0,2655,2278,1583,635,1117.0,556.0,592.0,267.0,59.0,1132.0,3723.0,498.0,1250.0,1118.0,842.0,2673.0,1375.0,1560.0,9303.0,8285.0,623.0,567.0,544.0,365.0,492.0,40.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2107,2191.0,1801.0,2114.0,2473.0,3045.0,2100.0,1700.0,1923.0,2300.0,2798.0,778.0,778.0,650.0,850.0,900.0,74.0,84.0,86.0,52.0,73.0,51.0,57.0,86.0,96.0,48.0,735.0,754.0,780.0,774.0,765.0,4132,3346,2545,1034,1741.0,775.0,1061.0,416.0,103.0,1451.0,5541.0,793.0,2133.0,1624.0,939.0,4077.0,2293.0,2825.0,14670.0,12989.0,975.0,998.0,906.0,694.0,734.0,85.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2108,705.0,3259.0,5325.0,4259.0,2629.0,705.0,3338.0,4305.0,3715.0,2825.0,1100.0,920.0,450.0,450.0,450.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,127.0,135.0,133.0,121.0,122.0,430,358,409,125,279.0,72.0,62.0,26.0,12.0,279.0,725.0,53.0,139.0,143.0,100.0,341.0,310.0,585.0,1672.0,1409.0,110.0,129.0,87.0,41.0,69.0,7.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2110,2721.0,2577.0,3436.0,3030.0,2971.0,2900.0,2288.0,2570.0,2710.0,2400.0,700.0,668.0,800.0,680.0,650.0,56.0,50.0,50.0,47.0,52.0,20.0,20.0,49.0,45.0,37.0,547.0,539.0,545.0,539.0,536.0,2242,1733,2330,1126,970.0,495.0,599.0,318.0,79.0,1138.0,3593.0,510.0,1508.0,1485.0,787.0,2650.0,1175.0,2249.0,10348.0,9155.0,599.0,756.0,744.0,411.0,457.0,68.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2111,1235.0,1296.0,1352.0,1484.0,1386.0,805.0,880.0,988.0,1430.0,935.0,480.0,480.0,480.0,480.0,500.0,188.0,179.0,264.0,214.0,235.0,68.0,57.0,64.0,91.0,77.0,1922.0,1885.0,1976.0,1997.0,2036.0,3852,3383,2713,1055,1696.0,806.0,900.0,342.0,72.0,2274.0,6087.0,883.0,1691.0,1496.0,1891.0,4373.0,1625.0,2458.0,14415.0,12351.0,1255.0,1144.0,1219.0,755.0,1047.0,75.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2112,1035.0,1093.0,1168.0,1220.0,1257.0,810.0,810.0,1035.0,903.0,865.0,510.0,480.0,460.0,450.0,450.0,598.0,454.0,672.0,646.0,647.0,150.0,102.0,142.0,180.0,151.0,4894.0,4823.0,4954.0,5151.0,5245.0,9637,7861,4351,3370,3731.0,2115.0,2109.0,732.0,168.0,4514.0,13365.0,2079.0,3658.0,4133.0,5625.0,9149.0,3416.0,4794.0,32852.0,25127.0,5995.0,2150.0,3599.0,2530.0,5517.0,119.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2113,990.0,1113.0,1038.0,1048.0,1084.0,865.0,863.0,900.0,885.0,977.0,530.0,490.0,470.0,450.0,470.0,791.0,499.0,725.0,632.0,650.0,121.0,68.0,114.0,149.0,188.0,3832.0,3857.0,4199.0,4494.0,4530.0,5443,4283,2817,1843,2098.0,1168.0,1217.0,352.0,87.0,2552.0,7478.0,1174.0,1982.0,2233.0,3085.0,5225.0,2046.0,2617.0,18365.0,14225.0,3331.0,987.0,2173.0,1498.0,3097.0,58.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2114,946.0,984.0,970.0,1059.0,1021.0,695.0,830.0,798.0,831.0,796.0,475.0,450.0,430.0,420.0,420.0,437.0,367.0,529.0,459.0,582.0,70.0,55.0,146.0,133.0,110.0,3936.0,3890.0,4002.0,4046.0,4149.0,6960,6291,3193,2681,3067.0,1681.0,1375.0,430.0,104.0,3460.0,10117.0,1601.0,2375.0,2718.0,5198.0,6754.0,2552.0,2864.0,24059.0,17458.0,5578.0,1079.0,2774.0,2435.0,5442.0,87.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2115,1013.0,1060.0,1180.0,1177.0,1207.0,1035.0,1052.0,1245.0,1239.0,1275.0,520.0,490.0,500.0,495.0,495.0,105.0,97.0,103.0,87.0,125.0,35.0,20.0,35.0,46.0,53.0,969.0,982.0,1005.0,1002.0,1006.0,3482,2407,985,1021,1054.0,703.0,731.0,277.0,103.0,1138.0,4012.0,871.0,1319.0,1250.0,1579.0,3030.0,1225.0,1488.0,10738.0,8923.0,1279.0,554.0,1235.0,1012.0,1088.0,129.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2116,1046.0,725.0,1070.0,989.0,958.0,1140.0,725.0,1150.0,1050.0,660.0,480.0,480.0,495.0,470.0,430.0,56.0,45.0,61.0,51.0,67.0,20.0,5.0,20.0,33.0,31.0,581.0,573.0,577.0,563.0,573.0,2187,1538,595,719,677.0,428.0,455.0,163.0,49.0,802.0,2581.0,451.0,840.0,834.0,915.0,1997.0,753.0,848.0,6640.0,5366.0,941.0,277.0,790.0,788.0,832.0,58.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2117,1141.0,1092.0,1108.0,1222.0,1202.0,1173.0,1152.0,1133.0,1215.0,1225.0,490.0,500.0,500.0,480.0,460.0,151.0,137.0,188.0,169.0,181.0,54.0,47.0,81.0,89.0,86.0,1764.0,1755.0,1768.0,1779.0,1803.0,7101,4722,2015,2323,2100.0,1361.0,1362.0,557.0,167.0,2743.0,8286.0,1386.0,2625.0,2652.0,3150.0,6153.0,2516.0,2825.0,21288.0,16634.0,3530.0,1032.0,2548.0,2433.0,3039.0,158.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2118,1066.0,1124.0,1095.0,1773.0,1093.0,1005.0,1243.0,1105.0,1205.0,800.0,510.0,500.0,475.0,470.0,465.0,319.0,214.0,335.0,274.0,318.0,63.0,44.0,81.0,98.0,105.0,2558.0,2530.0,2642.0,2744.0,2782.0,7483,5328,2761,3215,2438.0,1762.0,1872.0,615.0,165.0,2192.0,9044.0,1501.0,3073.0,3176.0,3017.0,6753.0,2929.0,3905.0,24340.0,18753.0,4649.0,1056.0,3733.0,3053.0,4289.0,64.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2119,1817.0,1505.0,1787.0,1793.0,1947.0,1755.0,1520.0,1638.0,1735.0,1910.0,640.0,563.0,620.0,610.0,590.0,57.0,56.0,53.0,54.0,66.0,20.0,20.0,20.0,55.0,46.0,588.0,587.0,599.0,590.0,598.0,2987,2344,2419,1113,1171.0,667.0,982.0,350.0,95.0,826.0,4091.0,536.0,1687.0,1624.0,828.0,3161.0,1556.0,2262.0,11646.0,10185.0,1065.0,531.0,1272.0,889.0,956.0,25.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2120,1232.0,1255.0,1188.0,1281.0,1337.0,1383.0,1308.0,1258.0,1308.0,1413.0,600.0,600.0,513.0,550.0,500.0,111.0,87.0,130.0,120.0,133.0,50.0,46.0,82.0,76.0,87.0,1144.0,1120.0,1157.0,1191.0,1205.0,5653,4472,3438,1834,2022.0,1219.0,1615.0,562.0,162.0,1763.0,7342.0,1223.0,2775.0,2696.0,1822.0,6008.0,2461.0,3229.0,20207.0,17460.0,1967.0,1092.0,2008.0,1717.0,1905.0,87.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2121,1138.0,1394.0,1230.0,1264.0,1225.0,870.0,1485.0,1107.0,975.0,844.0,550.0,510.0,500.0,490.0,500.0,517.0,317.0,563.0,516.0,536.0,119.0,66.0,111.0,143.0,121.0,3824.0,3732.0,3912.0,4045.0,4090.0,7833,6270,4283,3850,2874.0,1924.0,2086.0,666.0,141.0,3063.0,10755.0,1527.0,3403.0,4195.0,4055.0,7690.0,3432.0,3908.0,28215.0,20827.0,6417.0,951.0,4023.0,3192.0,6052.0,51.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2122,1347.0,1070.0,1161.0,1299.0,1236.0,1076.0,880.0,900.0,1072.0,905.0,500.0,480.0,450.0,480.0,458.0,345.0,272.0,427.0,394.0,374.0,47.0,51.0,95.0,123.0,109.0,3171.0,3164.0,3244.0,3333.0,3379.0,9753,6902,3469,4889,3387.0,2018.0,1818.0,531.0,110.0,4791.0,12659.0,1720.0,2839.0,4838.0,5668.0,7799.0,3471.0,4839.0,31161.0,21256.0,8589.0,1387.0,4388.0,3626.0,7721.0,80.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2125,1718.0,1639.0,1578.0,1813.0,2052.0,1802.0,1623.0,1505.0,1806.0,2015.0,670.0,730.0,555.0,605.0,650.0,51.0,43.0,62.0,54.0,55.0,20.0,32.0,47.0,50.0,69.0,577.0,580.0,610.0,608.0,623.0,4426,3706,3040,1689,1590.0,1045.0,1370.0,553.0,135.0,1029.0,5713.0,884.0,2145.0,2307.0,1602.0,4390.0,2526.0,2519.0,16377.0,14515.0,1386.0,900.0,2527.0,1502.0,1197.0,44.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2126,1472.0,1418.0,1370.0,1500.0,1774.0,1500.0,1450.0,1373.0,1545.0,1860.0,700.0,700.0,710.0,750.0,750.0,82.0,59.0,64.0,70.0,59.0,20.0,36.0,46.0,56.0,49.0,849.0,847.0,839.0,843.0,840.0,5311,3980,3214,2255,1675.0,1288.0,1661.0,558.0,138.0,1176.0,6497.0,766.0,2664.0,2872.0,1563.0,5360.0,2637.0,2908.0,18768.0,15971.0,2260.0,923.0,2855.0,2492.0,2498.0,53.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2127,731.0,1839.0,699.0,735.0,783.0,700.0,694.0,675.0,705.0,721.0,540.0,500.0,500.0,500.0,500.0,671.0,608.0,846.0,682.0,796.0,125.0,98.0,134.0,160.0,146.0,4753.0,4739.0,5032.0,5443.0,5487.0,2794,4012,2429,1537,2088.0,1010.0,723.0,163.0,34.0,2606.0,6624.0,1173.0,1291.0,1384.0,4408.0,4380.0,1144.0,760.0,14535.0,9393.0,3651.0,294.0,1722.0,1897.0,3403.0,61.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2128,705.0,725.0,724.0,733.0,882.0,705.0,725.0,724.0,733.0,761.0,440.0,405.0,410.0,385.0,450.0,33.0,20.0,33.0,39.0,43.0,5.0,5.0,5.0,5.0,20.0,360.0,343.0,355.0,385.0,378.0,686,617,149,243,235.0,150.0,107.0,51.0,29.0,349.0,918.0,216.0,271.0,552.0,1219.0,1474.0,271.0,158.0,4166.0,1579.0,571.0,81.0,267.0,292.0,528.0,366.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2130,1044.0,985.0,1106.0,1506.0,1206.0,770.0,905.0,962.0,1535.0,870.0,480.0,460.0,450.0,450.0,423.0,164.0,144.0,201.0,158.0,214.0,20.0,20.0,35.0,37.0,31.0,1724.0,1692.0,1711.0,1692.0,1693.0,1912,2018,1272,427,927.0,417.0,334.0,95.0,13.0,1498.0,3279.0,416.0,712.0,738.0,1587.0,2346.0,712.0,785.0,7306.0,5778.0,1014.0,428.0,600.0,441.0,939.0,66.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2131,940.0,890.0,921.0,906.0,921.0,755.0,680.0,726.0,768.0,745.0,480.0,450.0,420.0,410.0,430.0,442.0,356.0,469.0,469.0,511.0,62.0,41.0,90.0,100.0,103.0,4380.0,4308.0,4286.0,4310.0,4338.0,8283,5945,2415,2521,2892.0,1484.0,1000.0,261.0,73.0,4560.0,10274.0,1247.0,1699.0,3208.0,5994.0,6094.0,2273.0,3332.0,23839.0,15312.0,6857.0,1483.0,2593.0,1992.0,6527.0,154.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2132,1262.0,1624.0,1217.0,1397.0,1348.0,1290.0,1777.0,878.0,1451.0,1400.0,550.0,525.0,515.0,500.0,450.0,69.0,60.0,76.0,94.0,109.0,20.0,20.0,20.0,35.0,20.0,855.0,848.0,848.0,859.0,894.0,3533,2319,1394,1108,1122.0,637.0,671.0,228.0,73.0,1360.0,4091.0,516.0,1241.0,1333.0,1467.0,2936.0,1259.0,1849.0,10613.0,8658.0,1420.0,1087.0,1199.0,770.0,1169.0,63.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2133,1151.0,899.0,954.0,1116.0,1117.0,1165.0,950.0,965.0,1100.0,873.0,425.0,430.0,405.0,420.0,465.0,88.0,82.0,108.0,98.0,96.0,20.0,20.0,20.0,33.0,38.0,1045.0,1030.0,1041.0,1066.0,1065.0,3683,2602,1126,1039,1160.0,716.0,743.0,285.0,83.0,1355.0,4336.0,647.0,1368.0,1359.0,1495.0,3312.0,1193.0,1652.0,11014.0,9192.0,1284.0,1172.0,1405.0,686.0,952.0,82.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2134,933.0,1040.0,981.0,1119.0,1156.0,870.0,745.0,863.0,830.0,875.0,630.0,510.0,510.0,500.0,500.0,384.0,314.0,593.0,415.0,494.0,55.0,20.0,52.0,63.0,60.0,2562.0,2523.0,2736.0,2876.0,2927.0,5665,3383,1181,3202,1799.0,862.0,591.0,204.0,61.0,3131.0,6647.0,650.0,918.0,3506.0,4257.0,3327.0,1448.0,1921.0,16033.0,8213.0,6831.0,880.0,1896.0,1561.0,6283.0,36.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2135,1621.0,1640.0,1487.0,1672.0,1520.0,1105.0,1139.0,796.0,955.0,779.0,540.0,510.0,500.0,480.0,450.0,385.0,340.0,631.0,500.0,554.0,57.0,46.0,76.0,112.0,100.0,3454.0,3311.0,3474.0,3512.0,3593.0,7962,5815,2992,3576,2490.0,1412.0,1300.0,516.0,221.0,3653.0,9600.0,1071.0,2124.0,4535.0,5869.0,5767.0,2460.0,3414.0,25252.0,16013.0,7686.0,1597.0,3609.0,2023.0,7085.0,60.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2136,977.0,856.0,1014.0,1029.0,983.0,764.0,704.0,793.0,815.0,685.0,500.0,480.0,480.0,450.0,420.0,74.0,61.0,78.0,69.0,104.0,20.0,20.0,20.0,41.0,32.0,840.0,823.0,826.0,820.0,839.0,2417,1705,771,806,741.0,511.0,479.0,180.0,55.0,870.0,2827.0,422.0,832.0,1059.0,1115.0,1996.0,847.0,1111.0,7367.0,6003.0,965.0,704.0,1036.0,630.0,836.0,32.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
