postcode,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_HHOLD_NO,0-4yo,5-14yo,15-24yo,25-34yo,35-54yo,55-64yo,65+yo,population_2016,citizen_AU,citizen_non_AU,YARRP <1975,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,ATSI,10yBonds% 2020 Q1,10yBonds% 2020 Q2,10yBonds% 2020 Q3,10yBonds% 2020 Q4,10yBonds% 2021 Q1,2yBonds% 2020 Q1,2yBonds% 2020 Q2,2yBonds% 2020 Q3,2yBonds% 2020 Q4,2yBonds% 2021 Q1,Rate 2020 Q1,Rate 2020 Q2,Rate 2020 Q3,Rate 2020 Q4,Rate 2021 Q1,constr_index 2020 Q1,constr_index 2020 Q2,constr_index 2020 Q3,constr_index 2020 Q4,constr_index 2021 Q1
2303,1016.0,1011.0,973.0,928.0,1053.0,900.0,920.0,886.0,835.0,968.0,460.0,470.0,460.0,490.0,510.0,117.0,91.0,93.0,110.0,109.0,20.0,20.0,36.0,49.0,34.0,1058.0,1063.0,1089.0,1086.0,1104.0,3554,1959,1135,456,1127.0,477.0,425.0,160.0,28.0,1949.0,4162.0,441.0,930.0,1287.0,1188.0,2458.0,1184.0,1654.0,9145.0,8190.0,366.0,552.0,243.0,126.0,307.0,279.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2304,560.0,570.0,581.0,723.0,718.0,544.0,550.0,580.0,641.0,683.0,400.0,400.0,375.0,390.0,370.0,215.0,182.0,214.0,204.0,249.0,50.0,62.0,79.0,105.0,94.0,2302.0,2289.0,2362.0,2365.0,2410.0,6191,3625,982,866,1976.0,851.0,628.0,191.0,74.0,3052.0,6764.0,928.0,1359.0,1992.0,2787.0,3810.0,1855.0,2429.0,15177.0,13452.0,965.0,646.0,453.0,272.0,721.0,592.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2305,763.0,787.0,784.0,791.0,814.0,705.0,680.0,772.0,775.0,785.0,460.0,433.0,445.0,460.0,495.0,126.0,96.0,98.0,99.0,113.0,56.0,39.0,52.0,75.0,59.0,1192.0,1207.0,1216.0,1192.0,1188.0,4252,2875,1560,704,1495.0,727.0,819.0,251.0,65.0,1895.0,5261.0,798.0,1707.0,1527.0,1389.0,3494.0,1572.0,2007.0,12506.0,11487.0,552.0,420.0,312.0,185.0,460.0,303.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2307,473.0,725.0,488.0,512.0,527.0,473.0,725.0,483.0,495.0,505.0,250.0,373.0,398.0,390.0,295.0,81.0,72.0,62.0,65.0,84.0,20.0,5.0,20.0,20.0,20.0,530.0,557.0,577.0,574.0,585.0,1824,836,129,290,499.0,231.0,160.0,53.0,29.0,767.0,1737.0,247.0,390.0,702.0,684.0,827.0,371.0,680.0,3905.0,3323.0,444.0,93.0,70.0,60.0,394.0,187.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2315,613.0,666.0,654.0,661.0,701.0,603.0,620.0,623.0,648.0,690.0,420.0,420.0,410.0,445.0,450.0,153.0,136.0,182.0,100.0,109.0,104.0,75.0,144.0,192.0,143.0,1560.0,1552.0,1611.0,1595.0,1558.0,6330,2905,1022,811,2377.0,706.0,595.0,231.0,72.0,2575.0,6561.0,617.0,1543.0,1319.0,1148.0,3304.0,2147.0,4577.0,14655.0,12816.0,644.0,1001.0,460.0,261.0,495.0,421.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2316,703.0,636.0,612.0,751.0,597.0,700.0,680.0,625.0,671.0,575.0,450.0,410.0,435.0,435.0,550.0,32.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,34.0,20.0,352.0,358.0,351.0,346.0,344.0,2543,1073,377,346,771.0,315.0,293.0,125.0,46.0,909.0,2466.0,269.0,694.0,742.0,431.0,1500.0,859.0,1352.0,5846.0,5145.0,209.0,340.0,144.0,81.0,111.0,158.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2317,667.0,654.0,642.0,679.0,756.0,642.0,625.0,600.0,650.0,705.0,410.0,420.0,450.0,380.0,480.0,41.0,33.0,44.0,31.0,43.0,50.0,35.0,42.0,57.0,51.0,537.0,530.0,546.0,545.0,545.0,2952,1162,355,300,1048.0,274.0,254.0,113.0,43.0,1144.0,2874.0,251.0,717.0,555.0,440.0,1340.0,862.0,2074.0,6241.0,5576.0,281.0,449.0,194.0,89.0,173.0,171.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2318,560.0,618.0,644.0,640.0,632.0,525.0,620.0,680.0,638.0,635.0,475.0,460.0,435.0,505.0,520.0,76.0,59.0,47.0,64.0,75.0,39.0,20.0,54.0,56.0,53.0,642.0,648.0,649.0,649.0,650.0,4210,2746,932,801,1506.0,703.0,734.0,314.0,109.0,1218.0,4588.0,856.0,1752.0,1422.0,1355.0,3440.0,1460.0,1870.0,12149.0,10957.0,339.0,462.0,221.0,144.0,269.0,579.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2319,480.0,461.0,459.0,547.0,501.0,498.0,460.0,448.0,535.0,500.0,390.0,380.0,380.0,415.0,420.0,52.0,50.0,43.0,42.0,45.0,20.0,20.0,40.0,59.0,53.0,624.0,639.0,644.0,644.0,622.0,3081,1203,284,441,1083.0,349.0,271.0,109.0,59.0,1079.0,2947.0,367.0,821.0,565.0,638.0,1467.0,1104.0,1706.0,6685.0,6030.0,219.0,370.0,183.0,72.0,68.0,343.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2320,510.0,535.0,521.0,575.0,576.0,460.0,475.0,465.0,498.0,515.0,385.0,390.0,390.0,420.0,440.0,250.0,228.0,270.0,246.0,211.0,144.0,137.0,206.0,240.0,235.0,2844.0,2829.0,2925.0,2934.0,2944.0,12421,7040,3182,2125,4136.0,1951.0,2082.0,845.0,309.0,4304.0,13630.0,2625.0,5055.0,4400.0,4614.0,9076.0,3904.0,4883.0,34559.0,31421.0,1008.0,777.0,587.0,398.0,833.0,1909.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2321,515.0,544.0,609.0,569.0,641.0,513.0,520.0,580.0,510.0,597.0,440.0,430.0,430.0,440.0,450.0,127.0,136.0,135.0,135.0,105.0,56.0,58.0,72.0,77.0,73.0,1305.0,1340.0,1401.0,1462.0,1464.0,5010,3219,1383,996,1814.0,923.0,887.0,366.0,148.0,1438.0,5575.0,1141.0,2133.0,1765.0,2054.0,3767.0,1746.0,2018.0,14624.0,13522.0,356.0,314.0,235.0,124.0,236.0,751.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2322,499.0,513.0,529.0,559.0,567.0,490.0,465.0,517.0,560.0,570.0,420.0,415.0,425.0,428.0,460.0,129.0,117.0,127.0,158.0,129.0,91.0,71.0,110.0,112.0,95.0,1330.0,1346.0,1388.0,1461.0,1479.0,7197,4132,1176,1168,2340.0,1173.0,1088.0,426.0,166.0,2111.0,7313.0,1314.0,2550.0,2318.0,2486.0,4857.0,2301.0,2640.0,18453.0,16964.0,587.0,555.0,312.0,199.0,366.0,956.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2323,507.0,473.0,511.0,544.0,593.0,490.0,445.0,490.0,540.0,580.0,375.0,390.0,400.0,410.0,410.0,203.0,185.0,195.0,166.0,143.0,95.0,76.0,143.0,113.0,110.0,2350.0,2381.0,2428.0,2413.0,2400.0,9764,5504,2048,1641,3279.0,1552.0,1372.0,577.0,226.0,3571.0,10577.0,1657.0,3558.0,3227.0,3267.0,6670.0,3131.0,4208.0,25736.0,23409.0,820.0,683.0,502.0,298.0,697.0,1290.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2324,490.0,469.0,481.0,549.0,536.0,450.0,430.0,435.0,500.0,495.0,350.0,360.0,363.0,378.0,390.0,153.0,147.0,144.0,130.0,111.0,106.0,70.0,127.0,157.0,142.0,1903.0,1903.0,1932.0,1928.0,1908.0,10429,4603,1172,1434,3534.0,1248.0,1048.0,451.0,191.0,3817.0,10288.0,1329.0,2886.0,2750.0,2360.0,5558.0,3394.0,5364.0,23651.0,21357.0,657.0,1005.0,523.0,192.0,325.0,1716.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2325,425.0,406.0,454.0,436.0,456.0,380.0,360.0,390.0,395.0,420.0,340.0,325.0,350.0,350.0,350.0,230.0,201.0,201.0,189.0,183.0,116.0,137.0,173.0,201.0,157.0,2596.0,2619.0,2656.0,2634.0,2632.0,11691,4655,1654,1661,3480.0,1577.0,1345.0,550.0,221.0,4264.0,11437.0,1882.0,3729.0,3564.0,3598.0,7015.0,3670.0,5001.0,28459.0,24872.0,667.0,771.0,426.0,201.0,305.0,2124.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2326,335.0,337.0,520.0,362.0,447.0,325.0,360.0,405.0,360.0,430.0,350.0,330.0,355.0,350.0,350.0,20.0,40.0,36.0,31.0,20.0,20.0,20.0,20.0,20.0,37.0,434.0,438.0,446.0,444.0,434.0,3150,1320,335,472,878.0,439.0,373.0,178.0,66.0,1035.0,2962.0,469.0,1032.0,896.0,891.0,1870.0,1001.0,1169.0,7333.0,6728.0,131.0,170.0,79.0,24.0,47.0,592.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2327,345.0,382.0,415.0,403.0,450.0,340.0,355.0,410.0,388.0,428.0,330.0,340.0,340.0,350.0,368.0,62.0,51.0,61.0,46.0,52.0,31.0,20.0,48.0,38.0,40.0,841.0,850.0,873.0,870.0,871.0,3509,1360,305,438,996.0,453.0,338.0,151.0,64.0,1285.0,3292.0,493.0,884.0,981.0,963.0,1808.0,1009.0,1479.0,7610.0,6946.0,149.0,173.0,91.0,38.0,65.0,566.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2328,705.0,725.0,724.0,733.0,458.0,705.0,725.0,724.0,733.0,458.0,355.0,450.0,320.0,350.0,280.0,20.0,5.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,166.0,161.0,157.0,155.0,156.0,855,476,228,176,319.0,129.0,120.0,59.0,21.0,402.0,1055.0,143.0,348.0,282.0,228.0,679.0,299.0,459.0,2438.0,2191.0,74.0,52.0,33.0,27.0,40.0,135.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2329,705.0,248.0,724.0,284.0,760.5,705.0,260.0,724.0,250.0,760.5,255.0,450.0,285.0,228.0,270.0,20.0,5.0,20.0,20.0,20.0,5.0,20.0,5.0,20.0,5.0,137.0,134.0,137.0,134.0,133.0,837,353,122,127,282.0,99.0,92.0,52.0,18.0,395.0,937.0,140.0,287.0,203.0,212.0,513.0,306.0,454.0,2111.0,1822.0,60.0,52.0,30.0,7.0,20.0,139.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2330,428.0,486.0,468.0,472.0,475.0,415.0,418.0,423.0,420.0,440.0,380.0,390.0,380.0,400.0,400.0,163.0,153.0,157.0,125.0,139.0,91.0,80.0,134.0,123.0,144.0,1531.0,1539.0,1566.0,1553.0,1557.0,6594,3605,2584,1567,2315.0,1147.0,1158.0,481.0,184.0,2765.0,8050.0,1423.0,2979.0,2581.0,2678.0,5648.0,2424.0,2619.0,20349.0,17974.0,801.0,393.0,376.0,247.0,563.0,1199.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2333,309.0,294.0,306.0,329.0,345.0,300.0,285.0,310.0,318.0,335.0,380.0,360.0,340.0,380.0,360.0,148.0,199.0,163.0,154.0,166.0,63.0,58.0,88.0,103.0,108.0,1394.0,1421.0,1479.0,1486.0,1490.0,4532,2295,1475,929,1589.0,758.0,678.0,311.0,119.0,2148.0,5616.0,1106.0,2048.0,1660.0,2017.0,3655.0,1503.0,1647.0,13645.0,11908.0,545.0,255.0,170.0,124.0,421.0,1226.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2334,705.0,430.0,367.0,403.0,431.0,705.0,418.0,385.0,378.0,410.0,370.0,360.0,380.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,199.0,196.0,207.0,200.0,197.0,999,533,231,208,305.0,166.0,175.0,79.0,35.0,352.0,1105.0,237.0,485.0,342.0,430.0,724.0,275.0,347.0,2829.0,2617.0,92.0,82.0,46.0,16.0,44.0,210.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2335,510.0,646.0,502.0,633.0,583.0,468.0,571.0,454.0,548.0,500.0,415.0,420.0,430.0,430.0,440.0,52.0,51.0,49.0,45.0,60.0,20.0,20.0,46.0,49.0,34.0,540.0,543.0,553.0,537.0,555.0,1936,1219,735,410,703.0,377.0,361.0,187.0,53.0,660.0,2341.0,471.0,980.0,724.0,804.0,1733.0,757.0,708.0,6156.0,5607.0,156.0,144.0,94.0,60.0,91.0,294.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2336,705.0,725.0,350.0,341.0,354.0,705.0,725.0,310.0,318.0,353.0,450.0,300.0,300.0,450.0,450.0,5.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,127.0,138.0,143.0,141.0,138.0,890,507,263,164,356.0,127.0,135.0,54.0,21.0,389.0,1091.0,167.0,385.0,279.0,322.0,688.0,354.0,426.0,2614.0,2334.0,63.0,40.0,31.0,21.0,40.0,155.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2337,427.0,406.0,363.0,413.0,386.0,448.0,400.0,344.0,395.0,378.0,320.0,340.0,320.0,340.0,320.0,63.0,57.0,43.0,31.0,61.0,20.0,39.0,47.0,58.0,47.0,555.0,552.0,556.0,542.0,544.0,2759,1549,766,433,983.0,354.0,381.0,200.0,48.0,1295.0,3268.0,477.0,1176.0,839.0,1026.0,2014.0,996.0,1364.0,7889.0,6785.0,402.0,140.0,77.0,64.0,352.0,322.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2340,395.0,359.0,387.0,395.0,423.0,370.0,340.0,355.0,380.0,385.0,320.0,320.0,325.0,325.0,340.0,556.0,420.0,640.0,498.0,508.0,170.0,160.0,270.0,312.0,294.0,5231.0,5164.0,5477.0,5517.0,5544.0,18355,10959,3076,2480,6210.0,2603.0,2303.0,1042.0,408.0,7917.0,20485.0,3343.0,6871.0,6000.0,6219.0,12052.0,6052.0,8526.0,49070.0,43487.0,1885.0,828.0,498.0,348.0,1600.0,5115.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2341,705.0,725.0,168.0,733.0,199.0,705.0,725.0,187.0,733.0,186.0,240.0,250.0,240.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,5.0,20.0,143.0,147.0,150.0,154.0,151.0,765,201,70,87,221.0,76.0,56.0,30.0,4.0,348.0,732.0,83.0,186.0,139.0,163.0,336.0,253.0,419.0,1572.0,1388.0,27.0,31.0,17.0,3.0,9.0,296.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2343,325.0,282.0,242.0,298.0,271.0,220.0,260.0,235.0,258.0,270.0,265.0,260.0,260.0,268.0,305.0,33.0,34.0,36.0,34.0,20.0,20.0,20.0,20.0,42.0,31.0,355.0,365.0,371.0,364.0,359.0,2031,969,266,289,703.0,242.0,234.0,105.0,36.0,847.0,2153.0,306.0,630.0,514.0,495.0,1200.0,732.0,1082.0,4968.0,4499.0,108.0,92.0,57.0,19.0,47.0,613.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2346,705.0,725.0,263.0,312.0,277.0,705.0,725.0,250.0,315.0,290.0,285.0,250.0,270.0,250.0,300.0,20.0,39.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,261.0,282.0,288.0,291.0,289.0,1514,481,103,167,431.0,155.0,121.0,64.0,33.0,613.0,1410.0,160.0,396.0,312.0,262.0,726.0,466.0,829.0,3147.0,2810.0,42.0,70.0,29.0,18.0,16.0,400.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2347,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,210.0,450.0,450.0,210.0,5.0,20.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,99.0,112.0,114.0,109.0,112.0,951,258,56,110,285.0,84.0,64.0,40.0,10.0,433.0,907.0,108.0,198.0,133.0,166.0,395.0,313.0,608.0,1933.0,1695.0,45.0,66.0,28.0,12.0,24.0,131.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2350,379.0,351.0,412.0,423.0,419.0,365.0,345.0,382.0,390.0,373.0,330.0,320.0,340.0,320.0,320.0,367.0,260.0,339.0,321.0,390.0,77.0,86.0,138.0,154.0,163.0,3185.0,3177.0,3184.0,3162.0,3166.0,9934,5121,1860,1757,3160.0,1204.0,1079.0,481.0,197.0,4381.0,10498.0,1477.0,3275.0,4084.0,3094.0,6088.0,3091.0,4215.0,25336.0,21698.0,1843.0,672.0,531.0,449.0,1648.0,1744.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2352,705.0,449.0,318.0,311.0,346.0,705.0,470.0,322.0,300.0,320.0,325.0,350.0,330.0,310.0,325.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,185.0,185.0,190.0,190.0,189.0,1077,633,120,148,391.0,158.0,127.0,65.0,29.0,358.0,1128.0,201.0,388.0,280.0,290.0,683.0,376.0,490.0,2715.0,2530.0,65.0,39.0,55.0,18.0,18.0,254.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2353,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32.0,32.0,20.0,33.0,35.0,472,222,51,59,146.0,68.0,54.0,10.0,9.0,164.0,457.0,59.0,131.0,80.0,87.0,250.0,163.0,346.0,1124.0,997.0,15.0,37.0,10.0,8.0,7.0,76.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2354,705.0,725.0,272.0,562.0,275.0,705.0,725.0,285.0,391.0,230.0,240.0,240.0,220.0,244.0,268.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,137.0,142.0,140.0,142.0,137.0,1443,681,200,176,527.0,161.0,153.0,88.0,15.0,673.0,1617.0,200.0,431.0,326.0,316.0,856.0,541.0,898.0,3574.0,3119.0,80.0,83.0,41.0,21.0,24.0,210.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2357,705.0,219.0,724.0,188.0,243.0,705.0,195.0,724.0,173.0,205.0,240.0,250.0,220.0,240.0,225.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,5.0,20.0,20.0,224.0,236.0,236.0,247.0,239.0,1831,648,167,231,624.0,169.0,140.0,76.0,39.0,831.0,1882.0,207.0,537.0,377.0,345.0,948.0,676.0,1085.0,4159.0,3667.0,86.0,122.0,65.0,34.0,47.0,494.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2358,705.0,326.0,268.0,368.0,370.0,705.0,305.0,295.0,388.0,380.0,288.0,300.0,300.0,300.0,273.0,32.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,289.0,292.0,290.0,281.0,276.0,1708,737,153,192,574.0,165.0,166.0,82.0,30.0,641.0,1653.0,188.0,490.0,381.0,319.0,920.0,640.0,830.0,3772.0,3483.0,65.0,108.0,52.0,22.0,33.0,345.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2360,343.0,280.0,311.0,323.0,354.0,300.0,245.0,269.0,301.0,305.0,310.0,290.0,310.0,315.0,310.0,152.0,150.0,155.0,120.0,134.0,41.0,54.0,71.0,88.0,77.0,1263.0,1287.0,1321.0,1300.0,1311.0,6348,2601,567,776,2010.0,745.0,609.0,306.0,140.0,2428.0,6230.0,967.0,1970.0,1752.0,1549.0,3364.0,1850.0,3071.0,14524.0,12971.0,407.0,263.0,130.0,136.0,352.0,1240.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
