postcode,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_HHOLD_NO,0-4yo,5-14yo,15-24yo,25-34yo,35-54yo,55-64yo,65+yo,population_2016,citizen_AU,citizen_non_AU,YARRP <1975,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,ATSI,10yBonds% 2020 Q1,10yBonds% 2020 Q2,10yBonds% 2020 Q3,10yBonds% 2020 Q4,10yBonds% 2021 Q1,2yBonds% 2020 Q1,2yBonds% 2020 Q2,2yBonds% 2020 Q3,2yBonds% 2020 Q4,2yBonds% 2021 Q1,Rate 2020 Q1,Rate 2020 Q2,Rate 2020 Q3,Rate 2020 Q4,Rate 2021 Q1,constr_index 2020 Q1,constr_index 2020 Q2,constr_index 2020 Q3,constr_index 2020 Q4,constr_index 2021 Q1,median_rent_newb 2020 Q1_Prop,median_rent_newb 2020 Q2_Prop,median_rent_newb 2020 Q3_Prop,median_rent_newb 2020 Q4_Prop,median_rent_newb 2021 Q1_Prop,new_bonds_no 2020 Q1_Prop,new_bonds_no 2020 Q2_Prop,new_bonds_no 2020 Q3_Prop,new_bonds_no 2020 Q4_Prop,new_bonds_no 2021 Q1_Prop,sales_no 2020 Q1_Prop,sales_no 2020 Q2_Prop,sales_no 2020 Q3_Prop,sales_no 2020 Q4_Prop,sales_no 2021 Q1_Prop,total_bonds_no 2020 Q1_Prop,total_bonds_no 2020 Q2_Prop,total_bonds_no 2020 Q3_Prop,total_bonds_no 2020 Q4_Prop,total_bonds_no 2021 Q1_Prop,INCP_LOW_Prop,INCP_MID_Prop,INCP_HIGH_Prop,INCP_NEG_NIL_Prop,CPRF_2_Prop,CPRF_3_Prop,CPRF_4_Prop,CPRF_5_Prop,CPRF_6+_Prop,CPRF_na_Prop,CPRF_HHOLD_NO_Prop,0-4yo_Prop,5-14yo_Prop,15-24yo_Prop,25-34yo_Prop,35-54yo_Prop,55-64yo_Prop,65+yo_Prop,citizen_AU_Prop,citizen_non_AU_Prop,YARRP <1975_Prop,YARRP 1976-1995_Prop,YARRP 1996-2005_Prop,YARRP 2006-2016_Prop,ATSI_Prop
2049,1770.0,1178.0,1133.0,1349.0,1226.0,1354.0,1115.0,880.0,1315.0,1205.0,515.0,480.0,450.0,470.0,460.0,285.0,218.0,300.0,286.0,331.0,33.0,38.0,46.0,51.0,45.0,2392.0,2345.0,2414.0,2480.0,2522.0,3026,2961,2061,651,1396.0,586.0,493.0,120.0,34.0,2418.0,5044.0,567.0,974.0,1282.0,2545.0,3552.0,1138.0,1230.0,11278.0,9035.0,1193.0,714.0,928.0,509.0,956.0,193.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.04566412484483064,0.0425607377194538,0.03990069161198794,0.04167405568363185,0.0407873736478099,0.025270438020925694,0.019329668380918603,0.02660046107465863,0.02535910622450789,0.029349175385706687,0.002926050718212449,0.0033693917361234263,0.00407873736478099,0.004522078382691966,0.0039900691611987945,0.21209434296861146,0.20792693740024826,0.21404504344741976,0.21989714488384465,0.22362120943429686,0.26830998403972334,0.26254655080688066,0.18274516758290477,0.057723000532009225,0.12378081220074481,0.051959567299166516,0.043713424366022345,0.01064018442986345,0.0030147189217946445,0.21439971626174853,0.4472424188685937,0.0502748714311048,0.08636283028905835,0.11367263699237454,0.22566057811668735,0.31494945912395816,0.10090441567653839,0.10906189040610037,0.8011172193651357,0.10578116687355914,0.06330909735768753,0.08228409292427735,0.04513211562333747,0.08476680262457882,0.017112963291363716
2050,1035.0,981.0,1073.0,1078.0,1020.0,865.0,800.0,820.0,960.0,865.0,660.0,600.0,560.0,550.0,570.0,289.0,235.0,367.0,355.0,438.0,20.0,34.0,45.0,64.0,31.0,2336.0,2244.0,2267.0,2383.0,2453.0,2007,2389,2053,1023,1365.0,284.0,175.0,38.0,0.0,3243.0,5116.0,344.0,338.0,1751.0,2840.0,2574.0,602.0,532.0,8967.0,5851.0,2254.0,249.0,607.0,587.0,2135.0,74.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.07360321177651388,0.06691201070592172,0.0624512099921936,0.06133600981376157,0.06356641017062563,0.032229285156685626,0.026207204193152672,0.040927846548455445,0.039589606334337016,0.04884576781532285,0.002230400356864057,0.003791680606668897,0.005018400802944129,0.007137281141964983,0.0034571205531392884,0.2605107616817219,0.2502509200401472,0.2528158804505409,0.2657522025203524,0.27355860376937663,0.22382067581130813,0.26642132262741164,0.22895059663209547,0.11408497825359652,0.1522248243559719,0.03167168506746961,0.0195160031225605,0.004237760678041709,0.0,0.36165941786550687,0.5705364112858258,0.03836288613806178,0.037693766031002565,0.1952715512434482,0.3167168506746961,0.28705252592840413,0.06713505074160812,0.05932864949258392,0.6525036244005799,0.25136612021857924,0.02776848444295751,0.06769265083082414,0.06546225047396008,0.23809523809523808,0.008252481320397012
2060,1206.0,1431.0,1636.0,1531.0,1633.0,1081.0,1250.0,1105.0,1289.0,1227.0,650.0,560.0,550.0,520.0,560.0,491.0,394.0,626.0,554.0,635.0,60.0,63.0,56.0,104.0,90.0,4050.0,3914.0,4060.0,4234.0,4330.0,2573,3686,4167,898,2332.0,691.0,369.0,110.0,19.0,3666.0,7188.0,587.0,834.0,1301.0,3642.0,3997.0,1488.0,2125.0,13987.0,9945.0,2693.0,684.0,1173.0,852.0,2675.0,50.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.046471723743476086,0.04003717737899478,0.0393222277829413,0.037177378994780866,0.04003717737899478,0.03510402516622578,0.028169014084507043,0.04475584471294774,0.0396082076213627,0.04539929934939587,0.00428969757632087,0.004504182455136913,0.004003717737899478,0.007435475798956173,0.006434546364481304,0.2895545864016587,0.27983127189533136,0.29026953599771216,0.30270965896904267,0.30957317509115606,0.18395653106455995,0.26353042110531205,0.2979194966754844,0.06420247372560234,0.16672624579967113,0.049403017087295345,0.026381640094373347,0.007864445556588261,0.0013584042325016086,0.2621005219132051,0.5139057696432402,0.04196754128833917,0.059626796310860083,0.09301494244655752,0.26038464288267676,0.28576535354257526,0.10638449989275756,0.15192678916136412,0.7110173732751841,0.1925359262172017,0.04890255237005791,0.083863587617073,0.06091370558375635,0.19124901694430543,0.003574747980267391
2061,1909.0,2212.0,2564.0,2983.0,2049.0,1888.0,2072.0,2350.0,2435.0,1520.0,730.0,600.0,600.0,588.0,563.0,175.0,209.0,233.0,224.0,216.0,34.0,20.0,20.0,20.0,37.0,1879.0,1850.0,1848.0,1898.0,1905.0,1056,1426,2072,325,1122.0,252.0,132.0,22.0,7.0,1851.0,3390.0,212.0,231.0,415.0,1424.0,1654.0,823.0,1195.0,5943.0,4098.0,1204.0,361.0,613.0,393.0,1098.0,23.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.12283358573111224,0.10095911155981828,0.10095911155981828,0.0989399293286219,0.09473329968029615,0.02944640753828033,0.03516742386000336,0.039205788322396094,0.03769140164899882,0.03634528016153458,0.005721016321723035,0.003365303718660609,0.003365303718660609,0.003365303718660609,0.0062258118795221265,0.31617028436816424,0.31129059397610637,0.31095406360424027,0.3193673229008918,0.32054517920242304,0.17768803634528016,0.23994615514050144,0.3486454652532391,0.0546861854282349,0.18879353861686018,0.04240282685512368,0.02221100454316002,0.00370183409052667,0.001177856301531213,0.31145885916203936,0.5704189803129732,0.03567221941780246,0.038869257950530034,0.06983005216220764,0.23960962476863537,0.2783106175332324,0.13848224802288406,0.2010768971899714,0.6895507319535588,0.20259128386336867,0.060743732121824,0.10314655897694767,0.06612821807168097,0.18475517415446743,0.0038700992764597003
2062,1637.0,1364.0,1540.0,1626.0,1854.0,1670.0,1125.0,1308.0,1275.0,1450.0,650.0,570.0,580.0,565.0,570.0,134.0,111.0,128.0,119.0,148.0,34.0,20.0,20.0,48.0,39.0,1269.0,1258.0,1262.0,1241.0,1262.0,1271,1659,2032,384,987.0,416.0,377.0,90.0,17.0,1400.0,3281.0,540.0,741.0,496.0,1264.0,2287.0,765.0,910.0,7004.0,5777.0,793.0,389.0,592.0,426.0,737.0,26.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.09280411193603655,0.08138206739006282,0.08280982295830953,0.08066818960593947,0.08138206739006282,0.019131924614505996,0.01584808680753855,0.018275271273557967,0.01699029126213592,0.0211307824100514,0.0048543689320388345,0.0028555111364934323,0.0028555111364934323,0.006853226727584237,0.005568246716162193,0.18118218161050828,0.1796116504854369,0.18018275271273557,0.17718446601941748,0.18018275271273557,0.18146773272415762,0.2368646487721302,0.29011993146773274,0.0548258138206739,0.1409194745859509,0.059394631639063396,0.0538263849229012,0.012849800114220445,0.0024271844660194173,0.19988577955454026,0.4684466019417476,0.07709880068532267,0.10579668760708166,0.07081667618503712,0.18046830382638493,0.326527698458024,0.10922330097087378,0.12992575671045117,0.8248143917761279,0.1132210165619646,0.055539691604797256,0.0845231296402056,0.060822387207310105,0.10522558537978298,0.0037121644774414622
2063,2641.0,725.0,4147.0,3157.0,2592.0,2820.0,725.0,3881.0,3080.0,2613.0,750.0,750.0,850.0,800.0,823.0,39.0,38.0,47.0,39.0,32.0,20.0,5.0,20.0,20.0,20.0,393.0,394.0,400.0,435.0,413.0,1323,1142,1654,525,625.0,317.0,470.0,258.0,39.0,531.0,2239.0,356.0,1071.0,716.0,433.0,1876.0,730.0,1170.0,6348.0,5546.0,510.0,411.0,581.0,293.0,476.0,11.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.11814744801512288,0.11814744801512288,0.13390044108380592,0.1260239445494644,0.1296471329552615,0.006143667296786389,0.0059861373660995585,0.0074039067422810335,0.006143667296786389,0.005040957781978576,0.00315059861373661,0.0007876496534341525,0.00315059861373661,0.00315059861373661,0.00315059861373661,0.06190926275992439,0.06206679269061122,0.0630119722747322,0.06852551984877127,0.065059861373661,0.20841209829867674,0.17989918084436043,0.26055450535601765,0.08270321361058601,0.09845620667926906,0.04993698802772527,0.07403906742281033,0.04064272211720227,0.006143667296786389,0.08364839319470699,0.3527095148078135,0.056080655324511654,0.16871455576559546,0.11279143037177064,0.06821045998739761,0.295526149968494,0.11499684940138627,0.1843100189035917,0.873660995589162,0.08034026465028356,0.06474480151228733,0.09152488972904851,0.046156269691241335,0.07498424700693132,0.0017328292375551355
2064,1549.0,1708.0,1527.0,1491.0,1661.0,1142.0,948.0,1020.0,1030.0,1171.0,578.0,545.0,520.0,500.0,500.0,140.0,104.0,201.0,179.0,218.0,20.0,20.0,20.0,31.0,20.0,1318.0,1306.0,1345.0,1381.0,1433.0,2227,2230,1943,791,1100.0,702.0,567.0,144.0,31.0,1567.0,4104.0,627.0,1203.0,930.0,1950.0,2973.0,872.0,975.0,9525.0,6788.0,2165.0,365.0,1012.0,974.0,2116.0,14.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.06068241469816273,0.05721784776902887,0.05459317585301837,0.05249343832020997,0.05249343832020997,0.014698162729658792,0.010918635170603675,0.02110236220472441,0.01879265091863517,0.02288713910761155,0.002099737532808399,0.002099737532808399,0.002099737532808399,0.0032545931758530184,0.002099737532808399,0.1383727034120735,0.13711286089238844,0.14120734908136484,0.14498687664041995,0.15044619422572178,0.23380577427821522,0.23412073490813648,0.20398950131233595,0.08304461942257217,0.11548556430446194,0.0737007874015748,0.05952755905511811,0.015118110236220473,0.0032545931758530184,0.16451443569553806,0.4308661417322835,0.06582677165354331,0.1262992125984252,0.09763779527559055,0.2047244094488189,0.3121259842519685,0.0915485564304462,0.10236220472440945,0.7126509186351706,0.2272965879265092,0.03832020997375328,0.10624671916010499,0.10225721784776903,0.2221522309711286,0.0014698162729658792
2065,1444.0,1361.0,1249.0,1384.0,1603.0,1260.0,1055.0,1065.0,1180.0,1333.0,630.0,598.0,550.0,550.0,550.0,862.0,604.0,826.0,803.0,968.0,156.0,112.0,160.0,196.0,152.0,6583.0,6490.0,6573.0,6740.0,6850.0,5508,7697,8567,1869,4476.0,1739.0,1377.0,342.0,54.0,6238.0,14230.0,2070.0,2325.0,2542.0,7294.0,9405.0,2897.0,3584.0,30116.0,22567.0,5336.0,1312.0,2923.0,2390.0,5064.0,74.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.02091911276397928,0.019856554655332714,0.018262717492362864,0.018262717492362864,0.018262717492362864,0.028622659051666888,0.020055784300703944,0.0274272811794395,0.02666356753884978,0.03214238278655864,0.005179970779652012,0.003718953380262983,0.005312790543232833,0.006508168415460221,0.005047151016071191,0.21858812591313587,0.21550006640988179,0.21825607650418383,0.2238013016336831,0.22745384513215566,0.18289281445079028,0.2555784300703945,0.284466728649223,0.06206003453313853,0.1486253154469385,0.057743392216761856,0.04572320361269757,0.01135608978616018,0.0017930668083410812,0.20713242130429008,0.4725063089387701,0.06873422765307478,0.0772014875813521,0.08440695975561163,0.2421968388896268,0.31229246911940495,0.09619471377340948,0.11900650816841546,0.7493359011820959,0.17718156461681497,0.04356488245450923,0.09705804223668482,0.07935980873954045,0.16814982069331916,0.0024571656262451854
2066,1286.0,1620.0,1315.0,1446.0,1379.0,945.0,945.0,847.0,892.0,860.0,560.0,550.0,510.0,500.0,510.0,516.0,298.0,517.0,462.0,551.0,140.0,91.0,149.0,195.0,175.0,4342.0,4156.0,4281.0,4333.0,4349.0,6684,7353,7324,2558,3763.0,1957.0,1951.0,682.0,140.0,4613.0,13111.0,2156.0,3931.0,3424.0,5329.0,9267.0,3203.0,4312.0,31625.0,25627.0,4391.0,1735.0,2931.0,2126.0,4336.0,116.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.017707509881422924,0.017391304347826087,0.016126482213438736,0.015810276679841896,0.016126482213438736,0.016316205533596837,0.009422924901185771,0.01634782608695652,0.014608695652173913,0.01742292490118577,0.004426877470355731,0.0028774703557312253,0.0047114624505928855,0.0061660079051383395,0.005533596837944664,0.13729644268774704,0.13141501976284584,0.13536758893280632,0.13701185770750987,0.13751778656126482,0.21135177865612648,0.23250592885375493,0.23158893280632412,0.08088537549407114,0.11898814229249012,0.06188142292490119,0.061691699604743085,0.021565217391304348,0.004426877470355731,0.14586561264822134,0.41457707509881425,0.06817391304347827,0.124300395256917,0.10826877470355731,0.16850592885375493,0.2930276679841897,0.10128063241106719,0.13634782608695653,0.8103399209486166,0.13884584980237155,0.05486166007905138,0.0926798418972332,0.06722529644268775,0.13710671936758892,0.00366798418972332
2067,1714.0,1469.0,1525.0,1668.0,1668.0,1636.0,1174.0,1318.0,1538.0,1228.0,643.0,600.0,580.0,510.0,550.0,496.0,372.0,636.0,672.0,660.0,54.0,54.0,76.0,99.0,86.0,4178.0,4068.0,4167.0,4558.0,4724.0,6903,5529,4295,3923,3113.0,1835.0,1519.0,398.0,67.0,4218.0,11153.0,1652.0,2678.0,3641.0,5104.0,7427.0,2438.0,3450.0,26404.0,16185.0,8675.0,1153.0,3247.0,3117.0,7940.0,40.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.024352370852901074,0.022723829722769276,0.021966368732010303,0.019315255264353886,0.02083017724587184,0.0187850325708226,0.014088774428116952,0.024087259506135435,0.02545068928950159,0.024996212695046205,0.002045144675049235,0.002045144675049235,0.0028783517648841087,0.0037494319042569307,0.0032570822602635964,0.15823360096955008,0.1540675655203757,0.15781699742463262,0.17262535979397062,0.1789122860172701,0.26143766096046056,0.20940009089531889,0.1626647477654901,0.14857597333737313,0.1178988032116346,0.06949704590213604,0.05752916224814422,0.015073473716103621,0.0025374943190425692,0.15974852295106803,0.42239812149674294,0.06256627783669141,0.10142402666262687,0.13789577336767156,0.19330404484169064,0.2812831389183457,0.09233449477351917,0.13066202090592335,0.6129753067717013,0.3285487047417058,0.043667626117254964,0.12297379184971974,0.1180502954097864,0.3007120133313134,0.0015149219815179518
2068,2338.0,2400.0,2276.0,2190.0,2562.0,2490.0,2440.0,2390.0,2305.0,2659.0,775.0,600.0,595.0,600.0,650.0,134.0,87.0,128.0,122.0,139.0,50.0,37.0,50.0,74.0,64.0,1365.0,1318.0,1349.0,1352.0,1359.0,3793,3011,3903,1359,1585.0,1013.0,1366.0,481.0,98.0,1729.0,6266.0,1183.0,2731.0,1780.0,1407.0,5394.0,1861.0,2456.0,16811.0,14300.0,1718.0,1200.0,1602.0,1104.0,1438.0,32.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.04610076735470823,0.03569091666170959,0.03539349235619535,0.03569091666170959,0.03866515971685206,0.007970971387781809,0.005175182915947891,0.007614062221164714,0.007257153054547618,0.008268395693296056,0.0029742430551424662,0.002200939860805425,0.0029742430551424662,0.00440187972161085,0.003807031110582357,0.08119683540538933,0.07840104693355542,0.08024507762774374,0.08042353221105229,0.08083992623877223,0.22562607816310748,0.1791089167806793,0.23216941288442092,0.08083992623877223,0.09428350484801618,0.06025816429718637,0.08125632026649218,0.028612218190470527,0.0058295163880792335,0.10284932484682648,0.3727321396704539,0.07037059068467075,0.1624531556718815,0.10588305276307179,0.083695199571709,0.32086134078876927,0.1107013265124026,0.14609481886859793,0.8506335137707454,0.10219499137469513,0.07138183332341919,0.09529474748676461,0.06567128665754565,0.08553923026589733,0.0019035155552911784
2069,2355.0,2150.0,2415.0,2734.0,2865.0,2370.0,2245.0,2600.0,2750.0,2510.0,635.0,610.0,610.0,600.0,570.0,112.0,71.0,117.0,122.0,136.0,32.0,39.0,51.0,63.0,36.0,947.0,924.0,939.0,974.0,994.0,3130,2711,3236,1373,1406.0,781.0,1110.0,500.0,89.0,1253.0,5134.0,796.0,2273.0,1806.0,1313.0,4135.0,1635.0,2295.0,14251.0,11995.0,1631.0,895.0,1523.0,939.0,1438.0,15.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.04455827661216757,0.042804013753420814,0.042804013753420814,0.04210230860992211,0.039997193179426,0.00785909760718546,0.004982106518840783,0.008209950178934812,0.008560802750684162,0.009543189951582345,0.002245456459195846,0.002736650059644937,0.0035786962318433793,0.004420742404041822,0.0025261385165953267,0.06645147708932707,0.06483755525928005,0.0658901129745281,0.06834608097677355,0.06974949126377096,0.21963370991509368,0.19023226440249807,0.22707178443617992,0.09634411620237177,0.09865974317591748,0.05480317170724861,0.0778892709283559,0.03508525717493509,0.006245175777138447,0.08792365448038734,0.36025542067223354,0.05585572942249667,0.15949757911725493,0.12672794891586556,0.09213388534137955,0.2901550768367132,0.11472879096203775,0.16104133043295207,0.8416953196266929,0.11444810890463827,0.06280261034313382,0.10686969335485229,0.0658901129745281,0.10090519963511332,0.0010525577152480528
2070,2872.0,2184.0,2044.0,2293.0,2378.0,2158.0,1970.0,1905.0,2250.0,2488.0,760.0,620.0,613.0,563.0,690.0,126.0,101.0,100.0,120.0,132.0,36.0,37.0,46.0,77.0,64.0,1084.0,1070.0,1069.0,1129.0,1153.0,3200,2577,3018,1371,1301.0,789.0,1057.0,434.0,88.0,1378.0,5052.0,723.0,2101.0,1785.0,1211.0,3845.0,1566.0,2269.0,13504.0,11339.0,1612.0,720.0,1655.0,1164.0,1545.0,16.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.05627962085308057,0.04591232227488152,0.04539395734597156,0.04169135071090047,0.05109597156398104,0.009330568720379146,0.007479265402843602,0.00740521327014218,0.008886255924170616,0.009774881516587678,0.002665876777251185,0.0027399289099526067,0.003406398104265403,0.0057020142180094786,0.004739336492890996,0.08027251184834124,0.07923578199052132,0.0791617298578199,0.08360485781990522,0.08538210900473933,0.23696682464454977,0.19083234597156398,0.223489336492891,0.10152547393364929,0.09634182464454977,0.0584271327014218,0.07827310426540285,0.032138625592417064,0.006516587677725118,0.10204383886255924,0.37411137440758296,0.053539691943127965,0.1555835308056872,0.1321830568720379,0.0896771327014218,0.2847304502369668,0.11596563981042654,0.16802428909952608,0.8396771327014217,0.11937203791469195,0.0533175355450237,0.12255627962085308,0.08619668246445497,0.11441054502369669,0.001184834123222749
2071,2231.0,2607.0,2083.0,2428.0,2721.0,1225.0,2482.0,2308.0,2100.0,2850.0,710.0,640.0,600.0,650.0,620.0,121.0,94.0,134.0,101.0,128.0,42.0,32.0,44.0,61.0,59.0,1047.0,1023.0,1051.0,1053.0,1056.0,3132,2626,2884,1709,1393.0,858.0,1040.0,397.0,101.0,1275.0,5055.0,622.0,1935.0,2071.0,1233.0,3814.0,1557.0,2309.0,13550.0,10883.0,2123.0,737.0,1799.0,1386.0,2073.0,12.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.05239852398523985,0.047232472324723246,0.04428044280442804,0.04797047970479705,0.045756457564575644,0.008929889298892988,0.006937269372693727,0.00988929889298893,0.007453874538745388,0.00944649446494465,0.0030996309963099633,0.0023616236162361626,0.0032472324723247232,0.004501845018450185,0.0043542435424354245,0.07726937269372694,0.07549815498154981,0.07756457564575646,0.07771217712177121,0.07793357933579335,0.2311439114391144,0.19380073800738007,0.21284132841328413,0.12612546125461255,0.10280442804428044,0.0633210332103321,0.07675276752767528,0.02929889298892989,0.007453874538745388,0.0940959409594096,0.37306273062730627,0.0459040590405904,0.14280442804428045,0.15284132841328413,0.09099630996309963,0.2814760147601476,0.11490774907749078,0.1704059040590406,0.8031734317343173,0.1566789667896679,0.054391143911439115,0.13276752767527675,0.10228782287822878,0.15298892988929888,0.0008856088560885609
2072,1569.0,1227.0,1530.0,1189.0,1895.0,1155.0,1025.0,940.0,920.0,1350.0,585.0,575.0,540.0,550.0,520.0,120.0,89.0,157.0,149.0,159.0,20.0,20.0,31.0,20.0,44.0,1043.0,1020.0,1060.0,1100.0,1128.0,1851,1466,1530,944,828.0,521.0,555.0,192.0,37.0,782.0,2913.0,358.0,1021.0,1095.0,838.0,2191.0,938.0,1223.0,7666.0,5883.0,1384.0,362.0,926.0,826.0,1439.0,21.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.2433333333333333,0.1033333333333333,0.09,0.6388888888888888,0.25,0.25,0.1562499999999997,0.0999999999999999,116.0,116.2,116.2,116.9,117.8,0.07631098356378815,0.0750065223062875,0.07044090790503522,0.07174536916253588,0.06783198539003392,0.015653535090007827,0.011609705191755805,0.02048004174276024,0.01943647273675972,0.02074093399426037,0.0026089225150013043,0.0026089225150013043,0.004043829898252022,0.0026089225150013043,0.00573962953300287,0.13605530915731803,0.13305504826506653,0.13827289329506914,0.14349073832507175,0.14714322984607356,0.24145577876337074,0.1912340203495956,0.1995825723975998,0.12314114270806158,0.10800939212105401,0.06796243151578397,0.0723975997912862,0.025045656144012524,0.004826506652752413,0.10200887033655101,0.37998956430994,0.04669971301852335,0.1331854943908166,0.14283850769632142,0.10931385337855466,0.2858074615183929,0.12235846595356117,0.15953561179232978,0.7674145577876337,0.18053743803809028,0.04722149752152361,0.1207931124445604,0.10774849986955387,0.18771197495434386,0.0027393686407513698
