0-4yo,10yBonds%,15-24yo,25-34yo,2yBonds%,35-54yo,5-14yo,55-64yo,65+yo,ATSI,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_HHOLD_NO,CPRF_na,INCP_HIGH,INCP_LOW,INCP_MID,INCP_NEG_NIL,Rate,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,YARRP <1975,citizen_AU,citizen_non_AU,constr_index,median_price,median_rent_newb,new_bonds_no,population_2016,sales_no,total_bonds_no,year,SalesProp,NewBondsProp,TotalBondsProp,IncNegNilProp,IncLowProp,IncMidProp,IncHighProp,postcode,CPRF2Prop,CPRF3Prop,CPRF4Prop,CPRF5Prop,CPRF6+Prop,CPRFnaProp,0-4yoProp,5-14yoProp,15-24yoProp,25-34yoProp,35-54yoProp,55-64yoProp,65+yoProp,citizen_AUProp,citizen_non_AUProp,ATSIProp,YARRP <1975Prop,YARRP 1976-1995Prop,YARRP 1996-2005Prop,YARRP 2006-2016Prop
1223.0,1.8024444444444445,2696.0,1822.0,1.1707222222222222,6008.0,2775.0,2461.0,3229.0,87.0,2022.0,1219.0,1615.0,562.0,162.0,7342.0,1763.0,3438,5653,4472,1834,1.0057965843544738,2008.0,1717.0,1905.0,1092.0,17460.0,1967.0,115.15333333333332,1107.8222222222223,573.7333333333333,111.86666666666666,20207.0,37.111111111111114,1091.3333333333333,2018.8666666666666,0.18,0.55,5.4,9.08,27.98,22.13,17.01,2120,10.01,6.03,7.99,2.78,0.8,8.72,6.05,13.73,13.34,9.02,29.73,12.18,15.98,86.41,9.73,0.43,5.4,9.94,8.5,9.43
1527.0,1.8024444444444445,4195.0,4055.0,1.1707222222222222,7690.0,3403.0,3432.0,3908.0,51.0,2874.0,1924.0,2086.0,666.0,141.0,10755.0,3063.0,4283,7833,6270,3850,1.0057965843544738,4023.0,3192.0,6052.0,951.0,20827.0,6417.0,115.15333333333332,1187.7555555555555,547.6666666666666,456.46666666666664,28215.0,75.31111111111112,3409.3333333333335,2018.8666666666666,0.27,1.62,12.08,13.65,27.76,22.22,15.18,2121,10.19,6.82,7.39,2.36,0.5,10.86,5.41,12.06,14.87,14.37,27.26,12.16,13.85,73.82,22.74,0.18,3.37,14.26,11.31,21.45
1720.0,1.8024444444444445,4838.0,5668.0,1.1707222222222222,7799.0,2839.0,3471.0,4839.0,80.0,3387.0,2018.0,1818.0,531.0,110.0,12659.0,4791.0,3469,9753,6902,4889,1.0057965843544738,4388.0,3626.0,7721.0,1387.0,21256.0,8589.0,115.15333333333332,1148.888888888889,500.7,334.06666666666666,31161.0,55.022222222222226,3099.0,2018.8666666666666,0.18,1.07,9.95,15.69,31.3,22.15,11.13,2122,10.87,6.48,5.83,1.7,0.35,15.37,5.52,9.11,15.53,18.19,25.03,11.14,15.53,68.21,27.56,0.26,4.45,14.08,11.64,24.78
884.0,1.77280701754386,2307.0,1602.0,1.11734649122807,4390.0,2145.0,2526.0,2519.0,44.0,1590.0,1045.0,1370.0,553.0,135.0,5713.0,1029.0,3040,4426,3706,1689,0.9588874549528938,2527.0,1502.0,1197.0,900.0,14515.0,1386.0,115.17368421052633,1415.8815789473683,658.1842105263158,54.026315789473685,16377.0,28.210526315789473,572.3157894736842,2018.921052631579,0.17,0.33,3.49,10.31,27.03,22.63,18.56,2125,9.71,6.38,8.37,3.38,0.82,6.28,5.4,13.1,14.09,9.78,26.81,15.42,15.38,88.63,8.46,0.27,5.5,15.43,9.17,7.31
766.0,1.8024444444444445,2872.0,1563.0,1.1707222222222222,5360.0,2664.0,2637.0,2908.0,53.0,1675.0,1288.0,1661.0,558.0,138.0,6497.0,1176.0,3214,5311,3980,2255,1.0057965843544738,2855.0,2492.0,2498.0,923.0,15971.0,2260.0,115.15333333333332,1223.7777777777778,723.6666666666666,74.66666666666667,18768.0,25.533333333333335,840.5333333333333,2018.8666666666666,0.14,0.4,4.48,12.02,28.3,21.21,17.12,2126,8.92,6.86,8.85,2.97,0.74,6.27,4.08,14.19,15.3,8.33,28.56,14.05,15.49,85.1,12.04,0.28,4.92,15.21,13.28,13.31
1173.0,1.795227272727273,1384.0,4408.0,1.158087121212121,4380.0,1291.0,1144.0,760.0,61.0,2088.0,1010.0,723.0,163.0,34.0,6624.0,2606.0,2429,2794,4012,1537,0.9945646885443481,1722.0,1897.0,3403.0,294.0,9393.0,3651.0,115.15,738.4886363636364,532.0227272727273,631.0454545454545,14535.0,81.77272727272727,4405.909090909091,2018.8636363636363,0.56,4.34,30.31,10.57,19.22,27.6,16.71,2127,14.37,6.95,4.97,1.12,0.23,17.93,8.07,8.88,9.52,30.33,30.13,7.87,5.23,64.62,25.12,0.42,2.02,11.85,13.05,23.41
216.0,1.7001111111111114,552.0,1219.0,1.0574999999999999,1474.0,271.0,271.0,158.0,366.0,235.0,150.0,107.0,51.0,29.0,918.0,349.0,149,686,617,243,0.9403933719020808,267.0,292.0,528.0,81.0,1579.0,571.0,115.33666666666666,716.675,440.5,33.6,4166.0,6.5,368.43333333333334,2018.9333333333334,0.16,0.81,8.84,5.83,16.47,14.81,3.58,2128,5.64,3.6,2.57,1.22,0.7,8.38,5.18,6.51,13.25,29.26,35.38,6.51,3.79,37.9,13.71,8.79,1.94,6.41,7.01,12.67
416.0,1.8024444444444445,738.0,1587.0,1.1707222222222222,2346.0,712.0,712.0,785.0,66.0,927.0,417.0,334.0,95.0,13.0,3279.0,1498.0,1272,1912,2018,427,1.0057965843544738,600.0,441.0,939.0,428.0,5778.0,1014.0,115.15333333333332,911.3222222222222,486.06666666666666,159.2,7306.0,17.933333333333334,1660.2,2018.8666666666666,0.25,2.18,22.72,5.84,26.17,27.62,17.41,2130,12.69,5.71,4.57,1.3,0.18,20.5,5.69,9.75,10.1,21.72,32.11,9.75,10.74,79.09,13.88,0.9,5.86,8.21,6.04,12.85
1247.0,1.8024444444444445,3208.0,5994.0,1.1707222222222222,6094.0,1699.0,2273.0,3332.0,154.0,2892.0,1484.0,1000.0,261.0,73.0,10274.0,4560.0,2415,8283,5945,2521,1.0057965843544738,2593.0,1992.0,6527.0,1483.0,15312.0,6857.0,115.15333333333332,926.6222222222223,474.3333333333333,393.93333333333334,23839.0,48.22222222222222,4283.666666666667,2018.8666666666666,0.2,1.65,17.97,10.58,34.75,24.94,10.13,2131,12.13,6.23,4.19,1.09,0.31,19.13,5.23,7.13,13.46,25.14,25.56,9.53,13.98,64.23,28.76,0.65,6.22,10.88,8.36,27.38
516.0,1.8024444444444445,1333.0,1467.0,1.1707222222222222,2936.0,1241.0,1259.0,1849.0,63.0,1122.0,637.0,671.0,228.0,73.0,4091.0,1360.0,1394,3533,2319,1108,1.0057965843544738,1199.0,770.0,1169.0,1087.0,8658.0,1420.0,115.15333333333332,1105.411111111111,536.0,73.8,10613.0,16.91111111111111,849.2666666666667,2018.8666666666666,0.16,0.7,8.0,10.44,33.29,21.85,13.13,2132,10.57,6.0,6.32,2.15,0.69,12.81,4.86,11.69,12.56,13.82,27.66,11.86,17.42,81.58,13.38,0.59,10.24,11.3,7.26,11.01
647.0,1.8024444444444445,1359.0,1495.0,1.1707222222222222,3312.0,1368.0,1193.0,1652.0,82.0,1160.0,716.0,743.0,285.0,83.0,4336.0,1355.0,1126,3683,2602,1039,1.0057965843544738,1405.0,686.0,952.0,1172.0,9192.0,1284.0,115.15333333333332,964.4888888888889,435.7,86.2,11014.0,18.066666666666666,1046.4666666666667,2018.8666666666666,0.16,0.78,9.5,9.43,33.44,23.62,10.22,2133,10.53,6.5,6.75,2.59,0.75,12.3,5.87,12.42,12.34,13.57,30.07,10.83,15.0,83.46,11.66,0.74,10.64,12.76,6.23,8.64
650.0,1.8024444444444445,3506.0,4257.0,1.1707222222222222,3327.0,918.0,1448.0,1921.0,36.0,1799.0,862.0,591.0,204.0,61.0,6647.0,3131.0,1181,5665,3383,3202,1.0057965843544738,1896.0,1561.0,6283.0,880.0,8213.0,6831.0,115.15333333333332,937.2888888888889,564.8333333333334,332.3333333333333,16033.0,30.622222222222224,2519.0666666666666,2018.8666666666666,0.19,2.07,15.71,19.97,35.33,21.1,7.37,2134,11.22,5.38,3.69,1.27,0.38,19.53,4.05,5.73,21.87,26.55,20.75,9.03,11.98,51.23,42.61,0.22,5.49,11.83,9.74,39.19
1071.0,1.8024444444444445,4535.0,5869.0,1.1707222222222222,5767.0,2124.0,2460.0,3414.0,60.0,2490.0,1412.0,1300.0,516.0,221.0,9600.0,3653.0,2992,7962,5815,3576,1.0057965843544738,3609.0,2023.0,7085.0,1597.0,16013.0,7686.0,115.15333333333332,1325.5,538.8333333333334,388.2,25252.0,42.888888888888886,3328.3333333333335,2018.8666666666666,0.17,1.54,13.18,14.16,31.53,23.03,11.85,2135,9.86,5.59,5.15,2.04,0.88,14.47,4.24,8.41,17.96,23.24,22.84,9.74,13.52,63.41,30.44,0.24,6.32,14.29,8.01,28.06
422.0,1.8024444444444445,1059.0,1115.0,1.1707222222222222,1996.0,832.0,847.0,1111.0,32.0,741.0,511.0,479.0,180.0,55.0,2827.0,870.0,771,2417,1705,806,1.0057965843544738,1036.0,630.0,836.0,704.0,6003.0,965.0,115.15333333333332,847.0888888888888,495.6666666666667,75.13333333333334,7367.0,17.066666666666666,812.6666666666666,2018.8666666666666,0.23,1.02,11.03,10.94,32.81,23.14,10.47,2136,10.06,6.94,6.5,2.44,0.75,11.81,5.73,11.29,14.37,15.14,27.09,11.5,15.08,81.49,13.1,0.43,9.56,14.06,8.55,11.35
1523.0,1.8024444444444445,3076.0,4013.0,1.1707222222222222,7450.0,2954.0,3131.0,4357.0,142.0,3308.0,1711.0,1642.0,574.0,144.0,10565.0,3198.0,4363,7432,6362,2373,1.0057965843544738,2589.0,1644.0,2908.0,2574.0,21565.0,3453.0,115.15333333333332,1430.9333333333334,582.5333333333333,310.53333333333336,26507.0,56.62222222222222,2869.2,2018.8666666666666,0.21,1.17,10.82,8.95,28.04,24.0,16.46,2137,12.48,6.45,6.19,2.17,0.54,12.06,5.75,11.14,11.6,15.14,28.11,11.81,16.44,81.36,13.03,0.54,9.71,9.77,6.2,10.97
1372.0,1.8024444444444445,3244.0,6008.0,1.1707222222222222,4700.0,1555.0,1567.0,1574.0,61.0,2728.0,1301.0,988.0,253.0,54.0,8738.0,3407.0,2808,4903,4953,3361,1.0057965843544738,1631.0,2084.0,7205.0,777.0,11197.0,7677.0,115.15333333333332,1009.1888888888889,606.0,459.0,20022.0,48.15555555555556,3378.866666666667,2018.8666666666666,0.24,2.29,16.88,16.79,24.49,24.74,14.02,2138,13.63,6.5,4.93,1.26,0.27,17.02,6.85,7.77,16.2,30.01,23.47,7.83,7.86,55.92,38.34,0.3,3.88,8.15,10.41,35.99
1135.0,1.7432520325203253,2401.0,5288.0,1.1101422764227642,3899.0,1307.0,1179.0,938.0,39.0,1691.0,1126.0,813.0,222.0,59.0,6513.0,2602.0,1325,4633,4167,2168,0.9592809372463136,1548.0,2020.0,6331.0,314.0,8359.0,6261.0,115.23902439024391,716.7134146341464,492.4390243902439,445.3170731707317,16161.0,59.19512195121951,3493.2926829268295,2018.9512195121952,0.37,2.76,21.62,13.42,28.67,25.78,8.2,2140,10.46,6.97,5.03,1.37,0.37,16.1,7.02,8.09,14.86,32.72,24.13,7.3,5.8,51.72,38.74,0.24,1.94,9.58,12.5,39.17
1787.0,1.8024444444444445,4234.0,6295.0,1.1707222222222222,7392.0,2693.0,3292.0,2987.0,89.0,2688.0,1875.0,1639.0,665.0,298.0,10543.0,3377.0,1541,10763,5963,4249,1.0057965843544738,5098.0,3475.0,7483.0,1226.0,19022.0,8122.0,115.15333333333332,856.2833333333333,516.8333333333334,350.93333333333334,28675.0,55.46666666666667,3426.6666666666665,2018.8666666666666,0.19,1.22,11.95,14.82,37.53,20.8,5.37,2141,9.37,6.54,5.72,2.32,1.04,11.78,6.23,9.39,14.77,21.95,25.78,11.48,10.42,66.34,28.32,0.31,4.28,17.78,12.12,26.1
2236.0,1.8024444444444445,3527.0,6542.0,1.1707222222222222,6566.0,3033.0,2169.0,2211.0,152.0,2386.0,1633.0,1226.0,600.0,432.0,10052.0,3776.0,1148,9354,5314,3085,1.0057965843544738,2715.0,2634.0,7432.0,1133.0,17172.0,6895.0,115.15333333333332,616.0666666666667,436.0,389.4,26297.0,41.06666666666667,3852.266666666667,2018.8666666666666,0.16,1.48,14.65,11.73,35.57,20.21,4.37,2142,9.07,6.21,4.66,2.28,1.64,14.36,8.5,11.53,13.41,24.88,24.97,8.25,8.41,65.3,26.22,0.58,4.31,10.32,10.02,28.26
600.0,1.7565079365079366,1284.0,1453.0,1.1176785714285713,2243.0,1176.0,1095.0,1085.0,55.0,750.0,571.0,566.0,237.0,151.0,3229.0,963.0,392,3302,1803,1121,0.9704963403797933,1580.0,905.0,1393.0,444.0,6943.0,1486.0,115.16428571428571,768.9285714285714,457.9761904761905,66.64285714285714,8920.0,13.880952380952381,779.1190476190476,2018.904761904762,0.16,0.75,8.73,12.57,37.02,20.21,4.39,2143,8.41,6.4,6.35,2.66,1.69,10.8,6.73,13.18,14.39,16.29,25.15,12.28,12.16,77.84,16.66,0.62,4.98,17.71,10.15,15.62
2884.0,1.8024444444444445,6022.0,9168.0,1.1707222222222222,8664.0,4368.0,3068.0,3205.0,73.0,2907.0,1986.0,1744.0,951.0,727.0,12596.0,4283.0,901,14739,6297,5625,1.0057965843544738,4332.0,4292.0,13071.0,1638.0,22467.0,12670.0,115.15333333333332,697.9333333333333,461.6666666666667,387.2,37370.0,49.84444444444444,4306.133333333333,2018.8666666666666,0.13,1.04,11.52,15.05,39.44,16.85,2.41,2144,7.78,5.31,4.67,2.54,1.95,11.46,7.72,11.69,16.11,24.53,23.18,8.21,8.58,60.12,33.9,0.2,4.38,11.59,11.49,34.98
6505.0,1.8024444444444445,8423.0,14216.0,1.1707222222222222,22066.0,10476.0,7251.0,10295.0,676.0,7245.0,5584.0,5371.0,1912.0,707.0,29353.0,8535.0,6912,24113,18400,8108,1.0057965843544738,7330.0,7875.0,17595.0,4655.0,59284.0,15254.0,115.15333333333332,719.4777777777778,455.3333333333333,968.6,79213.0,158.22222222222223,9556.866666666667,2018.8666666666666,0.2,1.22,12.06,10.24,30.44,23.23,8.73,2145,9.15,7.05,6.78,2.41,0.89,10.77,8.21,13.23,10.63,17.95,27.86,9.15,13.0,74.84,19.26,0.85,5.88,9.25,9.94,22.21
1267.0,1.8024444444444445,2063.0,2889.0,1.1707222222222222,4832.0,2294.0,1828.0,2296.0,258.0,1679.0,1234.0,1196.0,414.0,170.0,6506.0,1814.0,1398,5586,4300,1766,1.0057965843544738,1530.0,1785.0,3209.0,881.0,13718.0,2890.0,115.15333333333332,703.2222222222222,448.3333333333333,174.13333333333333,17467.0,38.48888888888889,1702.6,2018.8666666666666,0.22,1.0,9.75,10.11,31.98,24.62,8.0,2146,9.61,7.06,6.85,2.37,0.97,10.39,7.25,13.13,11.81,16.54,27.66,10.47,13.14,78.54,16.55,1.48,5.04,8.76,10.22,18.37
2545.0,1.8024444444444445,4472.0,5199.0,1.1707222222222222,9991.0,4580.0,4378.0,5188.0,736.0,3765.0,2356.0,2452.0,891.0,339.0,13948.0,4152.0,2835,12102,8868,3216,1.0057965843544738,3165.0,2546.0,3846.0,2174.0,30243.0,4206.0,115.15333333333332,713.601,421.03333333333336,248.26666666666668,36346.0,66.35555555555555,2592.9333333333334,2018.8666666666666,0.18,0.68,7.13,8.85,33.3,24.4,7.8,2147,10.36,6.48,6.75,2.45,0.93,11.42,7.0,12.6,12.3,14.3,27.49,12.05,14.27,83.21,11.57,2.02,5.98,8.71,7.0,10.58
4914.0,1.8024444444444445,8152.0,11270.0,1.1707222222222222,16462.0,7967.0,6391.0,7906.0,1082.0,6214.0,4397.0,3786.0,1485.0,772.0,23627.0,6968.0,3223,21496,15446,6308,1.0057965843544738,5740.0,5972.0,12335.0,3777.0,48284.0,11242.0,115.15333333333332,628.1564444444444,406.3333333333333,681.6666666666666,63074.0,125.15555555555555,7240.6,2018.8666666666666,0.2,1.08,11.48,10.0,34.08,24.49,5.11,2148,9.85,6.97,6.0,2.35,1.22,11.05,7.79,12.63,12.92,17.87,26.1,10.13,12.53,76.55,17.82,1.72,5.99,9.1,9.47,19.56
2829.0,1.8024444444444445,3361.0,11090.0,1.1707222222222222,7761.0,2380.0,2026.0,2045.0,145.0,3550.0,2602.0,1341.0,304.0,71.0,13471.0,5601.0,3133,8551,7947,4100,1.0057965843544738,2148.0,2958.0,14982.0,706.0,14542.0,14243.0,115.15333333333332,667.7111111111111,470.53333333333336,996.4,31500.0,79.5111111111111,8997.8,2018.8666666666666,0.25,3.16,28.56,13.02,27.15,25.23,9.95,2150,11.27,8.26,4.26,0.97,0.23,17.78,8.98,7.56,10.67,35.21,24.64,6.43,6.49,46.17,45.22,0.46,2.24,6.82,9.39,47.56
1473.0,1.8024444444444445,2399.0,3453.0,1.1707222222222222,6183.0,2502.0,2276.0,3033.0,139.0,2223.0,1416.0,1276.0,419.0,122.0,8359.0,2910.0,2339,6320,5121,2051,1.0057965843544738,2298.0,1952.0,3320.0,1018.0,16526.0,3283.0,115.15333333333332,848.1777777777778,457.3333333333333,258.06666666666666,21308.0,36.0,2945.9333333333334,2018.8666666666666,0.17,1.21,13.83,9.63,29.66,24.03,10.98,2151,10.43,6.65,5.99,1.97,0.57,13.66,6.91,11.74,11.26,16.21,29.02,10.68,14.23,77.56,15.41,0.65,4.78,10.78,9.16,15.58
841.0,1.8024444444444445,1019.0,1960.0,1.1707222222222222,3080.0,1275.0,1017.0,2016.0,83.0,1419.0,724.0,649.0,220.0,72.0,4748.0,1662.0,1344,3412,2861,893,1.0057965843544738,950.0,807.0,1444.0,582.0,9283.0,1404.0,115.15333333333332,1536.15,442.73333333333335,119.33333333333333,11218.0,26.91111111111111,1249.6,2018.8666666666666,0.24,1.06,11.14,7.96,30.42,25.5,11.98,2152,12.65,6.45,5.79,1.96,0.64,14.82,7.5,11.37,9.08,17.47,27.46,9.07,17.97,82.75,12.52,0.74,5.19,8.47,7.19,12.87
3860.0,1.8024444444444445,6694.0,6413.0,1.1707222222222222,16614.0,8083.0,6203.0,8697.0,286.0,5595.0,3675.0,4572.0,1614.0,399.0,20333.0,4468.0,8255,16151,12921,5174,1.0057965843544738,6107.0,4830.0,6041.0,3172.0,48299.0,6488.0,115.15333333333332,1010.1555555555556,551.5,360.1333333333333,56556.0,107.88888888888889,3461.5333333333333,2018.8666666666666,0.19,0.64,6.12,9.15,28.56,22.85,14.6,2153,9.89,6.5,8.08,2.85,0.71,7.9,6.83,14.29,11.84,11.34,29.38,10.97,15.38,85.4,11.47,0.51,5.61,10.8,8.54,10.68
2171.0,1.8024444444444445,5108.0,3855.0,1.1707222222222222,11043.0,5542.0,4884.0,6979.0,135.0,3912.0,2472.0,3037.0,1185.0,330.0,14267.0,3325.0,6310,11224,8537,3948,1.0057965843544738,4603.0,3572.0,4470.0,2239.0,33401.0,4714.0,115.15333333333332,1259.98,581.4,248.93333333333334,39594.0,75.08888888888889,2500.6666666666665,2018.8666666666666,0.19,0.63,6.32,9.97,28.35,21.56,15.94,2154,9.88,6.24,7.67,2.99,0.83,8.4,5.48,14.0,12.9,9.74,27.89,12.34,17.63,84.36,11.91,0.34,5.65,11.63,9.02,11.29
4208.0,1.8024444444444445,7480.0,6394.0,1.1707222222222222,17990.0,10095.0,5063.0,4218.0,350.0,3906.0,3321.0,4995.0,2068.0,648.0,17887.0,2943.0,8596,12811,12629,5169,1.0057965843544738,5558.0,5566.0,5980.0,2103.0,47569.0,5704.0,115.15333333333332,964.1888888888889,595.1666666666666,526.4,55447.0,153.66666666666666,4086.2,2018.8666666666666,0.28,0.95,7.37,9.32,23.1,22.78,15.5,2155,7.04,5.99,9.01,3.73,1.17,5.31,7.59,18.21,13.49,11.53,32.45,9.13,7.61,85.79,10.29,0.63,3.79,10.02,10.04,10.79
574.0,1.7968817204301075,1808.0,1012.0,1.1727419354838708,3340.0,1836.0,1742.0,2618.0,62.0,1438.0,680.0,872.0,464.0,178.0,4497.0,855.0,2103,3961,2845,1034,1.0194911419189248,787.0,460.0,381.0,1034.0,11920.0,588.0,115.1741935483871,1859.3870967741937,659.5483870967741,22.774193548387096,12941.0,25.70967741935484,303.0,2018.8709677419354,0.2,0.18,2.34,7.99,30.61,21.98,16.25,2156,11.11,5.25,6.74,3.59,1.38,6.61,4.44,14.19,13.97,7.82,25.81,13.46,20.23,92.11,4.54,0.48,7.99,6.08,3.55,2.94
205.0,1.8024444444444445,528.0,330.0,1.170722222222222,1051.0,533.0,506.0,583.0,16.0,383.0,187.0,219.0,146.0,60.0,1293.0,297.0,423,1168,827,287,1.0057965843544736,191.0,129.0,72.0,305.0,3316.0,170.0,115.15333333333334,903.0583333333333,527.3666666666667,16.0,3741.0,7.0,144.13333333333333,2018.8666666666666,0.19,0.43,3.85,7.67,31.22,22.11,11.31,2157,10.24,5.0,5.85,3.9,1.6,7.94,5.48,14.25,14.11,8.82,28.09,13.53,15.58,88.64,4.54,0.43,8.15,5.11,3.45,1.92
400.0,1.7416666666666667,1265.0,676.0,1.1099801587301588,2348.0,1166.0,1061.0,1673.0,50.0,866.0,468.0,565.0,295.0,108.0,3047.0,747.0,1323,2587,1816,857,0.9704963403797933,741.0,449.0,608.0,638.0,7573.0,617.0,115.19047619047619,1293.607142857143,645.3571428571429,26.976190476190474,8579.0,16.976190476190474,367.35714285714283,2018.9285714285713,0.2,0.31,4.28,9.99,30.16,21.17,15.42,2158,10.09,5.46,6.59,3.44,1.26,8.71,4.66,13.59,14.75,7.88,27.37,12.37,19.5,88.27,7.19,0.58,7.44,8.64,5.23,7.09
233.0,1.7767741935483872,619.0,408.0,1.1528494623655914,1310.0,711.0,668.0,1029.0,40.0,564.0,285.0,292.0,163.0,68.0,1823.0,453.0,669,1601,1120,399,0.9939608522426806,227.0,146.0,153.0,370.0,4543.0,247.0,115.18064516129031,981.2822580645161,518.9032258064516,14.193548387096774,4976.0,11.290322580645162,164.8709677419355,2018.9032258064517,0.23,0.29,3.31,8.02,32.17,22.51,13.44,2159,11.33,5.73,5.87,3.28,1.37,9.1,4.68,14.29,12.44,8.2,26.33,13.42,20.68,91.3,4.96,0.8,7.44,4.56,2.93,3.07
2870.0,1.8024444444444445,5124.0,6712.0,1.1707222222222222,9056.0,4630.0,3362.0,4211.0,303.0,3117.0,2151.0,1828.0,1009.0,719.0,13153.0,4328.0,1463,13741,6989,3953,1.0057965843544738,4072.0,3724.0,6859.0,2388.0,27130.0,6678.0,115.15333333333332,673.8138888888889,424.6666666666667,411.2,35971.0,58.8,4530.333333333333,2018.8666666666666,0.16,1.14,12.59,10.99,38.2,19.43,4.07,2160,8.67,5.98,5.08,2.81,2.0,12.03,7.98,12.87,14.24,18.66,25.18,9.35,11.71,75.42,18.56,0.84,6.64,11.32,10.35,19.07
2801.0,1.8024444444444445,4662.0,5558.0,1.1707222222222222,7440.0,4617.0,2960.0,3395.0,268.0,2382.0,1665.0,1432.0,984.0,885.0,10869.0,3526.0,932,12015,5367,3400,1.0057965843544738,3722.0,2947.0,4677.0,1704.0,24667.0,4499.0,115.15333333333332,666.4611111111111,420.3333333333333,263.0,31420.0,45.044444444444444,2868.3333333333335,2018.8666666666666,0.14,0.84,9.13,10.82,38.24,17.08,2.97,2161,7.58,5.3,4.56,3.13,2.82,11.22,8.91,14.69,14.84,17.69,23.68,9.42,10.81,78.51,14.32,0.85,5.42,11.85,9.38,14.89
1361.0,1.8024444444444445,2744.0,2481.0,1.1707222222222222,4699.0,2756.0,2076.0,2516.0,151.0,1383.0,1070.0,1040.0,579.0,440.0,6490.0,1985.0,682,7249,3291,2143,1.0057965843544738,3141.0,1548.0,2062.0,1112.0,15503.0,2049.0,115.15333333333332,766.6333333333333,458.0,114.46666666666667,18622.0,24.77777777777778,1286.0666666666666,2018.8666666666666,0.13,0.61,6.91,11.51,38.93,17.67,3.66,2162,7.43,5.75,5.58,3.11,2.36,10.66,7.31,14.8,14.74,13.32,25.23,11.15,13.51,83.25,11.0,0.81,5.97,16.87,8.31,11.07
626.0,1.7133333333333334,1349.0,1413.0,1.0727291666666665,2531.0,1243.0,1139.0,1290.0,116.0,812.0,481.0,398.0,241.0,182.0,3587.0,1470.0,160,4053,1304,943,0.9440211573987829,1726.0,768.0,1214.0,399.0,7157.0,1660.0,115.1925,690.65625,371.0,71.9,9592.0,14.525,824.45,2018.95,0.15,0.75,8.6,9.83,42.25,13.59,1.67,2163,8.47,5.01,4.15,2.51,1.9,15.33,6.53,12.96,14.06,14.73,26.39,11.87,13.45,74.61,17.31,1.21,4.16,17.99,8.01,12.66
1286.0,1.7649612403100774,2627.0,2615.0,1.1318410852713177,4938.0,2570.0,2406.0,3188.0,221.0,1798.0,1206.0,1080.0,650.0,362.0,6990.0,1897.0,728,8193,3872,1843,0.9828103789756121,2907.0,1584.0,2416.0,2038.0,16197.0,2390.0,115.16744186046512,743.453488372093,458.25581395348837,106.02325581395348,19626.0,25.27906976744186,1478.7441860465117,2018.906976744186,0.13,0.54,7.53,9.39,41.75,19.73,3.71,2164,9.16,6.14,5.5,3.31,1.84,9.67,6.55,13.09,13.39,13.32,25.16,12.26,16.24,82.53,12.18,1.13,10.38,14.81,8.07,12.31
2747.0,1.8024444444444445,6069.0,6084.0,1.1707222222222222,11264.0,5688.0,4813.0,5773.0,242.0,3691.0,2514.0,2415.0,1331.0,835.0,14863.0,4087.0,1036,19354,6488,4476,1.0057965843544738,7817.0,4627.0,9492.0,2480.0,31598.0,8576.0,115.15333333333332,628.3555555555556,415.0,328.0,42438.0,54.17777777777778,4989.133333333333,2018.8666666666666,0.13,0.77,11.76,10.55,45.61,15.29,2.44,2165,8.7,5.92,5.69,3.14,1.97,9.63,6.47,13.4,14.3,14.34,26.54,11.34,13.6,74.46,20.21,0.57,5.84,18.42,10.9,22.37
3286.0,1.8024444444444445,8154.0,7403.0,1.1707222222222222,14192.0,6570.0,6392.0,6761.0,274.0,4635.0,3520.0,3048.0,1473.0,737.0,18968.0,5557.0,1203,23169,8292,7347,1.0057965843544738,14702.0,4963.0,8456.0,1955.0,41886.0,8057.0,115.15333333333332,643.3644444444445,369.6666666666667,359.26666666666665,52768.0,65.88888888888889,4908.866666666667,2018.8666666666666,0.12,0.68,9.3,13.92,43.91,15.71,2.28,2166,8.78,6.67,5.78,2.79,1.4,10.53,6.23,12.45,15.45,14.03,26.9,12.11,12.81,79.38,15.27,0.52,3.7,27.86,9.41,16.02
816.0,1.8024444444444445,1172.0,1521.0,1.1707222222222222,2695.0,1280.0,991.0,1163.0,134.0,857.0,683.0,686.0,209.0,80.0,3407.0,892.0,661,2750,2386,979,1.0057965843544738,1077.0,1268.0,1676.0,334.0,7394.0,1444.0,115.15333333333332,688.6444444444444,457.7,84.06666666666666,9637.0,15.911111111111111,907.8,2018.8666666666666,0.17,0.87,9.42,10.16,28.54,24.76,6.86,2167,8.89,7.09,7.12,2.17,0.83,9.26,8.47,13.28,12.16,15.78,27.97,10.28,12.07,76.73,14.98,1.39,3.47,11.18,13.16,17.39
2961.0,1.7369166666666669,7045.0,5619.0,1.1100625,11516.0,6779.0,5004.0,4527.0,1092.0,3269.0,2517.0,2558.0,1486.0,957.0,14906.0,4119.0,1256,16828,7857,4588,0.9752711573987829,7822.0,3785.0,3928.0,2144.0,36267.0,4171.0,115.2225,665.875,419.0,184.575,43451.0,55.3,2277.275,2018.925,0.13,0.42,5.24,10.56,38.73,18.08,2.89,2168,7.52,5.79,5.89,3.42,2.2,9.48,6.81,15.6,16.21,12.93,26.5,11.52,10.42,83.47,9.6,2.51,4.93,18.0,8.71,9.04
