0-4yo,10yBonds%,15-24yo,25-34yo,2yBonds%,35-54yo,5-14yo,55-64yo,65+yo,ATSI,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_HHOLD_NO,CPRF_na,INCP_HIGH,INCP_LOW,INCP_MID,INCP_NEG_NIL,Rate,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,YARRP <1975,citizen_AU,citizen_non_AU,constr_index,median_price,median_rent_newb,new_bonds_no,population_2016,sales_no,total_bonds_no,year,SalesProp,NewBondsProp,TotalBondsProp,IncNegNilProp,IncLowProp,IncMidProp,IncHighProp,postcode,CPRF2Prop,CPRF3Prop,CPRF4Prop,CPRF5Prop,CPRF6+Prop,CPRFnaProp,0-4yoProp,5-14yoProp,15-24yoProp,25-34yoProp,35-54yoProp,55-64yoProp,65+yoProp,citizen_AUProp,citizen_non_AUProp,ATSIProp,YARRP <1975Prop,YARRP 1976-1995Prop,YARRP 1996-2005Prop,YARRP 2006-2016Prop
143.0,1.8024444444444445,282.0,228.0,1.170722222222222,679.0,348.0,299.0,459.0,135.0,319.0,129.0,120.0,59.0,21.0,1055.0,402.0,228,855,476,176,1.0057965843544736,33.0,27.0,40.0,52.0,2191.0,74.0,115.15333333333334,649.1583333333333,311.3666666666667,19.0,2438.0,8.0,165.46666666666667,2018.8666666666666,0.33,0.78,6.79,7.22,35.07,19.52,9.35,2328,13.08,5.29,4.92,2.42,0.86,16.49,5.87,14.27,11.57,9.35,27.85,12.26,18.83,89.87,3.04,5.54,2.13,1.35,1.11,1.64
140.0,1.8024444444444445,203.0,212.0,1.170722222222222,513.0,287.0,306.0,454.0,139.0,282.0,99.0,92.0,52.0,18.0,937.0,395.0,122,837,353,127,1.0057965843544736,30.0,7.0,20.0,52.0,1822.0,60.0,115.15333333333334,594.475,303.1666666666667,16.0,2111.0,9.0,131.33333333333334,2018.8666666666666,0.43,0.76,6.22,6.02,39.65,16.72,5.78,2329,13.36,4.69,4.36,2.46,0.85,18.71,6.63,13.6,9.62,10.04,24.3,14.5,21.51,86.31,2.84,6.58,2.46,1.42,0.33,0.95
1423.0,1.8024444444444445,2581.0,2678.0,1.1707222222222222,5648.0,2979.0,2424.0,2619.0,1199.0,2315.0,1147.0,1158.0,481.0,184.0,8050.0,2765.0,2584,6594,3605,1567,1.0057965843544738,376.0,247.0,563.0,393.0,17974.0,801.0,115.15333333333332,425.93333333333334,369.3333333333333,154.66666666666666,20349.0,71.08888888888889,1586.6,2018.8666666666666,0.35,0.76,7.8,7.7,32.4,17.72,12.7,2330,11.38,5.64,5.69,2.36,0.9,13.59,6.99,14.64,12.68,13.16,27.76,11.91,12.87,88.33,3.94,5.89,1.93,1.85,1.21,2.77
1106.0,1.7803030303030305,1660.0,2017.0,1.152405303030303,3655.0,2048.0,1503.0,1647.0,1226.0,1589.0,758.0,678.0,311.0,119.0,5616.0,2148.0,1475,4532,2295,929,0.9945646885443481,170.0,124.0,421.0,255.0,11908.0,545.0,115.20454545454545,418.84090909090907,344.54545454545456,156.3181818181818,13645.0,46.34090909090909,1361.659090909091,2018.8863636363637,0.34,1.15,9.98,6.81,33.21,16.82,10.81,2333,11.65,5.56,4.97,2.28,0.87,15.74,8.11,15.01,12.17,14.78,26.79,11.02,12.07,87.27,3.99,8.98,1.87,1.25,0.91,3.09
237.0,1.8024444444444445,342.0,430.0,1.170722222222222,724.0,485.0,275.0,347.0,210.0,305.0,166.0,175.0,79.0,35.0,1105.0,352.0,231,999,533,208,1.0057965843544736,46.0,16.0,44.0,82.0,2617.0,92.0,115.15333333333334,471.93333333333334,373.03333333333336,18.0,2829.0,16.0,200.53333333333333,2018.8666666666666,0.57,0.64,7.09,7.35,35.31,18.84,8.17,2334,10.78,5.87,6.19,2.79,1.24,12.44,8.38,17.14,12.09,15.2,25.59,9.72,12.27,92.51,3.25,7.42,2.9,1.63,0.57,1.56
471.0,1.8332432432432433,724.0,804.0,1.1790765765765765,1733.0,980.0,757.0,708.0,294.0,703.0,377.0,361.0,187.0,53.0,2341.0,660.0,735,1936,1219,410,1.0018658491763,94.0,60.0,91.0,144.0,5607.0,156.0,115.12162162162163,535.0945945945946,414.86486486486484,54.62162162162162,6156.0,22.89189189189189,519.2162162162163,2018.837837837838,0.37,0.89,8.43,6.66,31.45,19.8,11.94,2335,11.42,6.12,5.86,3.04,0.86,10.72,7.65,15.92,11.76,13.06,28.15,12.3,11.5,91.08,2.53,4.78,2.34,1.53,0.97,1.48
167.0,1.7730107526881722,279.0,322.0,1.140806451612903,688.0,385.0,354.0,426.0,155.0,356.0,127.0,135.0,54.0,21.0,1091.0,389.0,263,890,507,164,0.9814160493752971,31.0,21.0,40.0,40.0,2334.0,63.0,115.18709677419355,559.1290322580645,389.35483870967744,11.290322580645162,2614.0,10.806451612903226,131.70967741935485,2018.9032258064517,0.41,0.43,5.04,6.27,34.05,19.4,10.06,2336,13.62,4.86,5.16,2.07,0.8,14.88,6.39,14.73,10.67,12.32,26.32,13.54,16.3,89.29,2.41,5.93,1.53,1.19,0.8,1.53
477.0,1.753760683760684,839.0,1026.0,1.1237179487179485,2014.0,1176.0,996.0,1364.0,322.0,983.0,354.0,381.0,200.0,48.0,3268.0,1295.0,766,2759,1549,433,0.9636030365922784,77.0,64.0,352.0,140.0,6785.0,402.0,115.31282051282051,449.0,317.6923076923077,49.48717948717949,7889.0,25.58974358974359,539.9487179487179,2018.948717948718,0.32,0.63,6.84,5.49,34.97,19.63,9.71,2337,12.46,4.49,4.83,2.54,0.61,16.42,6.05,14.91,10.64,13.01,25.53,12.63,17.29,86.01,5.1,4.08,1.77,0.98,0.81,4.46
61.0,1.8592857142857144,132.0,107.0,1.210297619047619,365.0,172.0,222.0,374.0,74.0,216.0,77.0,42.0,23.0,13.0,662.0,298.0,88,640,210,104,1.0320042768877298,32.0,13.0,20.0,52.0,1248.0,43.0,115.09285714285714,686.4553571428571,409.64285714285717,8.214285714285714,1432.0,6.071428571428571,74.71428571428571,2018.7857142857142,0.42,0.57,5.22,7.26,44.69,14.66,6.15,2338,15.08,5.38,2.93,1.61,0.91,20.81,4.26,12.01,9.22,7.47,25.49,15.5,26.12,87.15,3.0,5.17,3.63,2.23,0.91,1.4
46.0,1.9423333333333335,64.0,80.0,1.34475,166.0,88.0,111.0,128.0,32.0,101.0,27.0,21.0,18.0,3.0,289.0,115.0,35,242,121,40,1.0892795138888889,10.0,0.0,4.0,11.0,561.0,13.0,114.85,713.3875,450.0,5.0,677.0,5.0,20.0,2018.7,0.74,0.74,2.95,5.91,35.75,17.87,5.17,2339,14.92,3.99,3.1,2.66,0.44,16.99,6.79,13.0,9.45,11.82,24.52,16.4,18.91,82.87,1.92,4.73,1.62,1.48,0.0,0.59
3343.0,1.8024444444444445,6000.0,6219.0,1.1707222222222222,12052.0,6871.0,6052.0,8526.0,5115.0,6210.0,2603.0,2303.0,1042.0,408.0,20485.0,7917.0,3076,18355,10959,2480,1.0057965843544738,498.0,348.0,1600.0,828.0,43487.0,1885.0,115.15333333333332,367.6777777777778,320.53333333333336,532.9333333333333,49070.0,138.73333333333332,5224.666666666667,2018.8666666666666,0.28,1.09,10.65,5.05,37.41,22.33,6.27,2340,12.66,5.3,4.69,2.12,0.83,16.13,6.81,14.0,12.23,12.67,24.56,12.33,17.38,88.62,3.84,10.42,1.69,1.01,0.71,3.26
83.0,1.8024444444444445,139.0,163.0,1.170722222222222,336.0,186.0,253.0,419.0,296.0,221.0,76.0,56.0,30.0,4.0,732.0,348.0,70,765,201,87,1.0057965843544736,17.0,3.0,9.0,31.0,1388.0,27.0,115.15333333333334,644.8583333333333,337.3333333333333,13.0,1572.0,7.0,140.6,2018.8666666666666,0.45,0.83,8.94,5.53,48.66,12.79,4.45,2341,14.06,4.83,3.56,1.91,0.25,22.14,5.28,11.83,8.84,10.37,21.37,16.09,26.65,88.3,1.72,18.83,1.97,1.08,0.19,0.57
23.0,1.6691666666666667,37.0,41.0,1.0125,129.0,68.0,70.0,94.0,13.0,66.0,17.0,19.0,9.0,6.0,199.0,72.0,24,156,108,36,0.8515624999999999,0.0,3.0,5.0,6.0,412.0,14.0,115.325,729.0625,450.0,5.0,465.0,5.0,5.0,2019.25,1.08,1.08,1.08,7.74,33.55,23.23,5.16,2342,14.19,3.66,4.09,1.94,1.29,15.48,4.95,14.62,7.96,8.82,27.74,15.05,20.22,88.6,3.01,2.8,1.29,0.0,0.65,1.08
306.0,1.8024444444444445,514.0,495.0,1.170722222222222,1200.0,630.0,732.0,1082.0,613.0,703.0,242.0,234.0,105.0,36.0,2153.0,847.0,266,2031,969,289,1.0057965843544736,57.0,19.0,47.0,92.0,4499.0,108.0,115.15333333333334,298.5833333333333,263.06666666666666,34.333333333333336,4968.0,20.2,350.6,2018.8666666666666,0.41,0.69,7.06,5.82,40.88,19.5,5.35,2343,14.15,4.87,4.71,2.11,0.72,17.05,6.16,12.68,10.35,9.96,24.15,14.73,21.78,90.56,2.17,12.34,1.85,1.15,0.38,0.95
25.0,1.8827777777777779,76.0,70.0,1.055,228.0,128.0,109.0,135.0,35.0,94.0,41.0,41.0,14.0,5.0,311.0,114.0,51,261,174,47,0.834375,5.0,5.0,0.0,13.0,673.0,11.0,115.08333333333333,747.2083333333334,450.0,5.0,756.0,5.0,17.5,2019.0,0.66,0.66,2.31,6.22,34.52,23.02,6.75,2344,12.43,5.42,5.42,1.85,0.66,15.08,3.31,16.93,10.05,9.26,30.16,14.42,17.86,89.02,1.46,4.63,1.72,0.66,0.66,0.0
43.0,2.155666666666667,70.0,86.0,1.5027499999999998,199.0,85.0,108.0,129.0,54.0,119.0,44.0,30.0,16.0,5.0,301.0,83.0,44,282,174,52,1.2336577868852459,9.0,0.0,0.0,9.0,669.0,8.0,114.55,712.6875,450.0,5.0,720.0,5.0,20.0,2018.4,0.69,0.69,2.78,7.22,39.17,24.17,6.11,2345,16.53,6.11,4.17,2.22,0.69,11.53,5.97,11.81,9.72,11.94,27.64,15.0,17.92,92.92,1.11,7.5,1.25,1.25,0.0,0.0
160.0,1.8024444444444445,312.0,262.0,1.170722222222222,726.0,396.0,466.0,829.0,400.0,431.0,155.0,121.0,64.0,33.0,1410.0,613.0,103,1514,481,167,1.0057965843544736,29.0,18.0,16.0,70.0,2810.0,42.0,115.15333333333334,476.6,266.06666666666666,21.266666666666666,3147.0,13.0,267.6666666666667,2018.8666666666666,0.41,0.68,8.51,5.31,48.11,15.28,3.27,2346,13.7,4.93,3.84,2.03,1.05,19.48,5.08,12.58,9.91,8.33,23.07,14.81,26.34,89.29,1.33,12.71,2.22,0.92,0.57,0.51
108.0,1.8024444444444445,133.0,166.0,1.170722222222222,395.0,198.0,313.0,608.0,131.0,285.0,84.0,64.0,40.0,10.0,907.0,433.0,56,951,258,110,1.0057965843544736,28.0,12.0,24.0,66.0,1695.0,45.0,115.15333333333334,723.1416666666667,383.0,9.0,1933.0,5.0,106.8,2018.8666666666666,0.26,0.47,5.53,5.69,49.2,13.35,2.9,2347,14.74,4.35,3.31,2.07,0.52,22.4,5.59,10.24,6.88,8.59,20.43,16.19,31.45,87.69,2.33,6.78,3.41,1.45,0.62,1.24
1477.0,1.820530303030303,4084.0,3094.0,1.183314393939394,6088.0,3275.0,3091.0,4215.0,1744.0,3160.0,1204.0,1079.0,481.0,197.0,10498.0,4381.0,1860,9934,5121,1757,1.0141353956150552,531.0,449.0,1648.0,672.0,21698.0,1843.0,115.1340909090909,399.22159090909093,311.28409090909093,331.8181818181818,25336.0,75.43181818181819,3154.7954545454545,2018.840909090909,0.3,1.31,12.45,6.93,39.21,20.21,7.34,2350,12.47,4.75,4.26,1.9,0.78,17.29,5.83,12.93,16.12,12.21,24.03,12.2,16.64,85.64,7.27,6.88,2.65,2.1,1.77,6.5
201.0,1.8024444444444445,280.0,290.0,1.170722222222222,683.0,388.0,376.0,490.0,254.0,391.0,158.0,127.0,65.0,29.0,1128.0,358.0,120,1077,633,148,1.0057965843544736,55.0,18.0,18.0,39.0,2530.0,65.0,115.15333333333334,458.5,322.1666666666667,20.0,2715.0,15.0,182.8,2018.8666666666666,0.55,0.74,6.73,5.45,39.67,23.31,4.42,2352,14.4,5.82,4.68,2.39,1.07,13.19,7.4,14.29,10.31,10.68,25.16,13.85,18.05,93.19,2.39,9.36,1.44,2.03,0.66,0.66
59.0,1.7433333333333334,80.0,87.0,1.0982692307692306,250.0,131.0,163.0,346.0,76.0,146.0,68.0,54.0,10.0,9.0,457.0,164.0,51,472,222,59,0.9351246843434343,10.0,8.0,7.0,37.0,997.0,15.0,115.17692307692307,726.3365384615385,450.0,5.0,1124.0,5.0,31.307692307692307,2018.923076923077,0.44,0.44,2.79,5.25,41.99,19.75,4.54,2353,12.99,6.05,4.8,0.89,0.8,14.59,5.25,11.65,7.12,7.74,22.24,14.5,30.78,88.7,1.33,6.76,3.29,0.89,0.71,0.62
200.0,1.8024444444444445,326.0,316.0,1.170722222222222,856.0,431.0,541.0,898.0,210.0,527.0,161.0,153.0,88.0,15.0,1617.0,673.0,200,1443,681,176,1.0057965843544736,41.0,21.0,24.0,83.0,3119.0,80.0,115.15333333333334,571.3916666666667,289.96666666666664,16.0,3574.0,10.0,126.2,2018.8666666666666,0.28,0.45,3.53,4.92,40.37,19.05,5.6,2354,14.75,4.5,4.28,2.46,0.42,18.83,5.6,12.06,9.12,8.84,23.95,15.14,25.13,87.27,2.24,5.88,2.32,1.15,0.59,0.67
15.0,1.7491666666666668,64.0,54.0,1.0899999999999999,159.0,80.0,140.0,142.0,46.0,93.0,23.0,21.0,6.0,5.0,315.0,151.0,17,288,104,46,0.8515624999999999,10.0,0.0,0.0,34.0,554.0,21.0,115.7,722.0,450.0,5.0,664.0,5.0,16.25,2019.0,0.75,0.75,2.45,6.93,43.37,15.66,2.56,2355,14.01,3.46,3.16,0.9,0.75,22.74,2.26,12.05,9.64,8.13,23.95,21.08,21.39,83.43,3.16,6.93,5.12,1.51,0.0,0.0
9.0,2.6083333333333334,23.0,0.0,2.0066666666666664,40.0,24.0,25.0,43.0,40.0,16.0,8.0,8.0,3.0,3.0,65.0,31.0,3,78,20,14,1.5,3.0,0.0,0.0,4.0,138.0,3.0,114.85,690.0,450.0,5.0,160.0,5.0,5.0,2018.0,3.12,3.12,3.12,8.75,48.75,12.5,1.88,2356,10.0,5.0,5.0,1.88,1.88,19.38,5.62,15.0,14.37,0.0,25.0,15.62,26.88,86.25,1.88,25.0,2.5,1.88,0.0,0.0
207.0,1.8024444444444445,377.0,345.0,1.170722222222222,948.0,537.0,676.0,1085.0,494.0,624.0,169.0,140.0,76.0,39.0,1882.0,831.0,167,1831,648,231,1.0057965843544736,65.0,34.0,47.0,122.0,3667.0,86.0,115.15333333333334,360.4,228.66666666666666,20.0,4159.0,15.0,230.73333333333332,2018.8666666666666,0.36,0.48,5.55,5.55,44.03,15.58,4.02,2357,15.0,4.06,3.37,1.83,0.94,19.98,4.98,12.91,9.06,8.3,22.79,16.25,26.09,88.17,2.07,11.88,2.93,1.56,0.82,1.13
188.0,1.8024444444444445,381.0,319.0,1.170722222222222,920.0,490.0,640.0,830.0,345.0,574.0,165.0,166.0,82.0,30.0,1653.0,641.0,153,1708,737,192,1.0057965843544736,52.0,22.0,33.0,108.0,3483.0,65.0,115.15333333333334,386.32,282.43333333333334,22.466666666666665,3772.0,17.0,283.6666666666667,2018.8666666666666,0.45,0.6,7.52,5.09,45.28,19.54,4.06,2358,15.22,4.37,4.4,2.17,0.8,16.99,4.98,12.99,10.1,8.46,24.39,16.97,22.0,92.34,1.72,9.15,2.86,1.38,0.58,0.87
45.0,1.4737500000000001,72.0,57.0,0.8099999999999999,168.0,89.0,138.0,165.0,28.0,121.0,35.0,20.0,17.0,9.0,324.0,125.0,20,383,78,50,0.7383276120580807,6.0,0.0,0.0,22.0,657.0,11.0,115.5125,743.0625,450.0,5.0,736.0,5.0,20.0,2019.25,0.68,0.68,2.72,6.79,52.04,10.6,2.72,2359,16.44,4.76,2.72,2.31,1.22,16.98,6.11,12.09,9.78,7.74,22.83,18.75,22.42,89.27,1.49,3.8,2.99,0.82,0.0,0.0
967.0,1.7896969696969698,1752.0,1549.0,1.132272727272727,3364.0,1970.0,1850.0,3071.0,1240.0,2010.0,745.0,609.0,306.0,140.0,6230.0,2428.0,567,6348,2601,776,0.9675802282010366,130.0,136.0,352.0,263.0,12971.0,407.0,115.25757575757575,316.77272727272725,295.0,151.66666666666666,14524.0,50.96969696969697,1216.6666666666667,2018.939393939394,0.35,1.04,8.38,5.34,43.71,17.91,3.9,2360,13.84,5.13,4.19,2.11,0.96,16.72,6.66,13.56,12.06,10.67,23.16,12.74,21.14,89.31,2.8,8.54,1.81,0.9,0.94,2.42
34.0,1.7572222222222222,80.0,47.0,0.9740277777777777,211.0,133.0,181.0,226.0,120.0,130.0,43.0,31.0,20.0,12.0,406.0,167.0,15,459,112,67,0.834375,11.0,3.0,8.0,31.0,798.0,26.0,115.11666666666667,735.6875,450.0,5.0,909.0,5.0,36.833333333333336,2019.0,0.55,0.55,4.05,7.37,50.5,12.32,1.65,2361,14.3,4.73,3.41,2.2,1.32,18.37,3.74,14.63,8.8,5.17,23.21,19.91,24.86,87.79,2.86,13.2,3.41,1.21,0.33,0.88
221.0,1.8024444444444445,382.0,359.0,1.170722222222222,898.0,530.0,529.0,815.0,210.0,512.0,166.0,170.0,72.0,35.0,1569.0,599.0,152,1646,606,219,1.0057965843544736,40.0,20.0,73.0,65.0,3322.0,104.0,115.15333333333334,527.5583333333333,276.23333333333335,25.4,3726.0,11.0,199.13333333333333,2018.8666666666666,0.3,0.68,5.34,5.88,44.18,16.26,4.08,2365,13.74,4.46,4.56,1.93,0.94,16.08,5.93,14.22,10.25,9.63,24.1,14.2,21.87,89.16,2.79,5.64,1.74,1.07,0.54,1.96
51.0,1.9220833333333336,122.0,74.0,1.2105208333333333,210.0,127.0,148.0,201.0,215.0,127.0,41.0,34.0,21.0,17.0,382.0,142.0,23,459,107,57,1.0037909836065573,3.0,4.0,4.0,23.0,813.0,10.0,115.2375,719.796875,450.0,5.0,923.0,5.0,20.0,2018.875,0.54,0.54,2.17,6.18,49.73,11.59,2.49,2369,13.76,4.44,3.68,2.28,1.84,15.38,5.53,13.76,13.22,8.02,22.75,16.03,21.78,88.08,1.08,23.29,2.49,0.33,0.43,0.43
423.0,1.8024444444444445,781.0,744.0,1.170722222222222,1724.0,947.0,1144.0,1929.0,488.0,1066.0,347.0,270.0,145.0,58.0,3386.0,1502.0,250,3576,1210,333,1.0057965843544736,82.0,53.0,78.0,223.0,6610.0,172.0,115.15333333333334,214.06666666666666,237.73333333333332,70.13333333333334,7683.0,26.533333333333335,637.0,2018.8666666666666,0.35,0.91,8.29,4.33,46.54,15.75,3.25,2370,13.87,4.52,3.51,1.89,0.75,19.55,5.51,12.33,10.17,9.68,22.44,14.89,25.11,86.03,2.24,6.35,2.9,1.07,0.69,1.02
32.0,1.7423809523809524,88.0,78.0,1.1210119047619047,271.0,100.0,243.0,341.0,70.0,208.0,55.0,26.0,16.0,6.0,579.0,269.0,24,633,126,85,0.9704963403797933,16.0,4.0,15.0,59.0,1016.0,24.0,115.34285714285714,635.0625,450.0,5.0,1155.0,7.142857142857143,36.0,2019.0,0.62,0.43,3.12,7.36,54.81,10.91,2.08,2371,18.01,4.76,2.25,1.39,0.52,23.29,2.77,8.66,7.62,6.75,23.46,21.04,29.52,87.97,2.08,6.06,5.11,1.39,0.35,1.3
219.0,1.8376767676767678,387.0,326.0,1.1886363636363635,1007.0,532.0,897.0,1383.0,200.0,774.0,190.0,161.0,69.0,35.0,2303.0,1069.0,168,2300,727,244,1.0082999251707336,92.0,25.0,44.0,162.0,4156.0,98.0,115.21515151515152,363.57575757575756,250.03030303030303,34.57575757575758,4742.0,20.78787878787879,351.90909090909093,2018.878787878788,0.44,0.73,7.42,5.15,48.5,15.33,3.54,2372,16.32,4.01,3.4,1.46,0.74,22.54,4.62,11.22,8.16,6.87,21.24,18.92,29.16,87.64,2.07,4.22,3.42,1.94,0.53,0.93
797.0,1.8446846846846845,1149.0,1339.0,1.1872747747747745,2429.0,1394.0,1286.0,1980.0,1343.0,1304.0,561.0,506.0,221.0,99.0,4416.0,1724.0,905,3855,2028,543,1.007508210287411,88.0,64.0,183.0,142.0,9337.0,260.0,115.03243243243243,402.55405405405406,335.47297297297297,127.70270270270271,10390.0,34.945945945945944,1184.7837837837837,2018.8108108108108,0.34,1.23,11.4,5.23,37.1,19.52,8.71,2380,12.55,5.4,4.87,2.13,0.95,16.59,7.67,13.42,11.06,12.89,23.38,12.38,19.06,89.87,2.5,12.93,1.37,0.85,0.62,1.76
74.0,1.6933333333333336,128.0,122.0,1.0237037037037036,305.0,150.0,210.0,213.0,151.0,164.0,69.0,54.0,21.0,11.0,498.0,178.0,60,509,219,67,0.8626473063973064,10.0,3.0,11.0,12.0,1074.0,20.0,115.64444444444445,728.2777777777778,450.0,5.0,1190.0,5.0,45.77777777777778,2019.2222222222222,0.42,0.42,3.85,5.63,42.77,18.4,5.04,2381,13.78,5.8,4.54,1.76,0.92,14.96,6.22,12.61,10.76,10.25,25.63,17.65,17.9,90.25,1.68,12.69,1.01,0.84,0.25,0.92
70.0,1.7651515151515154,172.0,104.0,1.0712878787878788,373.0,181.0,154.0,274.0,133.0,186.0,63.0,56.0,20.0,11.0,592.0,252.0,83,549,250,75,0.9002467860422406,11.0,7.0,12.0,13.0,1165.0,30.0,115.0909090909091,730.1704545454545,307.54545454545456,20.0,1322.0,5.0,149.36363636363637,2018.909090909091,0.38,1.51,11.3,5.67,41.53,18.91,6.28,2382,14.07,4.77,4.24,1.51,0.83,19.06,5.3,13.69,13.01,7.87,28.21,11.65,20.73,88.12,2.27,10.06,0.98,0.83,0.53,0.91
228.0,1.8507142857142858,269.0,316.0,1.1995833333333332,673.0,397.0,356.0,439.0,427.0,280.0,132.0,108.0,60.0,27.0,1150.0,538.0,138,923,476,150,1.0237887510940789,22.0,14.0,22.0,52.0,2239.0,40.0,115.09285714285714,722.5089285714286,366.42857142857144,10.357142857142858,2673.0,5.0,127.71428571428571,2018.857142857143,0.19,0.39,4.78,5.61,34.53,17.81,5.16,2388,10.48,4.94,4.04,2.24,1.01,20.13,8.53,14.85,10.06,11.82,25.18,13.32,16.42,83.76,1.5,15.97,1.95,0.82,0.52,0.82
620.0,1.7672916666666667,961.0,1029.0,1.1243229166666666,2192.0,1200.0,1210.0,1543.0,958.0,1142.0,427.0,417.0,196.0,76.0,3729.0,1465.0,620,3119,1835,441,0.969618868144819,65.0,53.0,132.0,120.0,7714.0,179.0,115.2625,347.53125,328.75,76.1875,8755.0,24.375,802.1875,2018.9375,0.28,0.87,9.16,5.04,35.63,20.96,7.08,2390,13.04,4.88,4.76,2.24,0.87,16.73,7.08,13.71,10.98,11.75,25.04,13.82,17.62,88.11,2.04,10.94,1.37,0.74,0.61,1.51
22.0,1.9492592592592592,75.0,43.0,1.2082407407407407,147.0,48.0,145.0,195.0,36.0,108.0,30.0,16.0,7.0,7.0,333.0,163.0,28,348,68,67,0.9733506944444444,6.0,12.0,4.0,34.0,593.0,14.0,114.88888888888889,730.8194444444445,450.0,5.0,669.0,5.0,20.0,2018.6666666666667,0.75,0.75,2.99,10.01,52.02,10.16,4.19,2395,16.14,4.48,2.39,1.05,1.05,24.36,3.29,7.17,11.21,6.43,21.97,21.67,29.15,88.64,2.09,5.38,5.08,0.9,1.79,0.6
29.0,1.5104166666666667,73.0,81.0,0.8899999999999999,190.0,116.0,124.0,245.0,134.0,126.0,43.0,34.0,8.0,8.0,419.0,192.0,36,433,98,54,0.8228803144146382,7.0,4.0,8.0,13.0,787.0,23.0,116.025,729.59375,450.0,5.0,856.0,5.0,20.0,2019.375,0.58,0.58,2.34,6.31,50.58,11.45,4.21,2396,14.72,5.02,3.97,0.93,0.93,22.43,3.39,13.55,8.53,9.46,22.2,14.49,28.62,91.94,2.69,15.65,1.52,0.82,0.47,0.93
794.0,1.7795238095238097,1165.0,1285.0,1.1393095238095239,2636.0,1357.0,1215.0,1623.0,2050.0,1183.0,573.0,410.0,213.0,80.0,4514.0,2051.0,663,3272,2179,471,0.9776867548435172,112.0,59.0,264.0,119.0,8582.0,291.0,115.10285714285715,296.6714285714286,257.0,117.62857142857143,10083.0,23.771428571428572,948.8285714285714,2018.8857142857144,0.24,1.17,9.41,4.67,32.45,21.61,6.58,2400,11.73,5.68,4.07,2.11,0.79,20.34,7.87,13.46,11.55,12.74,26.14,12.05,16.1,85.11,2.89,20.33,1.18,1.11,0.59,2.62
120.0,1.8323076923076924,189.0,157.0,1.1549358974358974,397.0,215.0,247.0,477.0,134.0,267.0,70.0,72.0,45.0,12.0,803.0,338.0,70,792,304,112,0.9676440775185652,12.0,6.0,20.0,22.0,1617.0,37.0,115.0923076923077,726.5096153846154,381.34615384615387,9.615384615384615,1789.0,5.0,85.76923076923077,2018.8461538461538,0.28,0.54,4.79,6.26,44.27,16.99,3.91,2402,14.92,3.91,4.02,2.52,0.67,18.89,6.71,12.02,10.56,8.78,22.19,13.81,26.66,90.39,2.07,7.49,1.23,0.67,0.34,1.12
52.0,1.7060000000000002,65.0,79.0,0.8875,166.0,114.0,98.0,132.0,51.0,101.0,36.0,37.0,20.0,3.0,302.0,110.0,19,321,99,33,0.72,5.0,0.0,10.0,9.0,637.0,14.0,115.28,737.075,450.0,5.0,720.0,5.0,20.0,2019.2,0.69,0.69,2.78,4.58,44.58,13.75,2.64,2403,14.03,5.0,5.14,2.78,0.42,15.28,7.22,15.83,9.03,10.97,23.06,13.61,18.33,88.47,1.94,7.08,1.25,0.69,0.0,1.39
74.0,1.7352380952380952,140.0,112.0,1.1079166666666667,424.0,182.0,266.0,643.0,93.0,323.0,67.0,49.0,27.0,16.0,891.0,413.0,43,933,270,102,0.9704963403797933,15.0,12.0,14.0,33.0,1628.0,24.0,115.22142857142856,643.8660714285714,405.0,8.214285714285714,1837.0,7.142857142857143,96.64285714285714,2018.9285714285713,0.39,0.45,5.26,5.55,50.79,14.7,2.34,2404,17.58,3.65,2.67,1.47,0.87,22.48,4.03,9.91,7.62,6.1,23.08,14.48,35.0,88.62,1.31,5.06,1.8,0.82,0.65,0.76
22.0,2.7433333333333336,53.0,54.0,2.05,146.0,84.0,83.0,75.0,34.0,63.0,21.0,15.0,12.0,3.0,224.0,107.0,37,145,124,47,1.5,3.0,0.0,11.0,0.0,446.0,13.0,114.2,711.75,450.0,5.0,512.0,5.0,5.0,2018.0,0.98,0.98,0.98,9.18,28.32,24.22,7.23,2405,12.3,4.1,2.93,2.34,0.59,20.9,4.3,16.41,10.35,10.55,28.52,16.21,14.65,87.11,2.54,6.64,0.0,0.59,0.0,2.15
89.0,1.6505555555555558,161.0,116.0,1.0434722222222221,272.0,181.0,121.0,98.0,560.0,95.0,42.0,50.0,16.0,29.0,388.0,148.0,33,454,102,54,0.9740256044047028,3.0,0.0,5.0,3.0,944.0,5.0,115.14999999999999,719.6041666666666,450.0,5.0,1027.0,5.0,20.0,2018.8333333333333,0.49,0.49,1.95,5.26,44.21,9.93,3.21,2409,9.25,4.09,4.87,1.56,2.82,14.41,8.67,17.62,15.68,11.3,26.48,11.78,9.54,91.92,0.49,54.53,0.29,0.29,0.0,0.49
