postcode,rkey,time_period,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2262,r128,2019 Q2,390.0,165.0,1836.0,0.0685,-0.1361,0.0263,-0.073
2263,r128,2019 Q2,360.0,293.0,2974.0,0.0,0.1673,0.0,0.0892
2264,r128,2019 Q2,385.0,129.0,1357.0,-0.0375,0.1622,-0.0128,-0.0227
2265,r128,2019 Q2,418.0,36.0,395.0,0.0987,-0.0769,0.0987,-0.027
2267,r128,2019 Q2,383.0,20.0,242.0,0.1591,0.5,-0.0437,-0.1818
2278,r128,2019 Q2,450.0,5.0,80.0,,,,
2280,r128,2019 Q2,400.0,174.0,1833.0,0.0256,0.0419,0.0127,0.1918
2281,r128,2019 Q2,413.0,74.0,977.0,0.0443,-0.1294,0.0313,-0.1685
2282,r128,2019 Q2,450.0,79.0,934.0,0.0465,-0.2404,0.0286,-0.2255
2283,r128,2019 Q2,380.0,136.0,1513.0,0.0,0.283,-0.0194,-0.0286
2284,r128,2019 Q2,410.0,79.0,839.0,0.025,0.1286,0.0789,-0.1684
2285,r128,2019 Q2,440.0,183.0,2202.0,0.0476,-0.1757,0.0667,-0.1029
2286,r128,2019 Q2,400.0,20.0,242.0,-0.0244,-0.2414,0.0526,-0.3333
2287,r128,2019 Q2,410.0,342.0,3302.0,0.0513,-0.2677,0.025,0.0556
2289,r128,2019 Q2,440.0,152.0,1548.0,-0.0276,-0.2245,0.0476,0.2459
2290,r128,2019 Q2,410.0,221.0,2480.0,-0.0353,-0.1195,0.025,-0.123
2291,r128,2019 Q2,450.0,139.0,1482.0,-0.027,-0.2278,0.0,-0.1146
2292,r128,2019 Q2,395.0,31.0,445.0,-0.0814,-0.38,-0.1222,0.6316
2293,r128,2019 Q2,500.0,46.0,535.0,0.0204,-0.2333,0.0417,-0.193
2294,r128,2019 Q2,455.0,20.0,340.0,0.046,-0.4211,-0.0521,-0.0833
2295,r128,2019 Q2,495.0,67.0,659.0,-0.01,-0.1829,0.0102,-0.1299
2296,r128,2019 Q2,440.0,33.0,379.0,-0.033,-0.3125,0.0173,-0.431
2297,r128,2019 Q2,490.0,20.0,239.0,0.0208,0.0,0.2895,-0.15
2298,r128,2019 Q2,365.0,137.0,1471.0,0.058,-0.4069,-0.0395,0.0538
2299,r128,2019 Q2,345.0,184.0,1633.0,0.0455,-0.2301,-0.0417,0.172
2300,r128,2019 Q2,430.0,334.0,2825.0,0.0238,-0.2392,0.0238,-0.0147
2302,r128,2019 Q2,450.0,20.0,222.0,0.0714,-0.08,-0.0625,-0.2581
2303,r128,2019 Q2,445.0,93.0,1048.0,-0.0111,-0.3162,0.0114,-0.0211
2304,r128,2019 Q2,400.0,190.0,2278.0,-0.0244,-0.2116,0.0,-0.0452
2305,r128,2019 Q2,400.0,106.0,1169.0,-0.1111,-0.1017,0.0,0.0291
2306,r128,2019 Q2,355.0,20.0,180.0,0.0758,0.3846,-0.007,0.2857
2307,r128,2019 Q2,355.0,60.0,483.0,-0.0839,-0.3182,-0.1125,-0.0323
2311,r128,2019 Q2,450.0,5.0,20.0,,,,
2312,r128,2019 Q2,450.0,5.0,84.0,,,,
2315,r128,2019 Q2,400.0,141.0,1512.0,0.0,0.0144,0.0063,-0.0342
2316,r128,2019 Q2,440.0,20.0,362.0,0.0732,0.0,-0.0222,-0.2432
2317,r128,2019 Q2,410.0,34.0,544.0,0.0513,-0.3585,0.038,-0.32
2318,r128,2019 Q2,480.0,68.0,652.0,0.0105,-0.0685,0.0667,0.0625
2319,r128,2019 Q2,380.0,65.0,624.0,0.0,-0.0441,0.0201,0.3542
2320,r128,2019 Q2,380.0,243.0,2812.0,0.027,0.0897,0.0,-0.1033
2321,r128,2019 Q2,430.0,129.0,1240.0,0.0,0.2404,0.0488,0.1217
2322,r128,2019 Q2,420.0,125.0,1228.0,-0.0233,0.2019,0.0,-0.1135
2323,r128,2019 Q2,360.0,220.0,2342.0,-0.027,0.1282,-0.0069,0.0891
2324,r128,2019 Q2,350.0,127.0,1821.0,0.0,-0.2395,0.037,-0.3022
2325,r128,2019 Q2,330.0,226.0,2565.0,0.0,0.0711,0.0313,-0.0044
2326,r128,2019 Q2,330.0,34.0,428.0,-0.0571,0.2593,0.0313,-0.1282
2327,r128,2019 Q2,340.0,60.0,825.0,0.0303,-0.0164,0.0968,-0.0625
2328,r128,2019 Q2,280.0,20.0,160.0,-0.1111,0.0,-0.0175,-0.0667
2329,r128,2019 Q2,245.0,20.0,135.0,-0.0073,0.1667,0.0426,0.3125
2330,r128,2019 Q2,380.0,141.0,1547.0,0.0133,-0.1242,0.0857,-0.1402
2333,r128,2019 Q2,350.0,186.0,1359.0,-0.0541,0.1553,0.0606,0.4762
2334,r128,2019 Q2,378.0,20.0,197.0,0.0786,0.2308,0.1103,0.0
2335,r128,2019 Q2,420.0,69.0,541.0,0.0244,0.1311,0.0633,0.3269
2336,r128,2019 Q2,280.0,20.0,136.0,-0.0968,0.2727,-0.2,0.2727
2337,r128,2019 Q2,305.0,56.0,554.0,-0.0469,0.0566,0.0167,-0.082
2338,r128,2019 Q2,450.0,5.0,78.0,,,,
2339,r128,2019 Q2,450.0,5.0,20.0,,,,
2340,r128,2019 Q2,320.0,541.0,5126.0,0.0323,0.0929,0.0159,-0.0768
2341,r128,2019 Q2,240.0,20.0,135.0,0.0,0.2727,0.0909,-0.0667
2342,r128,2019 Q2,450.0,5.0,5.0,,,,
2343,r128,2019 Q2,250.0,42.0,349.0,-0.0385,0.1351,0.0,0.05
2344,r128,2019 Q2,450.0,5.0,20.0,,,,
2345,r128,2019 Q2,450.0,5.0,20.0,,,,
2346,r128,2019 Q2,248.0,20.0,256.0,-0.1316,0.4118,-0.1161,0.2632
2347,r128,2019 Q2,450.0,5.0,103.0,,,,
2350,r128,2019 Q2,320.0,279.0,3155.0,0.0579,-0.3659,0.0667,-0.0346
2352,r128,2019 Q2,320.0,20.0,183.0,-0.0154,0.0556,0.0756,0.0556
2353,r128,2019 Q2,450.0,5.0,36.0,,,,
2354,r128,2019 Q2,220.0,20.0,126.0,0.0,-0.3889,-0.033,-0.3889
2355,r128,2019 Q2,450.0,5.0,20.0,,,,
2356,r128,2019 Q2,450.0,5.0,5.0,,,,
2357,r128,2019 Q2,200.0,20.0,222.0,-0.1667,0.2353,-0.1304,-0.16
2358,r128,2019 Q2,290.0,20.0,289.0,0.0545,0.3182,0.0741,-0.1212
2359,r128,2019 Q2,450.0,5.0,20.0,,,,
2360,r128,2019 Q2,290.0,170.0,1226.0,0.0,0.0429,0.0357,-0.0286
2361,r128,2019 Q2,450.0,5.0,36.0,,,,
2365,r128,2019 Q2,280.0,20.0,205.0,0.0182,0.2083,0.0,0.381
2369,r128,2019 Q2,450.0,5.0,20.0,,,,
2370,r128,2019 Q2,238.0,52.0,618.0,0.0326,-0.2877,0.0326,-0.4286
2371,r128,2019 Q2,450.0,5.0,37.0,,,,
2372,r128,2019 Q2,235.0,36.0,355.0,-0.1296,-0.122,-0.0208,0.0588
2379,r128,2019 Q2,450.0,5.0,5.0,,,,
2380,r128,2019 Q2,340.0,150.0,1166.0,-0.0145,0.087,0.0303,0.1111
2381,r128,2019 Q2,450.0,5.0,40.0,,,,
2382,r128,2019 Q2,300.0,20.0,148.0,0.0,-0.1739,0.0,0.0
2386,r128,2019 Q2,450.0,5.0,5.0,,,,
2388,r128,2019 Q2,450.0,5.0,117.0,,,,
2390,r128,2019 Q2,330.0,84.0,801.0,0.1,0.037,-0.0294,-0.0769
2395,r128,2019 Q2,450.0,5.0,20.0,,,,
2396,r128,2019 Q2,450.0,5.0,20.0,,,,
2397,r128,2019 Q2,450.0,5.0,5.0,,,,
2398,r128,2019 Q2,450.0,5.0,5.0,,,,
2399,r128,2019 Q2,450.0,5.0,5.0,,,,
2400,r128,2019 Q2,260.0,119.0,942.0,-0.0714,0.1442,-0.037,-0.1314
2401,r128,2019 Q2,450.0,5.0,5.0,,,,
2402,r128,2019 Q2,220.0,20.0,91.0,0.1,0.1818,-0.12,0.3
2403,r128,2019 Q2,450.0,5.0,20.0,,,,
2404,r128,2019 Q2,450.0,5.0,94.0,,,,
2405,r128,2019 Q2,450.0,5.0,5.0,,,,
2406,r128,2019 Q2,450.0,5.0,35.0,,,,
2408,r128,2019 Q2,450.0,5.0,5.0,,,,
2409,r128,2019 Q2,450.0,5.0,20.0,,,,
2410,r128,2019 Q2,450.0,5.0,5.0,,,,
2415,r128,2019 Q2,450.0,5.0,20.0,,,,
2420,r128,2019 Q2,350.0,20.0,229.0,0.1864,0.2273,0.0606,1.0769
2421,r128,2019 Q2,450.0,5.0,20.0,,,,
2422,r128,2019 Q2,265.0,42.0,431.0,0.0192,-0.0455,-0.0364,-0.0667
2423,r128,2019 Q2,355.0,20.0,148.0,-0.0719,0.2,0.0143,-0.3333
2424,r128,2019 Q2,450.0,5.0,5.0,,,,
2425,r128,2019 Q2,450.0,5.0,64.0,,,,
2426,r128,2019 Q2,450.0,5.0,20.0,,,,
2427,r128,2019 Q2,320.0,20.0,282.0,-0.0303,0.2609,0.0407,-0.275
2428,r128,2019 Q2,340.0,255.0,2396.0,-0.0286,0.1591,-0.0286,0.02
2429,r128,2019 Q2,320.0,34.0,488.0,0.0,-0.2093,-0.0303,-0.2444
2430,r128,2019 Q2,330.0,259.0,2720.0,0.0,0.1021,0.0313,0.1164
2431,r128,2019 Q2,350.0,55.0,541.0,0.0606,-0.1538,0.0,0.2222
2439,r128,2019 Q2,330.0,20.0,104.0,-0.1538,-0.0833,0.0185,0.0
2440,r128,2019 Q2,310.0,120.0,1617.0,-0.0312,-0.1946,0.0333,-0.2258
2441,r128,2019 Q2,315.0,20.0,205.0,0.05,1.4444,0.0862,0.0476
2443,r128,2019 Q2,340.0,55.0,702.0,0.0303,-0.1538,-0.0286,-0.1406
2444,r128,2019 Q2,390.0,528.0,5305.0,-0.0127,-0.147,0.013,-0.0294
2445,r128,2019 Q2,420.0,42.0,350.0,0.006,0.1667,0.1351,0.1351
2446,r128,2019 Q2,380.0,77.0,773.0,0.027,0.1324,0.0556,-0.0375
2447,r128,2019 Q2,350.0,43.0,410.0,0.0,0.1622,0.0294,0.0
2448,r128,2019 Q2,340.0,87.0,960.0,0.0625,-0.1553,0.0303,-0.1212
2449,r128,2019 Q2,450.0,5.0,90.0,,,,
2450,r128,2019 Q2,395.0,396.0,4292.0,-0.0125,-0.0198,0.0822,-0.0855
2452,r128,2019 Q2,390.0,100.0,1306.0,-0.025,-0.1736,0.0,-0.2701
2453,r128,2019 Q2,300.0,20.0,131.0,-0.0164,-0.1875,-0.0769,-0.0714
2454,r128,2019 Q2,400.0,56.0,468.0,0.0596,-0.0345,0.0127,0.12
2455,r128,2019 Q2,350.0,33.0,236.0,0.0769,0.5,0.0,0.65
2456,r128,2019 Q2,430.0,115.0,1106.0,-0.0337,0.0088,0.0488,-0.0574
2460,r128,2019 Q2,345.0,197.0,2330.0,-0.0143,0.1657,0.0781,0.0314
2462,r128,2019 Q2,390.0,20.0,181.0,-0.1702,0.5,-0.1186,1.1
2463,r128,2019 Q2,370.0,39.0,507.0,-0.0263,-0.2353,-0.0513,-0.48
2464,r128,2019 Q2,420.0,97.0,846.0,-0.0667,0.0778,-0.0175,0.0778
2465,r128,2019 Q2,450.0,5.0,20.0,,,,
2466,r128,2019 Q2,360.0,20.0,234.0,-0.0769,-0.0385,0.125,1.7778
2469,r128,2019 Q2,270.0,20.0,125.0,-0.2286,0.5714,-0.2895,2.6667
2470,r128,2019 Q2,320.0,71.0,1203.0,0.0323,-0.1647,0.0847,-0.3879
2471,r128,2019 Q2,450.0,5.0,121.0,,,,
2472,r128,2019 Q2,393.0,20.0,129.0,-0.0187,0.75,0.0329,0.0769
2473,r128,2019 Q2,400.0,45.0,472.0,-0.0123,-0.0217,0.1429,-0.0816
2474,r128,2019 Q2,300.0,38.0,381.0,0.0169,0.4615,0.0345,0.2667
2475,r128,2019 Q2,450.0,5.0,20.0,,,,
2476,r128,2019 Q2,450.0,5.0,20.0,,,,
2477,r128,2019 Q2,450.0,64.0,859.0,0.0651,-0.1579,0.125,0.0847
2478,r128,2019 Q2,480.0,278.0,2854.0,-0.04,0.0296,0.0435,0.0109
2479,r128,2019 Q2,655.0,44.0,333.0,0.0077,0.1282,0.0565,0.1
2480,r128,2019 Q2,360.0,294.0,3850.0,0.0,0.0034,0.0909,-0.0068
2481,r128,2019 Q2,690.0,152.0,1254.0,0.0615,0.4206,0.0615,0.2063
2482,r128,2019 Q2,550.0,48.0,495.0,0.0,0.0667,0.0891,0.1429
2483,r128,2019 Q2,550.0,94.0,1020.0,0.0,0.1605,0.0577,0.0
2484,r128,2019 Q2,420.0,100.0,1285.0,0.0244,-0.0991,0.05,-0.0991
2485,r128,2019 Q2,410.0,123.0,1945.0,-0.0296,-0.1575,0.025,-0.2931
2486,r128,2019 Q2,495.0,149.0,2004.0,0.0313,0.0136,0.0761,0.1203
2487,r128,2019 Q2,530.0,130.0,1209.0,-0.0536,0.04,-0.0783,0.0656
2488,r128,2019 Q2,470.0,31.0,322.0,-0.0053,-0.0312,0.033,0.069
2489,r128,2019 Q2,510.0,55.0,556.0,-0.0727,0.2222,0.1209,0.4474
2490,r128,2019 Q2,450.0,5.0,20.0,,,,
2500,r128,2019 Q2,420.0,681.0,7367.0,-0.0233,-0.3291,-0.0233,0.0149
2502,r128,2019 Q2,380.0,96.0,1183.0,0.0,-0.1111,0.0857,-0.1193
2505,r128,2019 Q2,320.0,66.0,622.0,-0.0588,0.9412,-0.0303,0.1786
2506,r128,2019 Q2,440.0,48.0,434.0,0.0864,0.2,0.0173,0.2632
2508,r128,2019 Q2,620.0,37.0,378.0,0.1273,-0.2128,0.0333,0.0
2515,r128,2019 Q2,620.0,68.0,744.0,-0.0236,-0.0811,0.0333,-0.1707
2516,r128,2019 Q2,550.0,20.0,294.0,0.0377,-0.069,0.028,0.0385
2517,r128,2019 Q2,510.0,73.0,765.0,0.0625,0.0429,0.0408,0.0282
2518,r128,2019 Q2,433.0,140.0,1749.0,0.0549,-0.0968,0.0422,-0.125
2519,r128,2019 Q2,425.0,138.0,1447.0,-0.0811,0.0299,-0.0761,0.0952
2520,r128,2019 Q2,450.0,5.0,5.0,,,,
2525,r128,2019 Q2,455.0,54.0,589.0,-0.0521,-0.1429,-0.0521,0.08
2526,r128,2019 Q2,450.0,57.0,695.0,0.0,-0.2875,-0.0217,-0.0172
2527,r128,2019 Q2,470.0,98.0,1170.0,0.0444,-0.2632,-0.0105,-0.0667
2528,r128,2019 Q2,420.0,167.0,1998.0,-0.0233,0.0245,0.05,0.1361
2529,r128,2019 Q2,520.0,193.0,1896.0,0.04,-0.0103,0.04,0.0604
2530,r128,2019 Q2,450.0,157.0,1733.0,0.0,0.1295,0.0,0.0979
2533,r128,2019 Q2,500.0,114.0,1006.0,-0.0148,0.0962,0.0,0.1875
2534,r128,2019 Q2,493.0,42.0,375.0,-0.015,-0.0667,-0.0248,-0.1429
2535,r128,2019 Q2,480.0,44.0,367.0,0.0,0.1579,0.0052,0.1579
2536,r128,2019 Q2,375.0,168.0,1665.0,0.0,0.1586,0.0417,-0.0667
2537,r128,2019 Q2,350.0,63.0,715.0,-0.0278,-0.1,0.0294,0.0161
2538,r128,2019 Q2,450.0,5.0,68.0,,,,
2539,r128,2019 Q2,385.0,126.0,1168.0,0.0405,0.1667,0.0405,0.1887
2540,r128,2019 Q2,380.0,307.0,3226.0,-0.013,0.0199,0.0,-0.1278
2541,r128,2019 Q2,350.0,230.0,2573.0,-0.0541,-0.1986,-0.0278,-0.0535
2545,r128,2019 Q2,450.0,5.0,20.0,,,,
2546,r128,2019 Q2,345.0,68.0,654.0,-0.0143,0.3333,0.0781,0.1525
2548,r128,2019 Q2,340.0,89.0,720.0,0.0303,0.023,0.0303,-0.0111
2549,r128,2019 Q2,340.0,20.0,153.0,-0.1905,0.4,0.0462,0.75
2550,r128,2019 Q2,350.0,86.0,918.0,0.0145,0.1944,0.0,-0.165
2551,r128,2019 Q2,330.0,20.0,289.0,-0.0435,0.2105,0.1282,0.15
2555,r128,2019 Q2,450.0,5.0,20.0,,,,
2556,r128,2019 Q2,450.0,5.0,129.0,,,,
2557,r128,2019 Q2,510.0,133.0,1007.0,0.0,0.1466,-0.0377,-0.0075
2558,r128,2019 Q2,390.0,59.0,629.0,-0.025,0.5128,-0.0488,-0.1194
2559,r128,2019 Q2,350.0,20.0,80.0,-0.2632,-0.0833,-0.2222,1.75
2560,r128,2019 Q2,380.0,676.0,6957.0,-0.05,-0.0865,-0.05,-0.0259
2563,r128,2019 Q2,450.0,5.0,36.0,,,,
2564,r128,2019 Q2,380.0,91.0,941.0,-0.0617,0.4219,-0.0256,0.0341
2565,r128,2019 Q2,450.0,229.0,1971.0,0.0,0.3086,0.0112,0.1804
2566,r128,2019 Q2,420.0,160.0,1695.0,0.05,0.1852,0.0,0.0738
2567,r128,2019 Q2,460.0,212.0,2227.0,-0.0213,-0.1167,-0.0213,-0.0093
2568,r128,2019 Q2,450.0,5.0,20.0,,,,
2569,r128,2019 Q2,450.0,5.0,20.0,,,,
2570,r128,2019 Q2,500.0,395.0,3199.0,0.0,-0.0199,-0.0385,0.0128
2571,r128,2019 Q2,450.0,63.0,550.0,-0.0909,0.2857,0.0227,0.2353
2572,r128,2019 Q2,458.0,20.0,218.0,0.0893,1.0,0.1159,0.5789
2573,r128,2019 Q2,405.0,59.0,476.0,-0.0182,0.2292,-0.069,0.0172
2574,r128,2019 Q2,450.0,32.0,239.0,0.0227,0.28,-0.0526,0.4545
2575,r128,2019 Q2,450.0,88.0,1032.0,-0.0625,-0.1373,-0.0625,-0.0638
2576,r128,2019 Q2,530.0,74.0,763.0,-0.045,-0.075,-0.0364,-0.1494
2577,r128,2019 Q2,480.0,86.0,877.0,0.0213,0.0361,0.0435,-0.0337
2578,r128,2019 Q2,400.0,20.0,129.0,-0.1111,-0.0714,0.0063,-0.2778
2579,r128,2019 Q2,430.0,20.0,148.0,0.1781,0.4286,0.0238,0.0526
2580,r128,2019 Q2,351.0,236.0,2262.0,0.0029,0.3409,0.0636,0.1185
2581,r128,2019 Q2,450.0,5.0,40.0,,,,
2582,r128,2019 Q2,378.0,42.0,492.0,0.1615,0.1667,0.0067,-0.16
2583,r128,2019 Q2,300.0,20.0,139.0,-0.0323,0.625,0.0526,-0.0714
2584,r128,2019 Q2,450.0,5.0,20.0,,,,
2585,r128,2019 Q2,450.0,5.0,5.0,,,,
2586,r128,2019 Q2,450.0,5.0,101.0,,,,
2587,r128,2019 Q2,450.0,5.0,108.0,,,,
2588,r128,2019 Q2,450.0,5.0,5.0,,,,
2590,r128,2019 Q2,250.0,51.0,462.0,-0.0385,0.2439,0.0204,0.0625
2594,r128,2019 Q2,260.0,101.0,1018.0,0.0,-0.0381,0.04,0.0412
2602,r128,2019 Q2,450.0,5.0,5.0,,,,
2604,r128,2019 Q2,450.0,5.0,5.0,,,,
2607,r128,2019 Q2,450.0,5.0,5.0,,,,
2611,r128,2019 Q2,450.0,5.0,5.0,,,,
2612,r128,2019 Q2,450.0,5.0,5.0,,,,
2614,r128,2019 Q2,450.0,5.0,5.0,,,,
2617,r128,2019 Q2,450.0,5.0,5.0,,,,
2618,r128,2019 Q2,450.0,5.0,20.0,,,,
2619,r128,2019 Q2,670.0,33.0,380.0,0.0984,-0.1316,0.1652,0.375
2620,r128,2019 Q2,363.0,336.0,3896.0,-0.0203,-0.0289,0.0069,-0.0845
2621,r128,2019 Q2,550.0,20.0,232.0,0.1,0.0,0.1,-0.2069
2622,r128,2019 Q2,440.0,20.0,178.0,0.2055,0.05,0.2571,0.1053
2623,r128,2019 Q2,450.0,5.0,32.0,,,,
2625,r128,2019 Q2,450.0,5.0,5.0,,,,
2626,r128,2019 Q2,450.0,5.0,5.0,,,,
2627,r128,2019 Q2,850.0,125.0,464.0,1.1795,2.2895,0.2143,-0.1135
2628,r128,2019 Q2,320.0,20.0,115.0,0.28,-0.2857,-0.0588,-0.375
2629,r128,2019 Q2,450.0,5.0,20.0,,,,
2630,r128,2019 Q2,300.0,83.0,658.0,0.0345,0.2029,0.1111,-0.1075
2631,r128,2019 Q2,450.0,5.0,5.0,,,,
2632,r128,2019 Q2,450.0,5.0,80.0,,,,
2633,r128,2019 Q2,450.0,5.0,5.0,,,,
2640,r128,2019 Q2,280.0,403.0,3922.0,-0.0667,-0.2324,0.0,-0.0882
2641,r128,2019 Q2,270.0,218.0,2173.0,0.0,-0.0311,0.0588,0.014
2642,r128,2019 Q2,298.0,20.0,145.0,-0.063,-0.3333,-0.0083,0.0667
2643,r128,2019 Q2,280.0,20.0,174.0,0.0,-0.3333,-0.0261,-0.4167
2644,r128,2019 Q2,180.0,20.0,91.0,0.0,0.1818,-0.1,0.3
2645,r128,2019 Q2,450.0,5.0,20.0,,,,
2646,r128,2019 Q2,220.0,41.0,513.0,-0.0833,-0.18,0.0476,-0.2545
2647,r128,2019 Q2,265.0,20.0,170.0,-0.0536,0.7857,0.0,0.4706
2648,r128,2019 Q2,450.0,5.0,128.0,,,,
2649,r128,2019 Q2,450.0,5.0,5.0,,,,
2650,r128,2019 Q2,310.0,562.0,6228.0,-0.0312,-0.2975,0.0333,-0.0787
2651,r128,2019 Q2,330.0,20.0,241.0,-0.0149,-0.0833,0.0645,-0.12
2652,r128,2019 Q2,270.0,20.0,110.0,0.08,0.375,-0.0182,-0.2143
2653,r128,2019 Q2,265.0,20.0,127.0,0.0,0.5625,-0.0185,0.3158
2655,r128,2019 Q2,450.0,5.0,20.0,,,,
2656,r128,2019 Q2,450.0,5.0,66.0,,,,
2658,r128,2019 Q2,450.0,5.0,62.0,,,,
2659,r128,2019 Q2,450.0,5.0,20.0,,,,
2660,r128,2019 Q2,450.0,5.0,73.0,,,,
2661,r128,2019 Q2,450.0,5.0,5.0,,,,
2663,r128,2019 Q2,300.0,20.0,387.0,0.1111,-0.6,0.2,-0.6486
2665,r128,2019 Q2,450.0,5.0,32.0,,,,
2666,r128,2019 Q2,265.0,20.0,325.0,0.06,-0.2222,0.0192,0.037
2668,r128,2019 Q2,450.0,5.0,5.0,,,,
2669,r128,2019 Q2,450.0,5.0,5.0,,,,
2671,r128,2019 Q2,255.0,20.0,253.0,0.0625,-0.2692,0.0515,-0.2692
2672,r128,2019 Q2,450.0,5.0,66.0,,,,
2675,r128,2019 Q2,250.0,20.0,80.0,0.0,0.3333,0.087,1.4
2680,r128,2019 Q2,320.0,195.0,2094.0,0.0,0.2112,0.0323,0.2112
2681,r128,2019 Q2,450.0,5.0,78.0,,,,
2700,r128,2019 Q2,220.0,38.0,366.0,0.0,0.027,-0.0435,-0.4648
2701,r128,2019 Q2,250.0,20.0,100.0,-0.1667,0.2222,-0.0741,0.1
2702,r128,2019 Q2,450.0,5.0,20.0,,,,
2703,r128,2019 Q2,450.0,5.0,33.0,,,,
2705,r128,2019 Q2,280.0,84.0,782.0,0.037,1.0488,0.12,0.0244
2706,r128,2019 Q2,450.0,5.0,89.0,,,,
2707,r128,2019 Q2,450.0,5.0,20.0,,,,
2710,r128,2019 Q2,240.0,88.0,750.0,0.0909,-0.102,0.2,0.0476
2711,r128,2019 Q2,195.0,20.0,206.0,0.013,-0.1111,-0.025,-0.36
2712,r128,2019 Q2,450.0,5.0,69.0,,,,
2713,r128,2019 Q2,195.0,20.0,175.0,-0.0488,-0.0435,0.4444,0.8333
2714,r128,2019 Q2,275.0,20.0,162.0,-0.0179,-0.0476,0.0185,-0.2
2715,r128,2019 Q2,450.0,5.0,87.0,,,,
2716,r128,2019 Q2,450.0,5.0,51.0,,,,
2717,r128,2019 Q2,450.0,5.0,64.0,,,,
2720,r128,2019 Q2,250.0,74.0,643.0,-0.1071,0.1563,-0.0385,0.1045
2721,r128,2019 Q2,450.0,5.0,5.0,,,,
2722,r128,2019 Q2,250.0,20.0,149.0,-0.0385,0.8889,0.0,0.3077
2725,r128,2019 Q2,450.0,5.0,5.0,,,,
2726,r128,2019 Q2,450.0,5.0,5.0,,,,
2727,r128,2019 Q2,450.0,5.0,5.0,,,,
2729,r128,2019 Q2,450.0,5.0,57.0,,,,
2730,r128,2019 Q2,450.0,5.0,52.0,,,,
2731,r128,2019 Q2,350.0,47.0,471.0,0.0606,-0.254,0.0606,-0.1455
2732,r128,2019 Q2,450.0,5.0,95.0,,,,
2733,r128,2019 Q2,450.0,5.0,20.0,,,,
2734,r128,2019 Q2,450.0,5.0,5.0,,,,
2735,r128,2019 Q2,450.0,5.0,5.0,,,,
2736,r128,2019 Q2,450.0,5.0,20.0,,,,
2737,r128,2019 Q2,450.0,5.0,20.0,,,,
2738,r128,2019 Q2,355.0,20.0,70.0,0.2241,2.0,0.0923,0.0909
2739,r128,2019 Q2,110.0,31.0,123.0,0.0,0.069,0.0,-0.1143
2745,r128,2019 Q2,490.0,175.0,1806.0,0.0,-0.0838,0.0,-0.0591
2747,r128,2019 Q2,400.0,560.0,5208.0,0.0,-0.046,-0.0476,0.0487
2748,r128,2019 Q2,450.0,5.0,79.0,,,,
2749,r128,2019 Q2,450.0,88.0,914.0,0.0112,0.0732,0.0,0.0353
2750,r128,2019 Q2,400.0,682.0,5781.0,0.0,-0.0087,-0.0476,0.1018
2752,r128,2019 Q2,405.0,20.0,174.0,-0.0581,-0.1111,0.0658,-0.0588
2753,r128,2019 Q2,420.0,121.0,1416.0,0.0,-0.0763,-0.0345,0.0168
2754,r128,2019 Q2,440.0,51.0,481.0,0.0476,-0.0556,0.0667,-0.0192
2756,r128,2019 Q2,420.0,211.0,2239.0,0.0,-0.0276,-0.0233,0.0765
2757,r128,2019 Q2,450.0,5.0,44.0,,,,
2758,r128,2019 Q2,423.0,20.0,197.0,0.0562,-0.12,0.0833,0.1579
2759,r128,2019 Q2,430.0,129.0,1405.0,-0.0171,-0.1623,-0.0549,0.0238
2760,r128,2019 Q2,380.0,467.0,4673.0,-0.0256,0.0988,-0.013,0.0962
2761,r128,2019 Q2,420.0,206.0,2214.0,-0.0455,0.1075,-0.0455,-0.0237
2762,r128,2019 Q2,550.0,163.0,1214.0,0.0138,-0.1598,-0.0179,-0.0791
2763,r128,2019 Q2,450.0,210.0,2319.0,-0.0217,-0.1102,-0.0816,-0.0367
2765,r128,2019 Q2,520.0,220.0,1692.0,0.04,0.0329,-0.0095,0.2088
2766,r128,2019 Q2,420.0,111.0,1216.0,-0.0233,0.2065,-0.0455,0.1684
2767,r128,2019 Q2,400.0,127.0,1338.0,-0.0643,0.0948,-0.1111,0.1981
2768,r128,2019 Q2,565.0,141.0,1479.0,-0.0088,0.0292,-0.0464,0.0846
2769,r128,2019 Q2,620.0,99.0,848.0,0.0,-0.1818,-0.0312,-0.0294
2770,r128,2019 Q2,350.0,510.0,5606.0,0.0,0.1359,-0.0278,0.1359
2773,r128,2019 Q2,545.0,20.0,256.0,-0.0091,-0.4828,0.1658,-0.3182
2774,r128,2019 Q2,448.0,34.0,560.0,-0.0479,-0.3818,-0.0773,-0.32
2775,r128,2019 Q2,450.0,5.0,66.0,,,,
2776,r128,2019 Q2,450.0,5.0,170.0,,,,
2777,r128,2019 Q2,455.0,72.0,812.0,-0.0109,-0.1325,-0.0109,0.4118
2778,r128,2019 Q2,395.0,20.0,79.0,-0.1319,1.0,-0.0424,0.5
2779,r128,2019 Q2,395.0,20.0,242.0,-0.0595,-0.4138,-0.0366,-0.1053
2780,r128,2019 Q2,400.0,141.0,1455.0,-0.0244,0.175,-0.0244,0.0292
2782,r128,2019 Q2,460.0,20.0,398.0,0.0222,-0.2222,0.0,-0.2432
2783,r128,2019 Q2,380.0,20.0,182.0,-0.1111,-0.4231,-0.0952,0.3636
