postcode,skey,time_period,year,quarter,dwelling_type,median_price,mean_price,sales_no,Qdelta_median,Adelta_median,Qdelta_count,Adelta_count,rkey,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2067,s122,2017 Q3,2017,Q3,Non Strata,2187.999,2277.3570714,20.0,-0.0487,-0.0404,-0.1765,-0.2222,r121,667.5,414.0,4286.0,0.0269,0.1011,,
2067,s122,2017 Q3,2017,Q3,Strata,1069.0,1136.9080645,62.0,0.069,0.1253,-0.1948,-0.2152,r121,667.5,414.0,4286.0,0.0269,0.1011,,
2068,s122,2017 Q3,2017,Q3,Total,2225.0,2092.337431,58.0,-0.0209,0.1352,-0.2368,-0.1471,r121,800.0,129.0,1319.0,0.0959,0.3871,,
2068,s122,2017 Q3,2017,Q3,Non Strata,2572.0,2688.2781842,38.0,0.0611,0.0945,-0.3448,-0.1915,r121,800.0,129.0,1319.0,0.0959,0.3871,,
2068,s122,2017 Q3,2017,Q3,Strata,958.0,960.05,20.0,0.1107,0.0213,0.1111,-0.0476,r121,800.0,129.0,1319.0,0.0959,0.3871,,
2069,s122,2017 Q3,2017,Q3,Total,1502.5,1803.8148,60.0,-0.3976,-0.1834,0.0,0.1321,r121,686.0,70.0,866.0,-0.0165,-0.1463,,
2069,s122,2017 Q3,2017,Q3,Non Strata,2725.0,2797.6388571,20.0,-0.0275,0.2616,-0.3171,-0.2432,r121,686.0,70.0,866.0,-0.0165,-0.1463,,
2069,s122,2017 Q3,2017,Q3,Strata,840.0,934.21875,32.0,-0.3,0.012,0.6842,1.0,r121,686.0,70.0,866.0,-0.0165,-0.1463,,
2070,s122,2017 Q3,2017,Q3,Total,2060.0,2122.5852972,37.0,0.2335,0.1394,-0.1778,-0.2292,r121,700.0,94.0,956.0,-0.021,-0.0784,,
2070,s122,2017 Q3,2017,Q3,Non Strata,2705.0,2884.0298181,20.0,0.0208,0.1761,0.0,-0.3125,r121,700.0,94.0,956.0,-0.021,-0.0784,,
2070,s122,2017 Q3,2017,Q3,Strata,940.0,1005.8,20.0,-0.0693,0.0135,-0.3478,-0.0625,r121,700.0,94.0,956.0,-0.021,-0.0784,,
2071,s122,2017 Q3,2017,Q3,Total,1875.0,2058.9756756,37.0,-0.2155,-0.0564,-0.4308,-0.2128,r121,695.0,86.0,973.0,0.0109,-0.1887,,
2071,s122,2017 Q3,2017,Q3,Non Strata,2730.0,3005.5263157,20.0,-0.0336,0.103,-0.5476,-0.4062,r121,695.0,86.0,973.0,0.0109,-0.1887,,
2071,s122,2017 Q3,2017,Q3,Strata,1020.0,1059.8388888000002,20.0,0.0099,0.1087,-0.2174,0.2,r121,695.0,86.0,973.0,0.0109,-0.1887,,
2072,s122,2017 Q3,2017,Q3,Total,883.0,1272.1351351,37.0,-0.159,-0.2902,-0.2128,0.1563,r121,665.0,119.0,859.0,0.0076,0.803,,
2072,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,665.0,119.0,859.0,0.0076,0.803,,
2072,s122,2017 Q3,2017,Q3,Strata,781.0,842.074074,20.0,-0.11,-0.1384,-0.1,0.5,r121,665.0,119.0,859.0,0.0076,0.803,,
2073,s122,2017 Q3,2017,Q3,Total,1850.0,1819.6479538,65.0,-0.1667,0.0547,0.0656,-0.0441,r121,750.0,72.0,811.0,-0.0625,0.1613,,
2073,s122,2017 Q3,2017,Q3,Non Strata,2006.5,2082.30634,50.0,-0.1462,-0.0283,-0.0566,-0.0741,r121,750.0,72.0,811.0,-0.0625,0.1613,,
2073,s122,2017 Q3,2017,Q3,Strata,895.0,944.12,20.0,-0.0272,0.0199,0.875,0.0714,r121,750.0,72.0,811.0,-0.0625,0.1613,,
2074,s122,2017 Q3,2017,Q3,Total,1850.0,1982.1729411,85.0,-0.016,0.0947,0.0119,-0.1584,r121,650.0,118.0,1109.0,-0.0714,0.2041,,
2074,s122,2017 Q3,2017,Q3,Non Strata,1910.0,2230.3537313,67.0,-0.0916,0.0053,0.0469,-0.1067,r121,650.0,118.0,1109.0,-0.0714,0.2041,,
2074,s122,2017 Q3,2017,Q3,Strata,942.5,1058.3888888,20.0,0.0134,-0.1896,-0.1,-0.3077,r121,650.0,118.0,1109.0,-0.0714,0.2041,,
2075,s122,2017 Q3,2017,Q3,Total,1855.0,1889.9597222,72.0,-0.0185,0.0718,-0.2577,-0.3571,r121,735.0,109.0,1066.0,-0.02,0.0583,,
2075,s122,2017 Q3,2017,Q3,Non Strata,2112.5,2284.1458333,48.0,0.006,0.106,-0.2131,-0.3766,r121,735.0,109.0,1066.0,-0.02,0.0583,,
2075,s122,2017 Q3,2017,Q3,Strata,1052.5,1101.5875,20.0,0.0499,0.144,-0.3333,-0.3143,r121,735.0,109.0,1066.0,-0.02,0.0583,,
2076,s122,2017 Q3,2017,Q3,Total,1754.0,1882.4444444,54.0,0.063,0.2309,-0.3415,-0.5221,r121,655.0,116.0,1215.0,-0.0576,0.1262,,
2076,s122,2017 Q3,2017,Q3,Non Strata,1840.0,2149.7209302,43.0,-0.0695,0.1152,-0.3281,-0.4416,r121,655.0,116.0,1215.0,-0.0576,0.1262,,
2076,s122,2017 Q3,2017,Q3,Strata,786.0,837.6363636000001,20.0,,,,,r121,655.0,116.0,1215.0,-0.0576,0.1262,,
2077,s122,2017 Q3,2017,Q3,Total,730.0,846.0783526,190.0,-0.0369,-0.0007,-0.0995,-0.1121,r121,520.0,571.0,5465.0,0.0196,0.2831,,
2077,s122,2017 Q3,2017,Q3,Non Strata,1350.0,1306.0461333,45.0,-0.0128,0.1016,-0.25,-0.2742,r121,520.0,571.0,5465.0,0.0196,0.2831,,
2077,s122,2017 Q3,2017,Q3,Strata,703.0,703.329731,145.0,0.0043,0.0493,-0.0397,-0.0461,r121,520.0,571.0,5465.0,0.0196,0.2831,,
2079,s122,2017 Q3,2017,Q3,Total,1200.0,1093.9543703000002,20.0,-0.0164,0.1645,0.8,0.35,r121,550.0,20.0,287.0,-0.0795,0.0,,
2079,s122,2017 Q3,2017,Q3,Non Strata,1220.0,1203.7032379999998,20.0,0.0,0.1675,0.4,0.2353,r121,550.0,20.0,287.0,-0.0795,0.0,,
2079,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,550.0,20.0,287.0,-0.0795,0.0,,
2080,s122,2017 Q3,2017,Q3,Total,675.25,675.25,5.0,,,,,r121,450.0,5.0,56.0,,0.0,,
2080,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,450.0,5.0,56.0,,0.0,,
2081,s122,2017 Q3,2017,Q3,Total,1137.5,1120.625,20.0,-0.0501,0.1974,-0.3333,-0.25,r121,620.0,20.0,213.0,0.0164,0.0,,
2081,s122,2017 Q3,2017,Q3,Non Strata,1137.5,1120.625,20.0,-0.0501,0.1974,-0.3333,-0.25,r121,620.0,20.0,213.0,0.0164,0.0,,
2082,s122,2017 Q3,2017,Q3,Total,675.25,675.25,5.0,,,,,r121,622.5,20.0,174.0,0.0921,-0.2632,,
2082,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,622.5,20.0,174.0,0.0921,-0.2632,,
2083,s122,2017 Q3,2017,Q3,Total,675.25,675.25,5.0,,,,,r121,600.0,20.0,143.0,0.3043,-0.3529,,
2083,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,600.0,20.0,143.0,0.3043,-0.3529,,
2084,s122,2017 Q3,2017,Q3,Total,675.25,675.25,5.0,,,,,r121,450.0,5.0,132.0,,-0.1818,,
2084,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,450.0,5.0,132.0,,-0.1818,,
2085,s122,2017 Q3,2017,Q3,Total,1520.0,1322.3714285,35.0,-0.0165,0.0201,-0.1667,0.2069,r121,995.0,20.0,317.0,0.0815,0.3043,,
2085,s122,2017 Q3,2017,Q3,Non Strata,1634.0,1612.625,20.0,0.004,0.0638,-0.25,0.0,r121,995.0,20.0,317.0,0.0815,0.3043,,
2085,s122,2017 Q3,2017,Q3,Strata,775.0,689.090909,20.0,,,,,r121,995.0,20.0,317.0,0.0815,0.3043,,
2086,s122,2017 Q3,2017,Q3,Total,1650.0,1700.84,20.0,0.003,0.1141,-0.3243,-0.1935,r121,895.0,57.0,525.0,0.0113,0.0556,,
2086,s122,2017 Q3,2017,Q3,Non Strata,1650.0,1700.84,20.0,0.003,0.1141,-0.3243,-0.1935,r121,895.0,57.0,525.0,0.0113,0.0556,,
2087,s122,2017 Q3,2017,Q3,Total,1700.0,1631.5833333,20.0,-0.071,0.0687,0.0,-0.4167,r121,907.5,34.0,562.0,0.1344,-0.3585,,
2087,s122,2017 Q3,2017,Q3,Non Strata,1702.0,1706.7368421,20.0,-0.075,0.0699,-0.05,-0.4722,r121,907.5,34.0,562.0,0.1344,-0.3585,,
2087,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,907.5,34.0,562.0,0.1344,-0.3585,,
2088,s122,2017 Q3,2017,Q3,Total,1350.0,2271.4696303,165.0,-0.38,-0.3156,0.0443,0.0855,r121,680.0,393.0,4146.0,0.0112,-0.0598,,
2088,s122,2017 Q3,2017,Q3,Non Strata,3964.5,4387.4924821,56.0,0.1059,0.0238,-0.1111,-0.2,r121,680.0,393.0,4146.0,0.0112,-0.0598,,
2088,s122,2017 Q3,2017,Q3,Strata,1001.0,1184.3386238,109.0,-0.1927,0.0735,0.1474,0.3293,r121,680.0,393.0,4146.0,0.0112,-0.0598,,
2089,s122,2017 Q3,2017,Q3,Total,1125.0,1265.0355068,73.0,-0.0044,0.125,0.0139,0.058,r121,600.0,289.0,3213.0,-0.0123,0.1202,,
2089,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,600.0,289.0,3213.0,-0.0123,0.1202,,
2089,s122,2017 Q3,2017,Q3,Strata,1025.0,1127.7248125,64.0,-0.0553,0.0545,0.0159,0.0,r121,600.0,289.0,3213.0,-0.0123,0.1202,,
2090,s122,2017 Q3,2017,Q3,Total,1206.0,1386.3521126,71.0,-0.2092,-0.1149,-0.0897,-0.1341,r121,677.0,238.0,2734.0,0.003,0.2143,,
2090,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,677.0,238.0,2734.0,0.003,0.2143,,
2090,s122,2017 Q3,2017,Q3,Strata,1150.5,1146.5,62.0,-0.0608,0.0531,0.0164,-0.0312,r121,677.0,238.0,2734.0,0.003,0.2143,,
2092,s122,2017 Q3,2017,Q3,Total,2500.0,2430.3409655,20.0,-0.1639,0.2684,0.0741,0.0,r121,1075.0,34.0,349.0,-0.1569,-0.1053,,
2092,s122,2017 Q3,2017,Q3,Non Strata,2570.0,2535.9217777,20.0,-0.1594,0.3039,0.125,-0.069,r121,1075.0,34.0,349.0,-0.1569,-0.1053,,
2092,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,1075.0,34.0,349.0,-0.1569,-0.1053,,
2093,s122,2017 Q3,2017,Q3,Total,1850.0,1952.047619,105.0,0.1746,0.2715,0.117,0.0396,r121,650.0,199.0,2244.0,-0.1034,-0.0657,,
2093,s122,2017 Q3,2017,Q3,Non Strata,2255.0,2418.5517241,58.0,-0.0077,0.1,0.381,0.1837,r121,650.0,199.0,2244.0,-0.1034,-0.0657,,
2093,s122,2017 Q3,2017,Q3,Strata,1350.0,1376.3617021,47.0,0.4811,0.5084,-0.0962,-0.0962,r121,650.0,199.0,2244.0,-0.1034,-0.0657,,
2094,s122,2017 Q3,2017,Q3,Total,1475.0,1660.06,20.0,-0.0232,-0.102,-0.1379,0.1364,r121,750.0,97.0,890.0,-0.0132,0.1548,,
2094,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,750.0,97.0,890.0,-0.0132,0.1548,,
2094,s122,2017 Q3,2017,Q3,Strata,1318.0,1271.75,20.0,0.0297,-0.0237,-0.2174,0.2,r121,750.0,97.0,890.0,-0.0132,0.1548,,
2095,s122,2017 Q3,2017,Q3,Total,1570.0,1814.4671428,105.0,0.0185,0.2922,0.3816,0.0714,r121,730.0,425.0,3940.0,0.0,0.0982,,
2095,s122,2017 Q3,2017,Q3,Non Strata,3415.0,3553.0,20.0,0.1574,0.1289,0.3333,0.4545,r121,730.0,425.0,3940.0,0.0,0.0982,,
2095,s122,2017 Q3,2017,Q3,Strata,1370.0,1501.9219101,89.0,0.0538,0.1417,0.3906,0.023,r121,730.0,425.0,3940.0,0.0,0.0982,,
2096,s122,2017 Q3,2017,Q3,Total,962.5,1380.5441911,68.0,-0.0228,0.1127,0.0149,0.1724,r121,620.0,253.0,2324.0,-0.012,0.0905,,
2096,s122,2017 Q3,2017,Q3,Non Strata,2615.0,2612.3611666,20.0,0.0175,0.3113,0.0588,0.125,r121,620.0,253.0,2324.0,-0.012,0.0905,,
2096,s122,2017 Q3,2017,Q3,Strata,860.0,937.09008,50.0,-0.0802,0.1271,0.0,0.1905,r121,620.0,253.0,2324.0,-0.012,0.0905,,
2097,s122,2017 Q3,2017,Q3,Total,1600.0,1636.6296296,54.0,0.0526,0.0702,0.1489,-0.069,r121,600.0,117.0,1256.0,-0.0361,0.125,,
2097,s122,2017 Q3,2017,Q3,Non Strata,2115.0,2202.1071428,20.0,0.1044,0.3219,0.0769,-0.3,r121,600.0,117.0,1256.0,-0.0361,0.125,,
2097,s122,2017 Q3,2017,Q3,Strata,907.0,1027.6538461,20.0,-0.0377,0.0559,0.2381,0.4444,r121,600.0,117.0,1256.0,-0.0361,0.125,,
2099,s122,2017 Q3,2017,Q3,Total,950.0,1220.0318011,171.0,-0.0404,0.0734,-0.0229,0.1032,r121,570.0,474.0,5074.0,-0.0172,0.0847,,
2099,s122,2017 Q3,2017,Q3,Non Strata,1820.0,1914.7338709,62.0,0.0753,0.2613,0.0,0.3191,r121,570.0,474.0,5074.0,-0.0172,0.0847,,
2099,s122,2017 Q3,2017,Q3,Strata,800.0,824.8801651,109.0,-0.0419,0.094,-0.0354,0.0093,r121,570.0,474.0,5074.0,-0.0172,0.0847,,
2100,s122,2017 Q3,2017,Q3,Total,1550.0,1456.8863636,66.0,0.0333,0.1273,0.1186,-0.0294,r121,637.5,152.0,1311.0,-0.0485,0.2358,,
2100,s122,2017 Q3,2017,Q3,Non Strata,1659.5,1669.0625,48.0,-0.0063,0.1082,0.2632,0.0909,r121,637.5,152.0,1311.0,-0.0485,0.2358,,
2100,s122,2017 Q3,2017,Q3,Strata,915.0,891.0833333,20.0,0.0421,0.2534,-0.1429,-0.25,r121,637.5,152.0,1311.0,-0.0485,0.2358,,
2101,s122,2017 Q3,2017,Q3,Total,1187.5,1288.9777777,90.0,-0.0613,-0.1021,0.2,0.4516,r121,640.0,195.0,1826.0,0.0159,0.2745,,
2101,s122,2017 Q3,2017,Q3,Non Strata,1580.0,1625.7702702,37.0,-0.0595,0.0533,0.0,0.0278,r121,640.0,195.0,1826.0,0.0159,0.2745,,
2101,s122,2017 Q3,2017,Q3,Strata,900.0,1053.8584905,53.0,-0.027,0.009,0.3947,1.0385,r121,640.0,195.0,1826.0,0.0159,0.2745,,
2102,s122,2017 Q3,2017,Q3,Total,1235.0,1393.7647058,34.0,0.0378,0.0106,0.1333,-0.0286,r121,750.0,42.0,469.0,0.0,-0.16,,
2102,s122,2017 Q3,2017,Q3,Non Strata,1637.5,1764.3125,20.0,-0.0751,0.0565,0.3333,-0.0588,r121,750.0,42.0,469.0,0.0,-0.16,,
2102,s122,2017 Q3,2017,Q3,Strata,1065.0,1064.3888888,20.0,-0.0093,0.0725,0.0,0.0,r121,750.0,42.0,469.0,0.0,-0.16,,
2103,s122,2017 Q3,2017,Q3,Total,1625.0,1588.1470588,34.0,0.1017,0.1905,-0.1707,-0.2444,r121,620.0,86.0,937.0,-0.0462,0.3438,,
2103,s122,2017 Q3,2017,Q3,Non Strata,1853.5,1993.4444444,20.0,0.0877,0.2357,-0.1429,-0.2174,r121,620.0,86.0,937.0,-0.0462,0.3438,,
2103,s122,2017 Q3,2017,Q3,Strata,1075.0,1132.1875,20.0,0.2011,0.0644,-0.2,-0.2727,r121,620.0,86.0,937.0,-0.0462,0.3438,,
2104,s122,2017 Q3,2017,Q3,Total,2120.0,2190.4545454000004,20.0,,,,,r121,450.0,5.0,72.0,,0.4,,
2104,s122,2017 Q3,2017,Q3,Non Strata,2120.0,2190.4545454000004,20.0,,,,,r121,450.0,5.0,72.0,,0.4,,
2105,s122,2017 Q3,2017,Q3,Total,675.25,675.25,5.0,,,,,r121,450.0,5.0,90.0,,0.0,,
2105,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,450.0,5.0,90.0,,0.0,,
2106,s122,2017 Q3,2017,Q3,Total,1315.0,1623.3433200000002,50.0,-0.1233,-0.0607,0.0638,0.2821,r121,600.0,83.0,889.0,-0.0323,0.0,,
2106,s122,2017 Q3,2017,Q3,Non Strata,2041.5,2223.9166428,20.0,-0.0876,0.266,0.0769,0.4,r121,600.0,83.0,889.0,-0.0323,0.0,,
2106,s122,2017 Q3,2017,Q3,Strata,817.5,858.9772727,20.0,-0.0382,-0.1825,0.0476,0.1579,r121,600.0,83.0,889.0,-0.0323,0.0,,
2107,s122,2017 Q3,2017,Q3,Total,1637.0,1743.347826,69.0,-0.0371,0.129,0.0952,0.0952,r121,787.5,58.0,805.0,-0.0156,-0.3895,,
2107,s122,2017 Q3,2017,Q3,Non Strata,1800.0,2018.3818181,55.0,0.0056,0.125,0.0,0.1224,r121,787.5,58.0,805.0,-0.0156,-0.3895,,
2107,s122,2017 Q3,2017,Q3,Strata,695.0,662.8571428,20.0,-0.2732,-0.1285,0.75,0.0,r121,787.5,58.0,805.0,-0.0156,-0.3895,,
2108,s122,2017 Q3,2017,Q3,Total,1900.0,2438.125,20.0,-0.05,0.0201,-0.0588,0.0,r121,450.0,5.0,137.0,,-0.375,,
2108,s122,2017 Q3,2017,Q3,Non Strata,1750.0,2514.2307692,20.0,-0.1358,-0.0604,-0.1875,-0.1875,r121,450.0,5.0,137.0,,-0.375,,
2108,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,450.0,5.0,137.0,,-0.375,,
2110,s122,2017 Q3,2017,Q3,Total,1855.0,1856.6526315,38.0,-0.2335,-0.0748,0.1875,-0.1739,r121,700.0,49.0,578.0,0.129,0.0889,,
2110,s122,2017 Q3,2017,Q3,Non Strata,2575.0,2763.625,20.0,-0.1557,-0.0636,-0.0588,-0.36,r121,700.0,49.0,578.0,0.129,0.0889,,
2110,s122,2017 Q3,2017,Q3,Strata,960.0,1197.0363636,20.0,-0.1542,0.0435,0.4667,0.0476,r121,700.0,49.0,578.0,0.129,0.0889,,
2111,s122,2017 Q3,2017,Q3,Total,1407.5,1536.1477272000002,66.0,0.6031,0.5682,-0.2235,0.3469,r121,500.0,211.0,1821.0,-0.0385,0.4257,,
2111,s122,2017 Q3,2017,Q3,Non Strata,2312.5,2343.1666666,20.0,-0.0013,0.2776,-0.0625,0.5789,r121,500.0,211.0,1821.0,-0.0385,0.4257,,
2111,s122,2017 Q3,2017,Q3,Strata,750.0,863.6319444000001,36.0,0.0638,0.0791,-0.3208,0.2,r121,500.0,211.0,1821.0,-0.0385,0.4257,,
2112,s122,2017 Q3,2017,Q3,Total,900.0,1260.3418993,149.0,-0.0955,-0.011,0.0136,-0.1437,r121,560.0,397.0,4217.0,0.0,-0.1332,,
2112,s122,2017 Q3,2017,Q3,Non Strata,1900.0,2098.5277777,54.0,0.1124,0.211,-0.129,-0.2286,r121,560.0,397.0,4217.0,0.0,-0.1332,,
2112,s122,2017 Q3,2017,Q3,Strata,700.0,783.8994,95.0,0.0219,-0.0457,0.1176,-0.0865,r121,560.0,397.0,4217.0,0.0,-0.1332,,
2113,s122,2017 Q3,2017,Q3,Total,915.0,1176.8370101,99.0,0.0439,0.0167,-0.0294,0.1379,r121,560.0,285.0,2682.0,-0.0088,-0.0273,,
2113,s122,2017 Q3,2017,Q3,Non Strata,1820.5,1834.65,20.0,0.04,0.2096,-0.2857,0.1111,r121,560.0,285.0,2682.0,-0.0088,-0.0273,,
2113,s122,2017 Q3,2017,Q3,Strata,740.0,890.8313623,69.0,0.002,-0.0864,0.15,0.15,r121,560.0,285.0,2682.0,-0.0088,-0.0273,,
2114,s122,2017 Q3,2017,Q3,Total,678.0,950.2376288,97.0,-0.2339,-0.1953,-0.1709,0.1548,r121,500.0,334.0,3720.0,0.0638,0.1886,,
2114,s122,2017 Q3,2017,Q3,Non Strata,1725.0,1750.18,20.0,-0.024,0.1735,-0.2187,-0.1935,r121,500.0,334.0,3720.0,0.0638,0.1886,,
2114,s122,2017 Q3,2017,Q3,Strata,637.5,672.4798611,72.0,-0.1612,-0.0893,-0.1529,0.3585,r121,500.0,334.0,3720.0,0.0638,0.1886,,
2115,s122,2017 Q3,2017,Q3,Total,1290.0,1295.6844443999998,45.0,0.0,0.075,0.0976,0.0714,r121,550.0,82.0,766.0,-0.0179,-0.1183,,
2115,s122,2017 Q3,2017,Q3,Non Strata,1327.5,1374.7973684,38.0,-0.0408,0.0502,0.1875,0.1875,r121,550.0,82.0,766.0,-0.0179,-0.1183,,
2115,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,550.0,82.0,766.0,-0.0179,-0.1183,,
2116,s122,2017 Q3,2017,Q3,Total,1080.0,989.1111111,20.0,-0.0182,0.2297,0.0,0.2273,r121,510.0,43.0,471.0,0.02,-0.0227,,
2116,s122,2017 Q3,2017,Q3,Non Strata,1355.0,1314.8,20.0,0.1245,0.322,-0.1176,0.25,r121,510.0,43.0,471.0,0.02,-0.0227,,
2116,s122,2017 Q3,2017,Q3,Strata,537.5,582.0,20.0,-0.166,-0.2682,0.2,0.2,r121,510.0,43.0,471.0,0.02,-0.0227,,
2117,s122,2017 Q3,2017,Q3,Total,1001.0,1075.2870128,78.0,-0.1862,-0.0118,-0.0714,-0.0714,r121,530.0,145.0,1610.0,0.0392,-0.0823,,
2117,s122,2017 Q3,2017,Q3,Non Strata,1370.0,1327.6110681,44.0,-0.0453,0.1913,-0.0833,-0.0833,r121,530.0,145.0,1610.0,0.0392,-0.0823,,
2117,s122,2017 Q3,2017,Q3,Strata,727.5,748.75,34.0,0.0139,0.0246,-0.0556,-0.0556,r121,530.0,145.0,1610.0,0.0392,-0.0823,,
2118,s122,2017 Q3,2017,Q3,Total,900.0,1067.3232077,77.0,-0.162,0.0227,-0.2524,-0.2804,r121,540.0,231.0,2094.0,0.0,-0.0128,,
2118,s122,2017 Q3,2017,Q3,Non Strata,1410.0,1475.0802222,36.0,-0.06,-0.0035,-0.122,-0.3077,r121,540.0,231.0,2094.0,0.0,-0.0128,,
2118,s122,2017 Q3,2017,Q3,Strata,685.0,709.2926585,41.0,-0.0975,0.0103,-0.3387,-0.2545,r121,540.0,231.0,2094.0,0.0,-0.0128,,
2119,s122,2017 Q3,2017,Q3,Total,1645.5,1712.5,20.0,-0.0909,-0.0176,-0.3488,-0.3636,r121,640.0,70.0,490.0,-0.0791,0.3462,,
2119,s122,2017 Q3,2017,Q3,Non Strata,1700.0,1875.0869565,20.0,-0.1123,-0.0258,-0.3611,-0.3429,r121,640.0,70.0,490.0,-0.0791,0.3462,,
2119,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,640.0,70.0,490.0,-0.0791,0.3462,,
2120,s122,2017 Q3,2017,Q3,Total,1455.0,1364.7693548000002,62.0,0.0948,0.1484,-0.1143,-0.1733,r121,630.0,123.0,1080.0,0.008,0.2947,,
2120,s122,2017 Q3,2017,Q3,Non Strata,1510.0,1520.9081632,49.0,0.0321,0.1527,-0.0926,-0.1404,r121,630.0,123.0,1080.0,0.008,0.2947,,
2120,s122,2017 Q3,2017,Q3,Strata,747.0,776.2461538,20.0,-0.1065,-0.1924,-0.1875,-0.2778,r121,630.0,123.0,1080.0,0.008,0.2947,,
2121,s122,2017 Q3,2017,Q3,Total,925.0,1231.2818421,95.0,-0.0365,-0.0024,-0.4136,-0.3116,r121,600.0,281.0,2565.0,0.0,0.0369,,
2121,s122,2017 Q3,2017,Q3,Non Strata,1825.0,1877.7854166,36.0,-0.0082,0.1142,-0.4098,-0.3208,r121,600.0,281.0,2565.0,0.0,0.0369,,
2121,s122,2017 Q3,2017,Q3,Strata,815.0,836.8050847,59.0,-0.0412,0.0149,-0.4158,-0.3059,r121,600.0,281.0,2565.0,0.0,0.0369,,
2122,s122,2017 Q3,2017,Q3,Total,1012.0,1398.8872093,86.0,-0.226,0.012,-0.2321,-0.2712,r121,537.5,296.0,3048.0,-0.0046,0.1128,,
2122,s122,2017 Q3,2017,Q3,Non Strata,1810.0,2149.0216216000003,37.0,-0.0718,0.0819,-0.3273,-0.1957,r121,537.5,296.0,3048.0,-0.0046,0.1128,,
2122,s122,2017 Q3,2017,Q3,Strata,815.0,832.4591836,49.0,-0.0061,0.0823,-0.1404,-0.3194,r121,537.5,296.0,3048.0,-0.0046,0.1128,,
2125,s122,2017 Q3,2017,Q3,Total,1725.0,1800.5675675,37.0,-0.0115,0.0658,-0.075,-0.26,r121,640.0,57.0,579.0,-0.1233,0.3571,,
2125,s122,2017 Q3,2017,Q3,Non Strata,1780.0,1827.8857142,35.0,0.0171,0.0998,-0.1026,-0.3,r121,640.0,57.0,579.0,-0.1233,0.3571,,
2125,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,640.0,57.0,579.0,-0.1233,0.3571,,
2126,s122,2017 Q3,2017,Q3,Total,1500.0,1427.6666666,36.0,-0.0741,0.0949,-0.3208,-0.3684,r121,750.0,95.0,887.0,0.0204,0.25,,
2126,s122,2017 Q3,2017,Q3,Non Strata,1532.5,1498.7666666,20.0,-0.063,0.0792,-0.3333,-0.3478,r121,750.0,95.0,887.0,0.0204,0.25,,
2126,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,750.0,95.0,887.0,0.0204,0.25,,
2127,s122,2017 Q3,2017,Q3,Total,726.0,773.9770314,191.0,-0.0333,-0.0014,0.1437,0.2993,r121,550.0,510.0,3558.0,0.0,0.2879,,
2127,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,550.0,510.0,3558.0,0.0,0.2879,,
2127,s122,2017 Q3,2017,Q3,Strata,720.0,738.2851546,181.0,-0.0374,0.0014,0.1529,0.3116,r121,550.0,510.0,3558.0,0.0,0.2879,,
2128,s122,2017 Q3,2017,Q3,Total,675.25,675.25,5.0,,,,,r121,450.0,45.0,407.0,0.0227,0.1538,,
2128,s122,2017 Q3,2017,Q3,Strata,685.0,704.3260135999999,5.0,,,,,r121,450.0,45.0,407.0,0.0227,0.1538,,
2130,s122,2017 Q3,2017,Q3,Total,880.0,1116.4074074,20.0,-0.1619,0.1928,0.35,0.35,r121,520.0,113.0,1653.0,0.0097,-0.096,,
2130,s122,2017 Q3,2017,Q3,Non Strata,712.5,743.804,5.0,,,,,r121,520.0,113.0,1653.0,0.0097,-0.096,,
2130,s122,2017 Q3,2017,Q3,Strata,840.0,820.6315788999999,20.0,0.0633,0.1856,0.7273,0.3571,r121,520.0,113.0,1653.0,0.0097,-0.096,,
2131,s122,2017 Q3,2017,Q3,Total,725.0,953.0167228,83.0,-0.0486,0.0584,-0.2019,-0.1354,r121,500.0,299.0,4414.0,0.0,-0.0656,,
2131,s122,2017 Q3,2017,Q3,Non Strata,1905.0,2015.2,20.0,0.1705,0.229,-0.1667,-0.0625,r121,500.0,299.0,4414.0,0.0,-0.0656,,
