postcode,LGA,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1,hhold_count_2016,hhold_count_2021,hhold_count_delta,Births_16_21,Deaths_16_21,  Natural change,  Net Migration (all sources),population_2021,population_2016,pop_delta,Adult,Child,MiddleAge,Senior,Youth,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_TOTAL_FAM_NO,10yBonds% 2020 Q1,10yBonds% 2020 Q2,10yBonds% 2020 Q3,10yBonds% 2020 Q4,10yBonds% 2021 Q1,2yBonds% 2020 Q1,2yBonds% 2020 Q2,2yBonds% 2020 Q3,2yBonds% 2020 Q4,2yBonds% 2021 Q1,Rate 2020 Q1,Rate 2020 Q2,Rate 2020 Q3,Rate 2020 Q4,Rate 2021 Q1,constr_index 2020 Q1,constr_index 2020 Q2,constr_index 2020 Q3,constr_index 2020 Q4,constr_index 2021 Q1
2700,LEETON,163.0,168.0,210.0,210.0,257.0,128.0,135.0,180.0,200.0,230.0,230.0,225.0,250.0,245.0,240.0,20.0,38.0,44.0,32.0,20.0,20.0,20.0,20.0,35.0,20.0,374.0,385.0,397.0,391.0,389.0,4493,4708,215,697.0,487.0,210.0,118.0,11735.0,11407.0,328.0,42,-73,89,200,69,2055,904,184,226,634.0,226.0,198.0,99.0,37.0,968.0,2167.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2655,LOCKHART,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,32.0,31.0,1301,1339,38,174.0,166.0,8.0,18.0,3200.0,3173.0,27.0,4,-48,-24,90,2,490,272,70,76,165.0,59.0,74.0,28.0,18.0,191.0,532.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2655,WAGGA WAGGA,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,32.0,31.0,24691,26230,1539,4163.0,2377.0,1786.0,443.0,66135.0,63906.0,2229.0,667,-94,477,1739,-559,490,272,70,76,165.0,59.0,74.0,28.0,18.0,191.0,532.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2712,BERRIGAN,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,200.0,450.0,5.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,71.0,77.0,86.0,75.0,3880,3916,36,446.0,526.0,-80.0,88.0,8617.0,8609.0,8.0,42,-3,-150,187,-66,602,255,54,77,178.0,48.0,56.0,21.0,10.0,304.0,613.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2712,MURRUMBIDGEE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,200.0,450.0,5.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,71.0,77.0,86.0,75.0,1612,1644,32,206.0,165.0,41.0,-88.0,3882.0,3929.0,-47.0,-34,-76,33,45,-15,602,255,54,77,178.0,48.0,56.0,21.0,10.0,304.0,613.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2713,BERRIGAN,705.0,725.0,724.0,182.0,215.0,705.0,725.0,724.0,165.0,203.0,200.0,240.0,180.0,450.0,200.0,20.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,20.0,20.0,168.0,171.0,177.0,170.0,178.0,3880,3916,36,446.0,526.0,-80.0,88.0,8617.0,8609.0,8.0,42,-3,-150,187,-66,1208,506,109,158,400.0,108.0,95.0,55.0,35.0,560.0,1243.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2713,MURRUMBIDGEE,705.0,725.0,724.0,182.0,215.0,705.0,725.0,724.0,165.0,203.0,200.0,240.0,180.0,450.0,200.0,20.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,20.0,20.0,168.0,171.0,177.0,170.0,178.0,1612,1644,32,206.0,165.0,41.0,-88.0,3882.0,3929.0,-47.0,-34,-76,33,45,-15,1208,506,109,158,400.0,108.0,95.0,55.0,35.0,560.0,1243.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2713,EDWARD RIVER,705.0,725.0,724.0,182.0,215.0,705.0,725.0,724.0,165.0,203.0,200.0,240.0,180.0,450.0,200.0,20.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,20.0,20.0,168.0,171.0,177.0,170.0,178.0,3990,3980,-10,476.0,468.0,8.0,-155.0,8844.0,8991.0,-147.0,17,-77,-146,168,-112,1208,506,109,158,400.0,108.0,95.0,55.0,35.0,560.0,1243.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2714,BERRIGAN,299.0,725.0,724.0,332.0,394.0,259.0,725.0,724.0,315.0,378.0,450.0,450.0,280.0,268.0,270.0,5.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,158.0,157.0,156.0,156.0,163.0,3880,3916,36,446.0,526.0,-80.0,88.0,8617.0,8609.0,8.0,42,-3,-150,187,-66,1336,446,118,128,470.0,112.0,87.0,40.0,20.0,568.0,1297.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2714,EDWARD RIVER,299.0,725.0,724.0,332.0,394.0,259.0,725.0,724.0,315.0,378.0,450.0,450.0,280.0,268.0,270.0,5.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,158.0,157.0,156.0,156.0,163.0,3990,3980,-10,476.0,468.0,8.0,-155.0,8844.0,8991.0,-147.0,17,-77,-146,168,-112,1336,446,118,128,470.0,112.0,87.0,40.0,20.0,568.0,1297.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2714,MURRAY RIVER,299.0,725.0,724.0,332.0,394.0,259.0,725.0,724.0,315.0,378.0,450.0,450.0,280.0,268.0,270.0,5.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,158.0,157.0,156.0,156.0,163.0,5142,5224,82,624.0,688.0,-64.0,210.0,12018.0,11872.0,146.0,-3,11,-184,286,33,1336,446,118,128,470.0,112.0,87.0,40.0,20.0,568.0,1297.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2706,MURRUMBIDGEE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,88.0,86.0,85.0,81.0,80.0,1612,1644,32,206.0,165.0,41.0,-88.0,3882.0,3929.0,-47.0,-34,-76,33,45,-15,447,273,29,51,152.0,65.0,57.0,25.0,12.0,197.0,504.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2707,MURRUMBIDGEE,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32.0,32.0,35.0,39.0,40.0,1612,1644,32,206.0,165.0,41.0,-88.0,3882.0,3929.0,-47.0,-34,-76,33,45,-15,436,308,90,90,142.0,68.0,46.0,42.0,13.0,228.0,549.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2710,MURRUMBIDGEE,243.0,226.0,227.0,240.0,310.0,225.0,210.0,188.0,225.0,273.0,250.0,250.0,220.0,230.0,250.0,85.0,100.0,97.0,67.0,65.0,43.0,42.0,64.0,72.0,62.0,772.0,788.0,811.0,778.0,778.0,1612,1644,32,206.0,165.0,41.0,-88.0,3882.0,3929.0,-47.0,-34,-76,33,45,-15,4169,2067,501,535,1478.0,441.0,398.0,200.0,66.0,2018.0,4610.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2710,EDWARD RIVER,243.0,226.0,227.0,240.0,310.0,225.0,210.0,188.0,225.0,273.0,250.0,250.0,220.0,230.0,250.0,85.0,100.0,97.0,67.0,65.0,43.0,42.0,64.0,72.0,62.0,772.0,788.0,811.0,778.0,778.0,3990,3980,-10,476.0,468.0,8.0,-155.0,8844.0,8991.0,-147.0,17,-77,-146,168,-112,4169,2067,501,535,1478.0,441.0,398.0,200.0,66.0,2018.0,4610.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2710,HAY,243.0,226.0,227.0,240.0,310.0,225.0,210.0,188.0,225.0,273.0,250.0,250.0,220.0,230.0,250.0,85.0,100.0,97.0,67.0,65.0,43.0,42.0,64.0,72.0,62.0,772.0,788.0,811.0,778.0,778.0,1335,1311,-24,180.0,147.0,32.0,-154.0,2863.0,2984.0,-121.0,-10,-59,-52,50,-51,4169,2067,501,535,1478.0,441.0,398.0,200.0,66.0,2018.0,4610.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2710,MURRAY RIVER,243.0,226.0,227.0,240.0,310.0,225.0,210.0,188.0,225.0,273.0,250.0,250.0,220.0,230.0,250.0,85.0,100.0,97.0,67.0,65.0,43.0,42.0,64.0,72.0,62.0,772.0,788.0,811.0,778.0,778.0,5142,5224,82,624.0,688.0,-64.0,210.0,12018.0,11872.0,146.0,-3,11,-184,286,33,4169,2067,501,535,1478.0,441.0,398.0,200.0,66.0,2018.0,4610.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2711,MURRUMBIDGEE,705.0,725.0,220.0,184.0,179.0,705.0,725.0,200.0,135.0,172.0,190.0,190.0,180.0,160.0,200.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,196.0,196.0,208.0,212.0,212.0,1612,1644,32,206.0,165.0,41.0,-88.0,3882.0,3929.0,-47.0,-34,-76,33,45,-15,1260,701,185,198,467.0,147.0,120.0,73.0,29.0,695.0,1528.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2711,CARRATHOOL,705.0,725.0,220.0,184.0,179.0,705.0,725.0,200.0,135.0,172.0,190.0,190.0,180.0,160.0,200.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,196.0,196.0,208.0,212.0,212.0,1153,1189,36,130.0,107.0,23.0,-62.0,2754.0,2793.0,-39.0,-13,-67,-2,91,-48,1260,701,185,198,467.0,147.0,120.0,73.0,29.0,695.0,1528.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2711,HAY,705.0,725.0,220.0,184.0,179.0,705.0,725.0,200.0,135.0,172.0,190.0,190.0,180.0,160.0,200.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,196.0,196.0,208.0,212.0,212.0,1335,1311,-24,180.0,147.0,32.0,-154.0,2863.0,2984.0,-121.0,-10,-59,-52,50,-51,1260,701,185,198,467.0,147.0,120.0,73.0,29.0,695.0,1528.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2711,MURRAY RIVER,705.0,725.0,220.0,184.0,179.0,705.0,725.0,200.0,135.0,172.0,190.0,190.0,180.0,160.0,200.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,196.0,196.0,208.0,212.0,212.0,5142,5224,82,624.0,688.0,-64.0,210.0,12018.0,11872.0,146.0,-3,11,-184,286,33,1260,701,185,198,467.0,147.0,120.0,73.0,29.0,695.0,1528.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2711,BALRANALD,705.0,725.0,220.0,184.0,179.0,705.0,725.0,200.0,135.0,172.0,190.0,190.0,180.0,160.0,200.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,196.0,196.0,208.0,212.0,212.0,963,1015,52,194.0,96.0,98.0,8.0,2437.0,2330.0,107.0,14,36,-29,106,-20,1260,701,185,198,467.0,147.0,120.0,73.0,29.0,695.0,1528.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2648,WENTWORTH,705.0,725.0,724.0,733.0,368.0,705.0,725.0,724.0,733.0,329.0,245.0,450.0,450.0,280.0,450.0,20.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,20.0,127.0,125.0,123.0,117.0,123.0,2901,2939,38,433.0,315.0,118.0,-150.0,6900.0,6932.0,-32.0,-31,-25,-96,210,-89,1093,411,106,108,364.0,105.0,78.0,30.0,14.0,516.0,1108.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2717,WENTWORTH,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,62.0,64.0,64.0,64.0,63.0,2901,2939,38,433.0,315.0,118.0,-150.0,6900.0,6932.0,-32.0,-31,-25,-96,210,-89,582,186,42,80,180.0,66.0,48.0,31.0,12.0,212.0,552.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2738,WENTWORTH,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,70.0,69.0,72.0,69.0,72.0,2901,2939,38,433.0,315.0,118.0,-150.0,6900.0,6932.0,-32.0,-31,-25,-96,210,-89,536,376,154,82,206.0,78.0,106.0,53.0,19.0,183.0,633.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2665,NARRANDERA,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0,2540,2527,-13,362.0,303.0,59.0,-198.0,5811.0,5949.0,-138.0,-18,-68,-91,102,-64,872,390,122,124,299.0,92.0,85.0,56.0,34.0,377.0,938.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2665,CARRATHOOL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0,1153,1189,36,130.0,107.0,23.0,-62.0,2754.0,2793.0,-39.0,-13,-67,-2,91,-48,872,390,122,124,299.0,92.0,85.0,56.0,34.0,377.0,938.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2665,COOLAMON,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0,1766,1829,63,221.0,227.0,-6.0,35.0,4418.0,4390.0,28.0,23,-102,39,54,14,872,390,122,124,299.0,92.0,85.0,56.0,34.0,377.0,938.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2665,BLAND,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0,2540,2626,86,357.0,314.0,43.0,69.0,6136.0,6024.0,112.0,45,-52,-21,109,32,872,390,122,124,299.0,92.0,85.0,56.0,34.0,377.0,938.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2665,TEMORA,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0,2599,2651,52,305.0,331.0,-26.0,48.0,6232.0,6210.0,22.0,56,-55,-93,114,-1,872,390,122,124,299.0,92.0,85.0,56.0,34.0,377.0,938.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2705,NARRANDERA,304.0,290.0,278.0,272.0,259.0,291.0,274.0,245.0,244.0,255.0,280.0,280.0,270.0,300.0,300.0,61.0,61.0,78.0,64.0,74.0,34.0,38.0,53.0,60.0,57.0,777.0,769.0,791.0,789.0,779.0,2540,2527,-13,362.0,303.0,59.0,-198.0,5811.0,5949.0,-138.0,-18,-68,-91,102,-64,3806,2201,502,605,1264.0,507.0,455.0,238.0,99.0,1640.0,4199.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2705,GRIFFITH,304.0,290.0,278.0,272.0,259.0,291.0,274.0,245.0,244.0,255.0,280.0,280.0,270.0,300.0,300.0,61.0,61.0,78.0,64.0,74.0,34.0,38.0,53.0,60.0,57.0,777.0,769.0,791.0,789.0,779.0,9998,10470,472,1904.0,1059.0,845.0,-140.0,27061.0,26356.0,705.0,351,-66,86,465,-129,3806,2201,502,605,1264.0,507.0,455.0,238.0,99.0,1640.0,4199.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2705,LEETON,304.0,290.0,278.0,272.0,259.0,291.0,274.0,245.0,244.0,255.0,280.0,280.0,270.0,300.0,300.0,61.0,61.0,78.0,64.0,74.0,34.0,38.0,53.0,60.0,57.0,777.0,769.0,791.0,789.0,779.0,4493,4708,215,697.0,487.0,210.0,118.0,11735.0,11407.0,328.0,42,-73,89,200,69,3806,2201,502,605,1264.0,507.0,455.0,238.0,99.0,1640.0,4199.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2651,WAGGA WAGGA,309.0,346.0,724.0,733.0,352.0,292.0,335.0,724.0,733.0,343.0,385.0,310.0,330.0,350.0,380.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,238.0,231.0,232.0,230.0,229.0,24691,26230,1539,4163.0,2377.0,1786.0,443.0,66135.0,63906.0,2229.0,667,-94,477,1739,-559,720,687,99,112,238.0,113.0,115.0,59.0,19.0,248.0,784.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2669,CARRATHOOL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1153,1189,36,130.0,107.0,23.0,-62.0,2754.0,2793.0,-39.0,-13,-67,-2,91,-48,613,350,87,96,232.0,62.0,56.0,52.0,24.0,311.0,731.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2669,BLAND,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2540,2626,86,357.0,314.0,43.0,69.0,6136.0,6024.0,112.0,45,-52,-21,109,32,613,350,87,96,232.0,62.0,56.0,52.0,24.0,311.0,731.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2669,LACHLAN,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2681,2687,6,497.0,313.0,184.0,-254.0,6286.0,6356.0,-70.0,37,-51,-46,67,-76,613,350,87,96,232.0,62.0,56.0,52.0,24.0,311.0,731.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2680,CARRATHOOL,379.0,389.0,395.0,439.0,430.0,356.0,400.0,385.0,417.0,430.0,340.0,350.0,350.0,360.0,350.0,188.0,145.0,181.0,136.0,146.0,60.0,61.0,82.0,77.0,70.0,2107.0,2111.0,2162.0,2176.0,2141.0,1153,1189,36,130.0,107.0,23.0,-62.0,2754.0,2793.0,-39.0,-13,-67,-2,91,-48,8360,5278,1329,1384,2622.0,1162.0,1259.0,613.0,251.0,3435.0,9331.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
