LGA,council,suburb,postcode
HILLTOPS,HILLTOPS COUNCIL,THUDDUNGRA,2594.0
HILLTOPS,HILLTOPS COUNCIL,TUBBUL,2594.0
HILLTOPS,HILLTOPS COUNCIL,WEEDALLION,2594.0
HILLTOPS,HILLTOPS COUNCIL,WIRRIMAH,2803.0
HILLTOPS,HILLTOPS COUNCIL,WOMBAT,2587.0
HILLTOPS,HILLTOPS COUNCIL,WYANGALA,2808.0
HILLTOPS,HILLTOPS COUNCIL,YOUNG,2594.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,ARCADIA,2159.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,ASQUITH,2077.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,BEECROFT,2119.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,BEROWRA,2081.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,BEROWRA HEIGHTS,2082.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,BEROWRA WATERS,2082.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,BERRILEE,2159.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,BROOKLYN,2083.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,CANOELANDS,2157.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,CASTLE HILL,2154.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,CHELTENHAM,2119.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,CHERRYBROOK,2126.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,COWAN,2081.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,DANGAR ISLAND,2083.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,DURAL,2158.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,EPPING,2121.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,FIDDLETOWN,2159.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,FOREST GLEN,2157.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,GALSTON,2159.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,GLENHAVEN,2156.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,GLENORIE,2157.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,HORNSBY,2077.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,HORNSBY HEIGHTS,2077.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,LAUGHTONDALE,2775.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,MAROOTA,2756.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,MIDDLE DURAL,2158.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,MILSONS PASSAGE,2083.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,MOUNT COLAH,2079.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,MOUNT KURING-GAI,2080.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,NORMANHURST,2076.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,NORTH EPPING,2121.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,PENNANT HILLS,2120.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,SINGLETONS MILL,2775.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,THORNLEIGH,2120.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,WAHROONGA,2076.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,WAITARA,2077.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,WEST PENNANT HILLS,2125.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,WESTLEIGH,2120.0
HORNSBY,THE COUNCIL OF THE SHIRE OF HORNSBY,WISEMANS FERRY,2775.0
HUNTERS HILL,THE COUNCIL OF THE MUNICIPALITY OF HUNTERS HILL,GLADESVILLE,2111.0
HUNTERS HILL,THE COUNCIL OF THE MUNICIPALITY OF HUNTERS HILL,HENLEY,2111.0
HUNTERS HILL,THE COUNCIL OF THE MUNICIPALITY OF HUNTERS HILL,HUNTERS HILL,2110.0
HUNTERS HILL,THE COUNCIL OF THE MUNICIPALITY OF HUNTERS HILL,HUNTLEYS COVE,2111.0
HUNTERS HILL,THE COUNCIL OF THE MUNICIPALITY OF HUNTERS HILL,HUNTLEYS POINT,2111.0
HUNTERS HILL,THE COUNCIL OF THE MUNICIPALITY OF HUNTERS HILL,WOOLWICH,2110.0
INNER WEST,INNER WEST COUNCIL,ANNANDALE,2038.0
INNER WEST,INNER WEST COUNCIL,ASHBURY,2193.0
INNER WEST,INNER WEST COUNCIL,ASHFIELD,2131.0
INNER WEST,INNER WEST COUNCIL,BALMAIN,2041.0
INNER WEST,INNER WEST COUNCIL,BALMAIN EAST,2041.0
INNER WEST,INNER WEST COUNCIL,BIRCHGROVE,2041.0
INNER WEST,INNER WEST COUNCIL,CAMPERDOWN,2050.0
INNER WEST,INNER WEST COUNCIL,CROYDON,2132.0
INNER WEST,INNER WEST COUNCIL,CROYDON PARK,2133.0
INNER WEST,INNER WEST COUNCIL,DULWICH HILL,2203.0
INNER WEST,INNER WEST COUNCIL,ENMORE,2042.0
INNER WEST,INNER WEST COUNCIL,HABERFIELD,2045.0
INNER WEST,INNER WEST COUNCIL,HURLSTONE PARK,2193.0
INNER WEST,INNER WEST COUNCIL,LEICHHARDT,2040.0
INNER WEST,INNER WEST COUNCIL,LEWISHAM,2049.0
INNER WEST,INNER WEST COUNCIL,LILYFIELD,2040.0
INNER WEST,INNER WEST COUNCIL,MARRICKVILLE,2204.0
INNER WEST,INNER WEST COUNCIL,MASCOT,2020.0
INNER WEST,INNER WEST COUNCIL,NEWTOWN,2042.0
INNER WEST,INNER WEST COUNCIL,PETERSHAM,2049.0
INNER WEST,INNER WEST COUNCIL,ROZELLE,2039.0
INNER WEST,INNER WEST COUNCIL,ST PETERS,2044.0
INNER WEST,INNER WEST COUNCIL,STANMORE,2048.0
INNER WEST,INNER WEST COUNCIL,SUMMER HILL,2130.0
INNER WEST,INNER WEST COUNCIL,SYDENHAM,2044.0
INNER WEST,INNER WEST COUNCIL,TEMPE,2044.0
INVERELL,INVERELL SHIRE COUNCIL,ASHFORD,2361.0
INVERELL,INVERELL SHIRE COUNCIL,ATHOLWOOD,2361.0
INVERELL,INVERELL SHIRE COUNCIL,AUBURN VALE,2360.0
INVERELL,INVERELL SHIRE COUNCIL,BASSENDEAN,2365.0
INVERELL,INVERELL SHIRE COUNCIL,BONSHAW,2361.0
INVERELL,INVERELL SHIRE COUNCIL,BRODIES PLAINS,2360.0
INVERELL,INVERELL SHIRE COUNCIL,BUKKULLA,2360.0
INVERELL,INVERELL SHIRE COUNCIL,BUNDARRA,2359.0
INVERELL,INVERELL SHIRE COUNCIL,CAMP CREEK,4385.0
INVERELL,INVERELL SHIRE COUNCIL,CHERRY TREE HILL,2360.0
INVERELL,INVERELL SHIRE COUNCIL,COOLATAI,2402.0
INVERELL,INVERELL SHIRE COUNCIL,COPETON,2360.0
INVERELL,INVERELL SHIRE COUNCIL,DELUNGRA,2403.0
INVERELL,INVERELL SHIRE COUNCIL,ELSMORE,2360.0
INVERELL,INVERELL SHIRE COUNCIL,EMMAVILLE,2371.0
INVERELL,INVERELL SHIRE COUNCIL,GEORGES CREEK,2365.0
INVERELL,INVERELL SHIRE COUNCIL,GILGAI,2360.0
INVERELL,INVERELL SHIRE COUNCIL,GRAGIN,2403.0
INVERELL,INVERELL SHIRE COUNCIL,GRAMAN,2360.0
INVERELL,INVERELL SHIRE COUNCIL,GUM FLAT,2360.0
INVERELL,INVERELL SHIRE COUNCIL,HOWELL,2360.0
INVERELL,INVERELL SHIRE COUNCIL,INVERELL,2360.0
INVERELL,INVERELL SHIRE COUNCIL,KINGS PLAINS,2360.0
INVERELL,INVERELL SHIRE COUNCIL,KINGSLAND,2370.0
INVERELL,INVERELL SHIRE COUNCIL,LIMESTONE,2361.0
INVERELL,INVERELL SHIRE COUNCIL,LITTLE PLAIN,2360.0
INVERELL,INVERELL SHIRE COUNCIL,LONG PLAIN,2360.0
INVERELL,INVERELL SHIRE COUNCIL,MATHESON,2370.0
INVERELL,INVERELL SHIRE COUNCIL,MAYBOLE,2365.0
INVERELL,INVERELL SHIRE COUNCIL,MOUNT RUSSELL,2360.0
INVERELL,INVERELL SHIRE COUNCIL,MYALL CREEK,2403.0
INVERELL,INVERELL SHIRE COUNCIL,NEW VALLEY,2365.0
INVERELL,INVERELL SHIRE COUNCIL,NEWSTEAD,2360.0
INVERELL,INVERELL SHIRE COUNCIL,NULLAMANNA,2360.0
INVERELL,INVERELL SHIRE COUNCIL,OAKWOOD,2360.0
INVERELL,INVERELL SHIRE COUNCIL,OLD MILL,2369.0
INVERELL,INVERELL SHIRE COUNCIL,PARADISE,2360.0
INVERELL,INVERELL SHIRE COUNCIL,PINDAROI,2361.0
INVERELL,INVERELL SHIRE COUNCIL,ROB ROY,2360.0
INVERELL,INVERELL SHIRE COUNCIL,ROCKY CREEK,2371.0
INVERELL,INVERELL SHIRE COUNCIL,SAPPHIRE,2360.0
INVERELL,INVERELL SHIRE COUNCIL,SPRING MOUNTAIN,2360.0
INVERELL,INVERELL SHIRE COUNCIL,STANBOROUGH,2360.0
INVERELL,INVERELL SHIRE COUNCIL,STANNIFER,2369.0
INVERELL,INVERELL SHIRE COUNCIL,SWAN VALE,2370.0
INVERELL,INVERELL SHIRE COUNCIL,SWANBROOK,2360.0
INVERELL,INVERELL SHIRE COUNCIL,TEXAS,4385.0
INVERELL,INVERELL SHIRE COUNCIL,THE BASIN,2365.0
INVERELL,INVERELL SHIRE COUNCIL,TINGHA,2369.0
INVERELL,INVERELL SHIRE COUNCIL,TWIN RIVERS,2410.0
INVERELL,INVERELL SHIRE COUNCIL,WALLANGRA,2360.0
INVERELL,INVERELL SHIRE COUNCIL,WANDERA,2360.0
INVERELL,INVERELL SHIRE COUNCIL,WANDSWORTH,2365.0
INVERELL,INVERELL SHIRE COUNCIL,WELLINGROVE,2370.0
INVERELL,INVERELL SHIRE COUNCIL,WOODSTOCK,2360.0
INVERELL,INVERELL SHIRE COUNCIL,YELLOW DAM,2371.0
INVERELL,INVERELL SHIRE COUNCIL,YETMAN,2410.0
JUNEE,JUNEE SHIRE COUNCIL,BETHUNGRA,2590.0
JUNEE,JUNEE SHIRE COUNCIL,DIRNASEER,2666.0
JUNEE,JUNEE SHIRE COUNCIL,ERIN VALE,2663.0
JUNEE,JUNEE SHIRE COUNCIL,EURONGILLY,2663.0
JUNEE,JUNEE SHIRE COUNCIL,HAREFIELD,2650.0
JUNEE,JUNEE SHIRE COUNCIL,ILLABO,2590.0
JUNEE,JUNEE SHIRE COUNCIL,JUNEE,2663.0
JUNEE,JUNEE SHIRE COUNCIL,JUNEE REEFS,2666.0
JUNEE,JUNEE SHIRE COUNCIL,MARINNA,2663.0
JUNEE,JUNEE SHIRE COUNCIL,OLD JUNEE,2652.0
JUNEE,JUNEE SHIRE COUNCIL,WANTABADGERY,2650.0
JUNEE,JUNEE SHIRE COUNCIL,WANTIOOL,2663.0
JUNEE,JUNEE SHIRE COUNCIL,YATHELLA,2650.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,ALDAVILLA,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,ARAKOON,2431.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,AUSTRAL EDEN,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,BARRAGANYATTI,2441.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,BELLBROOK,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,BELLIMBOPINNI,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,BELMORE RIVER,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,BURNT BRIDGE,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,CLYBUCCA,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,COLLOMBATTI,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,COMARA,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,COOPERABUNG,2441.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,CORANGULA,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,CRESCENT HEAD,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,DEEP CREEK,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,DONDINGALONG,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,EAST KEMPSEY,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,EUROKA,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,FISHERMANS REACH,2441.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,FREDERICKTON,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,GLADSTONE,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,GRASSY HEAD,2441.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,GREENHILL,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,HAMPDEN HALL,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,HAT HEAD,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,HICKEYS CREEK,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,JERSEYVILLE,2431.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,KEMPSEY,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,KINCHELA,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,KUNDABUNG,2441.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,MILLBANK,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,MOONEBA,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,MOPARRABAH,2440.0
KEMPSEY,KEMPSEY SHIRE COUNCIL,MUNGAY CREEK,2440.0
